Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit
DJ Moore,WR,CHI,TB,17,12.6,0.7412,3 out of 5 stars,B
Travis Homer,RB,CHI,TB,10,0.2,0.02,3 out of 5 stars,F
Khari Blasingame,RB,CHI,TB,10,0.4,0.04,3 out of 5 stars,F
Cole Kmet,TE,CHI,TB,17,7.9,0.4647,3 out of 5 stars,D
Chase Claypool,WR,CHI,TB,11,5.5,0.5,3 out of 5 stars,F
Darnell Mooney,WR,CHI,TB,16,9.4,0.5875,3 out of 5 stars,D+
Justin Fields,QB,CHI,TB,35,18.7,0.5343,4 out of 5 stars,B
Khalil Herbert,RB,CHI,TB,18,9.1,0.5056,3 out of 5 stars,C
Tyson Bagent,QB,CHI,TB,20,0.1,0.005,4 out of 5 stars,F
Mike Evans,WR,TB,CHI,23,13.1,0.5696,4 out of 5 stars,B
Chris Godwin,WR,TB,CHI,19,14.3,0.7526,4 out of 5 stars,A-
Baker Mayfield,QB,TB,CHI,23,14.9,0.6478,5 out of 5 stars,D-
Chase Edmonds,RB,TB,CHI,10,3.7,0.37,4 out of 5 stars,F
David Wells,TE,TB,CHI,10,0.6,0.06,3 out of 5 stars,F
Kyle Trask,QB,TB,CHI,20,0.5,0.025,5 out of 5 stars,F
Rachaad White,RB,TB,CHI,21,13.3,0.6333,4 out of 5 stars,B
Cade Otton,TE,TB,CHI,10,6.8,0.68,3 out of 5 stars,F
Ko Kieft,TE,TB,CHI,10,1.6,0.16,3 out of 5 stars,F
Deven Thompkins,WR,TB,CHI,10,2.2,0.22,4 out of 5 stars,F
Chicago Bears,DEF,CHI,TB,10,5.6,0.56,2 out of 5 stars,F
Tampa Bay Buccaneers,DEF,TB,CHI,14,7.3,0.5214,5 out of 5 stars,B-
Rakim Jarrett,WR,TB,CHI,10,0.8,0.08,4 out of 5 stars,F
Tyler Scott,WR,CHI,TB,10,2.4,0.24,3 out of 5 stars,F
Sean Tucker,RB,TB,CHI,10,5.1,0.51,4 out of 5 stars,F
Roschon Johnson,RB,CHI,TB,15,6.9,0.46,3 out of 5 stars,D-
Payne Durham,TE,TB,CHI,10,0.8,0.08,3 out of 5 stars,F
Trey Palmer,WR,TB,CHI,10,3.5,0.35,4 out of 5 stars,F
Marcedes Lewis,TE,CHI,TB,10,0.7,0.07,3 out of 5 stars,F
Trent Taylor,WR,CHI,TB,10,0.5,0.05,3 out of 5 stars,F
Nathan Peterman,QB,CHI,TB,20,0,0,4 out of 5 stars,F
Zack Moss,RB,IND,HOU,19,7.4,0.3895,4 out of 5 stars,D+
Kylen Granson,TE,IND,HOU,11,3.8,0.3455,3 out of 5 stars,F
Sam Ehlinger,QB,IND,HOU,20,0,0,2 out of 5 stars,F
Deon Jackson,RB,IND,HOU,16,7.1,0.4438,4 out of 5 stars,D
Alec Pierce,WR,IND,HOU,10,6.5,0.65,3 out of 5 stars,F
Andrew Ogletree,TE,IND,HOU,10,1.5,0.15,3 out of 5 stars,F
Will Mallory,TE,IND,HOU,10,0.6,0.06,3 out of 5 stars,F
Case Keenum,QB,HOU,IND,20,0.2,0.01,4 out of 5 stars,F
Robert Woods,WR,HOU,IND,16,8.7,0.5438,4 out of 5 stars,D
Dare Ogunbowale,RB,HOU,IND,10,0,0,3 out of 5 stars,F
Dalton Schultz,TE,HOU,IND,16,7.9,0.4938,3 out of 5 stars,D
Mike Boone,RB,HOU,IND,10,2.5,0.25,3 out of 5 stars,F
Devin Singletary,RB,HOU,IND,14,5.8,0.4143,3 out of 5 stars,F
Andrew Beck,RB,HOU,IND,10,0.5,0.05,3 out of 5 stars,F
Davis Mills,QB,HOU,IND,20,0.4,0.02,4 out of 5 stars,F
Nico Collins,WR,HOU,IND,16,10.9,0.6812,4 out of 5 stars,C
Brevin Jordan,TE,HOU,IND,10,1.4,0.14,3 out of 5 stars,F
John Metchie III,WR,HOU,IND,10,4.8,0.48,4 out of 5 stars,F
Dameon Pierce,RB,HOU,IND,18,13.3,0.7389,3 out of 5 stars,B
Teagan Quitoriano,TE,HOU,IND,10,1.8,0.18,3 out of 5 stars,F
Xavier Hutchinson,WR,HOU,IND,10,1.2,0.12,4 out of 5 stars,F
Indianapolis Colts,DEF,IND,HOU,19,6.3,0.3316,5 out of 5 stars,D+
Houston Texans,DEF,HOU,IND,17,5.6,0.3294,5 out of 5 stars,F
Tank Dell,WR,HOU,IND,11,6.7,0.6091,4 out of 5 stars,F
Josh Downs,WR,IND,HOU,10,7.4,0.74,3 out of 5 stars,F
Anthony Richardson,QB,IND,HOU,27,18.3,0.6778,2 out of 5 stars,B
Isaiah McKenzie,WR,IND,HOU,10,3.6,0.36,3 out of 5 stars,F
Juwann Winfree,WR,IND,HOU,10,0.3,0.03,3 out of 5 stars,F
Jake Funk,RB,IND,HOU,10,0.8,0.08,4 out of 5 stars,F
Ryan Tannehill,QB,TEN,LAC,20,14.5,0.725,4 out of 5 stars,F
Derrick Henry,RB,TEN,LAC,37,16.8,0.4541,4 out of 5 stars,A
Chris Moore,WR,TEN,LAC,10,2.1,0.21,2 out of 5 stars,F
Trevon Wesco,TE,TEN,LAC,10,1.1,0.11,3 out of 5 stars,F
Treylon Burks,WR,TEN,LAC,14,10.3,0.7357,2 out of 5 stars,C
Malik Willis,QB,TEN,LAC,20,0.4,0.02,4 out of 5 stars,F
Chigoziem Okonkwo,TE,TEN,LAC,12,7.6,0.6333,3 out of 5 stars,D-
Julius Chestnut,RB,TEN,LAC,10,0.7,0.07,4 out of 5 stars,F
Josh Whyle,TE,TEN,LAC,10,0.9,0.09,3 out of 5 stars,F
Colton Dowell,WR,TEN,LAC,10,0,0,2 out of 5 stars,F
Kearis Jackson,WR,TEN,LAC,10,0.3,0.03,2 out of 5 stars,F
Los Angeles Chargers,DEF,LAC,TEN,12,6.3,0.525,4 out of 5 stars,D+
Tennessee Titans,DEF,TEN,LAC,11,5.3,0.4818,3 out of 5 stars,F
Tyjae Spears,RB,TEN,LAC,11,6.6,0.6,4 out of 5 stars,D-
Keenan Allen,WR,LAC,TEN,24,15.6,0.65,4 out of 5 stars,A
Mike Williams,WR,LAC,TEN,24,12.9,0.5375,4 out of 5 stars,B
Gerald Everett,TE,LAC,TEN,18,7.5,0.4167,3 out of 5 stars,D-
Easton Stick,QB,LAC,TEN,20,0,0,3 out of 5 stars,F
Justin Herbert,QB,LAC,TEN,34,21.2,0.6235,3 out of 5 stars,A
Joshua Kelley,RB,LAC,TEN,15,11.3,0.7533,1 out of 5 stars,C
Joshua Palmer,WR,LAC,TEN,15,6.8,0.4533,4 out of 5 stars,F
Isaiah Spiller,RB,LAC,TEN,10,3,0.3,1 out of 5 stars,F
Stone Smartt,TE,LAC,TEN,10,0.6,0.06,3 out of 5 stars,F
Quentin Johnston,WR,LAC,TEN,15,7.1,0.4733,4 out of 5 stars,F
Derius Davis,WR,LAC,TEN,10,0.6,0.06,4 out of 5 stars,F
Elijah Dotson,RB,LAC,TEN,10,0.8,0.08,1 out of 5 stars,F
DeAndre Hopkins,WR,TEN,LAC,20,12.5,0.625,2 out of 5 stars,A-
Will Levis,QB,TEN,LAC,20,0.2,0.01,4 out of 5 stars,F
Blaine Gabbert,QB,KC,JAC,20,0.2,0.01,4 out of 5 stars,F
Travis Kelce,TE,KC,JAC,33,14.7,0.4455,4 out of 5 stars,A+
Jerick McKinnon,RB,KC,JAC,14,7.7,0.55,4 out of 5 stars,D+
Blake Bell,TE,KC,JAC,10,1.6,0.16,4 out of 5 stars,F
Patrick Mahomes,QB,KC,JAC,39,22.3,0.5718,4 out of 5 stars,A
Justin Watson,WR,KC,JAC,11,3.1,0.2818,3 out of 5 stars,F
Kadarius Toney,WR,KC,JAC,12,9,0.75,3 out of 5 stars,D+
Noah Gray,TE,KC,JAC,10,3.5,0.35,4 out of 5 stars,F
Skyy Moore,WR,KC,JAC,12,9.2,0.7667,3 out of 5 stars,C-
Isiah Pacheco,RB,KC,JAC,15,11.9,0.7933,4 out of 5 stars,C+
Justyn Ross,WR,KC,JAC,10,2.9,0.29,3 out of 5 stars,F
Evan Engram,TE,JAC,KC,19,10,0.5263,4 out of 5 stars,B+
Zay Jones,WR,JAC,KC,18,10.9,0.6056,3 out of 5 stars,C
Jamal Agnew,WR,JAC,KC,10,2,0.2,3 out of 5 stars,F
Calvin Ridley,WR,JAC,KC,28,17.4,0.6214,3 out of 5 stars,A
Christian Kirk,WR,JAC,KC,17,11.4,0.6706,3 out of 5 stars,C+
JaMycal Hasty,RB,JAC,KC,10,1.7,0.17,3 out of 5 stars,F
Trevor Lawrence,QB,JAC,KC,34,20.1,0.5912,4 out of 5 stars,A
Luke Farrell,TE,JAC,KC,10,1.4,0.14,4 out of 5 stars,F
Tim Jones,WR,JAC,KC,10,0.2,0.02,3 out of 5 stars,F
Parker Washington,WR,JAC,KC,10,0,0,3 out of 5 stars,F
Elijah Cooks,WR,JAC,KC,10,0,0,3 out of 5 stars,F
Kansas City Chiefs,DEF,KC,JAC,15,5.6,0.3733,2 out of 5 stars,F
Jacksonville Jaguars,DEF,JAC,KC,15,5.8,0.3867,1 out of 5 stars,F
Tank Bigsby,RB,JAC,KC,14,7.1,0.5071,3 out of 5 stars,D
Brenton Strange,TE,JAC,KC,10,1.3,0.13,4 out of 5 stars,F
Rashee Rice,WR,KC,JAC,15,7.7,0.5133,3 out of 5 stars,F
Kyle Juszczyk,RB,SF,LA,10,1.1,0.11,3 out of 5 stars,F
Brandon Allen,QB,SF,LA,20,0,0,3 out of 5 stars,F
Christian McCaffrey,RB,SF,LA,40,21.2,0.53,3 out of 5 stars,A+
George Kittle,TE,SF,LA,23,10.2,0.4435,4 out of 5 stars,A-
Sam Darnold,QB,SF,LA,22,0.5,0.0227,3 out of 5 stars,F
Ross Dwelley,TE,SF,LA,10,0.9,0.09,4 out of 5 stars,F
Deebo Samuel,WR,SF,LA,20,14.1,0.705,3 out of 5 stars,A-
Brandon Aiyuk,WR,SF,LA,24,14.8,0.6167,3 out of 5 stars,A
Charlie Woerner,TE,SF,LA,10,0.7,0.07,4 out of 5 stars,F
Jauan Jennings,WR,SF,LA,10,4,0.4,3 out of 5 stars,F
Elijah Mitchell,RB,SF,LA,15,5.9,0.3933,3 out of 5 stars,F
Brock Purdy,QB,SF,LA,22,16.8,0.7636,3 out of 5 stars,C
Jordan Mason,RB,SF,LA,10,2.3,0.23,3 out of 5 stars,F
San Francisco 49ers,DEF,SF,LA,21,8.7,0.4143,4 out of 5 stars,A
Los Angeles Rams,DEF,LA,SF,11,5.4,0.4909,2 out of 5 stars,F
Brayden Willis,TE,SF,LA,10,0.4,0.04,4 out of 5 stars,F
Ronnie Bell,WR,SF,LA,10,0.5,0.05,3 out of 5 stars,F
Matthew Stafford,QB,LA,SF,20,14.7,0.735,2 out of 5 stars,F
Tyler Higbee,TE,LA,SF,16,8.9,0.5562,3 out of 5 stars,C
Cam Akers,RB,LA,SF,14,8,0.5714,1 out of 5 stars,C-
