Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Tua Tagovailoa,QB,MIA,KC,30,18.6,0.62,2 out of 5 stars,A-,20,14.5,0.41000000000000014
Patrick Mahomes,QB,KC,MIA,38,22.4,0.5895,4 out of 5 stars,A+,20,14.5,0.43888888888888883
Malik Willis,QB,TEN,PIT,20,0,0,2 out of 5 stars,F,20,14.5,0
Will Levis,QB,TEN,PIT,28,13.7,0.4893,2 out of 5 stars,D,20,14.5,-0.10000000000000009
Mitch Trubisky,QB,PIT,TEN,20,0,0,3 out of 5 stars,F,20,14.5,0
Kenny Pickett,QB,PIT,TEN,22,13.9,0.6318,3 out of 5 stars,D,20,14.5,-0.2999999999999998
Jaren Hall,QB,MIN,ATL,20,12.3,0.615,2 out of 5 stars,F,20,14.5,0
Taylor Heinicke,QB,ATL,MIN,22,14,0.6364,3 out of 5 stars,D+,20,14.5,-0.25
Desmond Ridder,QB,ATL,MIN,23,0,0,3 out of 5 stars,F,20,14.5,-4.833333333333333
Geno Smith,QB,SEA,BAL,22,14.3,0.65,1 out of 5 stars,C,20,14.5,-0.09999999999999964
Lamar Jackson,QB,BAL,SEA,35,20.2,0.5771,3 out of 5 stars,A,20,14.5,0.37999999999999995
Tyson Bagent,QB,CHI,NO,20,12.8,0.64,2 out of 5 stars,F,20,14.5,0
Derek Carr,QB,NO,CHI,23,15.7,0.6826,5 out of 5 stars,B-,20,14.5,0.39999999999999974
Taysom Hill,QB,NO,CHI,22,6.7,0.3045,3 out of 5 stars,C,20,14.5,-3.9
Joshua Dobbs,QB,MIN,CLE,22,0,0,2 out of 5 stars,F,20,14.5,-7.25
Clayton Tune,QB,ARI,CLE,20,10.1,0.505,2 out of 5 stars,F,20,14.5,0
Deshaun Watson,QB,CLE,ARI,24,4.7,0.1958,5 out of 5 stars,F,20,14.5,-2.45
P J Walker,QB,CLE,ARI,22,11.6,0.5273,5 out of 5 stars,F,20,14.5,-1.4500000000000002
Kyler Murray,QB,ARI,CLE,29,3,0.1034,2 out of 5 stars,F,20,14.5,-1.2777777777777777
Baker Mayfield,QB,TB,HOU,25,14.7,0.588,3 out of 5 stars,C,20,14.5,0.039999999999999855
C J Stroud,QB,HOU,TB,28,16.7,0.5964,2 out of 5 stars,B,20,14.5,0.2749999999999999
Sam Howell,QB,WAS,NE,25,16.2,0.648,3 out of 5 stars,B,20,14.5,0.33999999999999986
Mac Jones,QB,NE,WAS,23,14.2,0.6174,5 out of 5 stars,C-,20,14.5,-0.10000000000000024
Matthew Stafford,QB,LA,GB,27,11.2,0.4148,4 out of 5 stars,F,20,14.5,-0.47142857142857153
Brett Rypien,QB,LA,GB,20,4,0.2,4 out of 5 stars,F,20,14.5,0
Jordan Love,QB,GB,LA,23,15.1,0.6565,3 out of 5 stars,C,20,14.5,0.19999999999999987
Bryce Young,QB,CAR,IND,20,14.5,0.725,4 out of 5 stars,C,20,14.5,0
Dak Prescott,QB,DAL,PHI,28,17.8,0.6357,4 out of 5 stars,B+,20,14.5,0.4125000000000001
Jalen Hurts,QB,PHI,DAL,39,21,0.5385,2 out of 5 stars,A,20,14.5,0.34210526315789475
Daniel Jones,QB,NYG,LV,21,14.9,0.7095,3 out of 5 stars,C,20,14.5,0.40000000000000036
Jimmy Garoppolo,QB,LV,NYG,20,0,0,4 out of 5 stars,F,20,14.5,0
Aidan O Connell,QB,LV,NYG,20,13.1,0.655,4 out of 5 stars,F,20,14.5,0
Josh Allen,QB,BUF,CIN,39,21.9,0.5615,3 out of 5 stars,A,20,14.5,0.38947368421052625
Joe Burrow,QB,CIN,BUF,30,19.4,0.6467,2 out of 5 stars,A-,20,14.5,0.4899999999999999
Justin Herbert,QB,LAC,NYJ,34,17.2,0.5059,2 out of 5 stars,B,20,14.5,0.1928571428571428
Zach Wilson,QB,NYJ,LAC,23,13.5,0.587,5 out of 5 stars,D-,20,14.5,-0.3333333333333333
Raheem Mostert,RB,MIA,KC,31,14.8,0.4774,2 out of 5 stars,A-,10,8.1,0.3190476190476191
Tyreek Hill,WR,MIA,KC,39,22.3,0.5718,3 out of 5 stars,A+,10,8.1,0.48965517241379314
Cedrick Wilson Jr,WR,MIA,KC,10,3.8,0.38,3 out of 5 stars,F,10,8.1,0
Braxton Berrios,WR,MIA,KC,10,5.4,0.54,3 out of 5 stars,F,10,8.1,0
Alec Ingold,RB,MIA,KC,10,1.2,0.12,2 out of 5 stars,F,10,8.1,0
Chase Claypool,WR,MIA,KC,10,0.5,0.05,3 out of 5 stars,F,10,8.1,0
Salvon Ahmed,RB,MIA,KC,10,3.6,0.36,2 out of 5 stars,F,10,8.1,0
Jaylen Waddle,WR,MIA,KC,19,16.4,0.8632,3 out of 5 stars,A,10,8.1,0.922222222222222
Jerick McKinnon,RB,KC,MIA,12,6.2,0.5167,5 out of 5 stars,D,10,8.1,-0.9499999999999997
Justin Watson,WR,KC,MIA,10,4,0.4,3 out of 5 stars,F,10,8.1,0
