Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Mac Jones,QB,NE,PIT,20,0,0,2 out of 5 stars,F,20,14.5,0
Bailey Zappe,QB,NE,PIT,20,9.5,0.475,2 out of 5 stars,F,20,14.5,0
Mitch Trubisky,QB,PIT,NE,20,11,0.55,2 out of 5 stars,F,20,14.5,0
Mason Rudolph,QB,PIT,NE,20,0,0,2 out of 5 stars,F,20,14.5,0
Malik Cunningham,QB,NE,PIT,20,3.5,0.175,2 out of 5 stars,F,20,14.5,0
Baker Mayfield,QB,TB,ATL,24,15,0.625,3 out of 5 stars,C,20,14.5,0.125
Desmond Ridder,QB,ATL,TB,22,13.7,0.6227,4 out of 5 stars,D+,20,14.5,-0.40000000000000036
Bryce Young,QB,CAR,NO,20,11.9,0.595,2 out of 5 stars,F,20,14.5,0
Derek Carr,QB,NO,CAR,20,3.9,0.195,2 out of 5 stars,F,20,14.5,0
Jameis Winston,QB,NO,CAR,20,11.6,0.58,2 out of 5 stars,F,20,14.5,0
Taysom Hill,QB,NO,CAR,20,6.9,0.345,3 out of 5 stars,B,20,14.5,0
Matthew Stafford,QB,LA,BAL,23,13,0.5652,1 out of 5 stars,D-,20,14.5,-0.5
Lamar Jackson,QB,BAL,LA,33,19.4,0.5879,3 out of 5 stars,A-,20,14.5,0.3769230769230768
Jake Browning,QB,CIN,IND,20,14.5,0.725,4 out of 5 stars,C,20,14.5,0
C J Beathard,QB,JAC,CLE,20,10,0.5,3 out of 5 stars,F,20,14.5,0
Trevor Lawrence,QB,JAC,CLE,27,3.7,0.137,3 out of 5 stars,F,20,14.5,-1.542857142857143
P J Walker,QB,CLE,JAC,20,0,0,-,F,20,14.5,0
Joe Flacco,QB,CLE,JAC,20,12.8,0.64,4 out of 5 stars,F,20,14.5,0
Jared Goff,QB,DET,CHI,30,15.7,0.5233,5 out of 5 stars,C+,20,14.5,0.11999999999999993
Justin Fields,QB,CHI,DET,34,18.9,0.5559,5 out of 5 stars,B+,20,14.5,0.31428571428571417
C J Stroud,QB,HOU,NYJ,33,16,0.4848,1 out of 5 stars,C+,20,14.5,0.11538461538461539
Trevor Siemian,QB,NYJ,HOU,20,0,0,4 out of 5 stars,F,20,14.5,0
Zach Wilson,QB,NYJ,HOU,20,10.6,0.53,4 out of 5 stars,F,20,14.5,0
Geno Smith,QB,SEA,SF,26,14.1,0.5423,1 out of 5 stars,C-,20,14.5,-0.06666666666666672
Drew Lock,QB,SEA,SF,20,0,0,1 out of 5 stars,F,20,14.5,0
Brock Purdy,QB,SF,SEA,32,18.3,0.5719,2 out of 5 stars,B,20,14.5,0.3166666666666667
Joshua Dobbs,QB,MIN,LV,27,16.3,0.6037,4 out of 5 stars,B-,20,14.5,0.25714285714285723
Nick Mullens,QB,MIN,LV,20,0,0,4 out of 5 stars,F,20,14.5,0
Aidan O Connell,QB,LV,MIN,22,12.5,0.5682,2 out of 5 stars,F,20,14.5,-1
Josh Allen,QB,BUF,KC,37,21.4,0.5784,3 out of 5 stars,A,20,14.5,0.40588235294117636
Patrick Mahomes,QB,KC,BUF,35,20.8,0.5943,3 out of 5 stars,A,20,14.5,0.42000000000000004
Russell Wilson,QB,DEN,LAC,26,16.7,0.6423,4 out of 5 stars,B,20,14.5,0.36666666666666653
Justin Herbert,QB,LAC,DEN,34,17.6,0.5176,3 out of 5 stars,B,20,14.5,0.22142857142857153
Jalen Hurts,QB,PHI,DAL,40,22.5,0.5625,2 out of 5 stars,A+,20,14.5,0.4
Dak Prescott,QB,DAL,PHI,40,22.2,0.555,5 out of 5 stars,A+,20,14.5,0.38499999999999995
Jordan Love,QB,GB,NYG,30,17.1,0.57,3 out of 5 stars,B,20,14.5,0.2600000000000001
Tommy DeVito,QB,NYG,GB,21,12.2,0.581,4 out of 5 stars,F,20,14.5,-2.3000000000000007
Will Levis,QB,TEN,MIA,22,13.3,0.6045,4 out of 5 stars,D,20,14.5,-0.5999999999999996
Tua Tagovailoa,QB,MIA,TEN,31,20.1,0.6484,4 out of 5 stars,A-,20,14.5,0.5090909090909093
Ty Montgomery II,WR,NE,PIT,10,2.5,0.25,-,F,10,7.2,0
Ezekiel Elliott,RB,NE,PIT,12,11.7,0.975,2 out of 5 stars,B,10,7.2,2.2499999999999996
JuJu Smith Schuster,WR,NE,PIT,10,5.4,0.54,3 out of 5 stars,D,10,7.2,0
Jalen Reagor,WR,NE,PIT,10,2.3,0.23,3 out of 5 stars,F,10,7.2,0
Tyquan Thornton,WR,NE,PIT,10,4.6,0.46,3 out of 5 stars,F,10,7.2,0
Allen Robinson II,WR,PIT,NE,10,3.2,0.32,3 out of 5 stars,F,10,7.2,0
Diontae Johnson,WR,PIT,NE,17,8.4,0.4941,3 out of 5 stars,C+,10,7.2,0.17142857142857146
Miles Boykin,WR,PIT,NE,10,0.4,0.04,3 out of 5 stars,F,10,7.2,0
Najee Harris,RB,PIT,NE,21,9.6,0.4571,2 out of 5 stars,C,10,7.2,0.21818181818181814
George Pickens,WR,PIT,NE,18,7.5,0.4167,3 out of 5 stars,C,10,7.2,0.03749999999999998
Calvin Austin III,WR,PIT,NE,10,2.1,0.21,3 out of 5 stars,F,10,7.2,0
Jaylen Warren,RB,PIT,NE,20,10.2,0.51,2 out of 5 stars,C+,10,7.2,0.29999999999999993
Mike Evans,WR,TB,ATL,26,13.4,0.5154,4 out of 5 stars,A,10,7.2,0.3875
Chris Godwin,WR,TB,ATL,15,8.4,0.56,4 out of 5 stars,C+,10,7.2,0.24000000000000005
Chase Edmonds,RB,TB,ATL,10,3.2,0.32,3 out of 5 stars,F,10,7.2,0
Ke Shawn Vaughn,RB,TB,ATL,10,0,0,3 out of 5 stars,F,10,7.2,0
Rachaad White,RB,TB,ATL,21,13.9,0.6619,3 out of 5 stars,A,10,7.2,0.6090909090909091
Deven Thompkins,WR,TB,ATL,10,2.2,0.22,4 out of 5 stars,F,10,7.2,0
Trey Palmer,WR,TB,ATL,10,5.6,0.56,4 out of 5 stars,D,10,7.2,0
Sean Tucker,RB,TB,ATL,10,0.4,0.04,3 out of 5 stars,F,10,7.2,0
Cordarrelle Patterson,RB,ATL,TB,10,4.4,0.44,4 out of 5 stars,F,10,7.2,0
Keith Smith,RB,ATL,TB,10,0.7,0.07,4 out of 5 stars,F,10,7.2,0
Mack Hollins,WR,ATL,TB,10,1.5,0.15,4 out of 5 stars,F,10,7.2,0
KhaDarel Hodge,WR,ATL,TB,10,2,0.2,4 out of 5 stars,F,10,7.2,0
Scott Miller,WR,ATL,TB,10,1.2,0.12,4 out of 5 stars,F,10,7.2,0
Van Jefferson,WR,ATL,TB,10,2.8,0.28,4 out of 5 stars,F,10,7.2,0
Drake London,WR,ATL,TB,19,9.3,0.4895,4 out of 5 stars,B-,10,7.2,0.2333333333333334
Tyler Allgeier,RB,ATL,TB,15,6.5,0.4333,4 out of 5 stars,D,10,7.2,-0.14000000000000004
Bijan Robinson,RB,ATL,TB,22,14.6,0.6636,4 out of 5 stars,A,10,7.2,0.6166666666666666
David Moore,WR,TB,ATL,10,0.6,0.06,4 out of 5 stars,F,10,7.2,0
Ryan Miller,WR,TB,ATL,10,0,0,4 out of 5 stars,F,10,7.2,0
Adam Thielen,WR,CAR,NO,16,9,0.5625,3 out of 5 stars,B-,10,7.2,0.3
DJ Chark Jr,WR,CAR,NO,12,5.4,0.45,3 out of 5 stars,D,10,7.2,-0.8999999999999999
Miles Sanders,RB,CAR,NO,14,6.5,0.4643,3 out of 5 stars,D+,10,7.2,-0.17500000000000004
Terrace Marshall Jr,WR,CAR,NO,10,0.2,0.02,3 out of 5 stars,F,10,7.2,0
Chuba Hubbard,RB,CAR,NO,15,11,0.7333,3 out of 5 stars,B-,10,7.2,0.76
Ihmir Smith Marsette,WR,CAR,NO,10,1.1,0.11,3 out of 5 stars,F,10,7.2,0
Raheem Blackshear,RB,CAR,NO,10,0.9,0.09,3 out of 5 stars,F,10,7.2,0
Jonathan Mingo,WR,CAR,NO,10,7.2,0.72,3 out of 5 stars,C,10,7.2,0
Alvin Kamara,RB,NO,CAR,32,16.3,0.5094,4 out of 5 stars,A+,10,7.2,0.4136363636363637
Jamaal Williams,RB,NO,CAR,10,4.9,0.49,4 out of 5 stars,F,10,7.2,0
Keith Kirkwood,WR,NO,CAR,10,1.3,0.13,2 out of 5 stars,F,10,7.2,0
Lynn Bowden Jr,WR,NO,CAR,10,2.9,0.29,2 out of 5 stars,F,10,7.2,0
