Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Jake Browning,QB,CIN,KC,28,15,0.5357,2 out of 5 stars,D+,20,15.3,-0.03750000000000009
Patrick Mahomes,QB,KC,CIN,35,19.7,0.5629,3 out of 5 stars,A,20,15.3,0.2933333333333332
Trevor Siemian,QB,NYJ,CLE,20,11.1,0.555,2 out of 5 stars,F,20,15.3,0
Joe Flacco,QB,CLE,NYJ,28,14.6,0.5214,2 out of 5 stars,D-,20,15.3,-0.08750000000000013
Jared Goff,QB,DET,DAL,29,16.2,0.5586,2 out of 5 stars,B,20,15.3,0.09999999999999984
Dak Prescott,QB,DAL,DET,33,22.3,0.6758,4 out of 5 stars,A,20,15.3,0.5384615384615384
Aidan O Connell,QB,LV,IND,26,13.8,0.5308,3 out of 5 stars,F,20,15.3,-0.25
Taylor Heinicke,QB,ATL,CHI,20,13.5,0.675,4 out of 5 stars,F,20,15.3,0
Justin Fields,QB,CHI,ATL,34,18.8,0.5529,3 out of 5 stars,B+,20,15.3,0.25
Bryce Young,QB,CAR,JAC,20,12.4,0.62,3 out of 5 stars,F,20,15.3,0
C J Beathard,QB,JAC,CAR,20,11.7,0.585,2 out of 5 stars,F,20,15.3,0
Derek Carr,QB,NO,TB,26,15.7,0.6038,3 out of 5 stars,C,20,15.3,0.06666666666666643
Taysom Hill,QB,NO,TB,20,5.8,0.29,3 out of 5 stars,D,20,15.3,0
Baker Mayfield,QB,TB,NO,26,16.3,0.6269,2 out of 5 stars,B,20,15.3,0.16666666666666666
Kyler Murray,QB,ARI,PHI,28,16.7,0.5964,5 out of 5 stars,B,20,15.3,0.17499999999999982
Jalen Hurts,QB,PHI,ARI,40,23.8,0.595,5 out of 5 stars,A+,20,15.3,0.425
Brock Purdy,QB,SF,WAS,32,20.4,0.6375,5 out of 5 stars,A,20,15.3,0.4249999999999998
Jacoby Brissett,QB,WAS,SF,20,13.2,0.66,1 out of 5 stars,F,20,15.3,0
Sam Howell,QB,WAS,SF,27,6.8,0.2519,1 out of 5 stars,F,20,15.3,-1.2142857142857142
Matthew Stafford,QB,LA,NYG,31,17.1,0.5516,3 out of 5 stars,B,20,15.3,0.1636363636363637
Tyrod Taylor,QB,NYG,LA,20,14.9,0.745,3 out of 5 stars,D,20,15.3,0
Tommy DeVito,QB,NYG,LA,24,0,0,3 out of 5 stars,F,20,15.3,-3.825
Bailey Zappe,QB,NE,BUF,20,11.2,0.56,2 out of 5 stars,F,20,15.3,0
Josh Allen,QB,BUF,NE,36,21.8,0.6056,2 out of 5 stars,A,20,15.3,0.40625
Ryan Tannehill,QB,TEN,HOU,20,0,0,4 out of 5 stars,F,20,15.3,0
Will Levis,QB,TEN,HOU,25,12.1,0.484,4 out of 5 stars,F,20,15.3,-0.6400000000000002
C J Stroud,QB,HOU,TEN,31,17.9,0.5774,4 out of 5 stars,B,20,15.3,0.23636363636363616
Tua Tagovailoa,QB,MIA,BAL,29,15.8,0.5448,1 out of 5 stars,C,20,15.3,0.05555555555555555
Lamar Jackson,QB,BAL,MIA,35,21,0.6,4 out of 5 stars,A,20,15.3,0.37999999999999995
Mason Rudolph,QB,PIT,SEA,20,12.9,0.645,2 out of 5 stars,F,20,15.3,0
Geno Smith,QB,SEA,PIT,26,16,0.6154,3 out of 5 stars,C+,20,15.3,0.11666666666666654
Easton Stick,QB,LAC,DEN,21,14.3,0.681,4 out of 5 stars,D-,20,15.3,-1
Russell Wilson,QB,DEN,LAC,27,0,0,4 out of 5 stars,F,20,15.3,-2.185714285714286
Jarrett Stidham,QB,DEN,LAC,20,14.1,0.705,4 out of 5 stars,F,20,15.3,0
Jordan Love,QB,GB,MIN,28,16.1,0.575,2 out of 5 stars,B-,20,15.3,0.10000000000000009
Joshua Dobbs,QB,MIN,GB,20,0,0,5 out of 5 stars,F,20,15.3,0
Nick Mullens,QB,MIN,GB,27,0,0,5 out of 5 stars,F,20,15.3,-2.185714285714286
Jaren Hall,QB,MIN,GB,20,15.3,0.765,5 out of 5 stars,D+,20,15.3,0
Tyler Boyd,WR,CIN,KC,17,7,0.4118,3 out of 5 stars,C-,10,11.6,-0.6571428571428571
Joe Mixon,RB,CIN,KC,28,12.3,0.4393,3 out of 5 stars,B,10,11.6,0.038888888888888945
Trayveon Williams,RB,CIN,KC,10,0.3,0.03,3 out of 5 stars,F,10,11.6,0
Trenton Irwin,WR,CIN,KC,10,3,0.3,3 out of 5 stars,F,10,11.6,0
Tee Higgins,WR,CIN,KC,26,10.9,0.4192,3 out of 5 stars,B+,10,11.6,-0.043749999999999956
Ja Marr Chase,WR,CIN,KC,31,4.7,0.1516,3 out of 5 stars,C,10,11.6,-0.32857142857142857
Charlie Jones,WR,CIN,KC,10,0.4,0.04,3 out of 5 stars,F,10,11.6,0
Chase Brown,RB,CIN,KC,15,6.5,0.4333,3 out of 5 stars,D+,10,11.6,-1.02
Andrei Iosivas,WR,CIN,KC,10,3.9,0.39,3 out of 5 stars,F,10,11.6,0
Justin Watson,WR,KC,CIN,11,5.9,0.5364,3 out of 5 stars,D,10,11.6,-5.699999999999999
Marquez Valdes Scantling,WR,KC,CIN,10,4.3,0.43,3 out of 5 stars,F,10,11.6,0
Clyde Edwards Helaire,RB,KC,CIN,10,8.7,0.87,3 out of 5 stars,C,10,11.6,0
Isiah Pacheco,RB,KC,CIN,27,9.9,0.3667,3 out of 5 stars,C+,10,11.6,-0.09999999999999996
Justyn Ross,WR,KC,CIN,10,1,0.1,3 out of 5 stars,F,10,11.6,0
Rashee Rice,WR,KC,CIN,26,13,0.5,3 out of 5 stars,A,10,11.6,0.08750000000000002
Randall Cobb,WR,NYJ,CLE,10,0.8,0.08,2 out of 5 stars,F,10,11.6,0
Dalvin Cook,RB,NYJ,CLE,10,2.3,0.23,2 out of 5 stars,F,10,11.6,0
Garrett Wilson,WR,NYJ,CLE,22,10.8,0.4909,2 out of 5 stars,B,10,11.6,-0.06666666666666658
Breece Hall,RB,NYJ,CLE,25,13.1,0.524,2 out of 5 stars,A-,10,11.6,0.1
Irvin Charles,WR,NYJ,CLE,10,0,0,2 out of 5 stars,F,10,11.6,0
Israel Abanikanda,RB,NYJ,CLE,10,3.9,0.39,2 out of 5 stars,F,10,11.6,0
Jason Brownlee,WR,NYJ,CLE,10,2.9,0.29,2 out of 5 stars,F,10,11.6,0
Xavier Gipson,WR,NYJ,CLE,10,3.9,0.39,2 out of 5 stars,F,10,11.6,0
Marquise Goodwin,WR,CLE,NYJ,10,2.3,0.23,2 out of 5 stars,F,10,11.6,0
Kareem Hunt,RB,CLE,NYJ,17,7.2,0.4235,2 out of 5 stars,C-,10,11.6,-0.6285714285714284
Elijah Moore,WR,CLE,NYJ,15,8.2,0.5467,2 out of 5 stars,C,10,11.6,-0.68
David Bell,WR,CLE,NYJ,10,2.9,0.29,2 out of 5 stars,F,10,11.6,0
Pierre Strong Jr,RB,CLE,NYJ,10,3.3,0.33,2 out of 5 stars,F,10,11.6,0
Jerome Ford,RB,CLE,NYJ,19,10,0.5263,2 out of 5 stars,C,10,11.6,-0.17777777777777773
Cedric Tillman,WR,CLE,NYJ,11,5.8,0.5273,2 out of 5 stars,D,10,11.6,-5.8
Nick Bawden,RB,NYJ,CLE,10,0,0,2 out of 5 stars,F,10,11.6,0
Kalif Raymond,WR,DET,DAL,10,3.8,0.38,2 out of 5 stars,F,10,11.6,0
Josh Reynolds,WR,DET,DAL,12,5.4,0.45,2 out of 5 stars,F,10,11.6,-3.0999999999999996
David Montgomery,RB,DET,DAL,23,11.3,0.4913,3 out of 5 stars,C+,10,11.6,-0.023076923076922995
Craig Reynolds,RB,DET,DAL,10,0,0,3 out of 5 stars,F,10,11.6,0
Donovan Peoples Jones,WR,DET,DAL,10,1.4,0.14,2 out of 5 stars,F,10,11.6,0
Amon Ra St Brown,WR,DET,DAL,34,14.4,0.4235,2 out of 5 stars,A+,10,11.6,0.1166666666666667
Jameson Williams,WR,DET,DAL,13,7.5,0.5769,2 out of 5 stars,C-,10,11.6,-1.3666666666666665
Jahmyr Gibbs,RB,DET,DAL,26,13.8,0.5308,3 out of 5 stars,A,10,11.6,0.13750000000000007
Brandin Cooks,WR,DAL,DET,20,9.2,0.46,4 out of 5 stars,C+,10,11.6,-0.24000000000000005
Michael Gallup,WR,DAL,DET,10,5,0.5,4 out of 5 stars,F,10,11.6,0
Tony Pollard,RB,DAL,DET,26,13.2,0.5077,3 out of 5 stars,A-,10,11.6,0.09999999999999998
CeeDee Lamb,WR,DAL,DET,38,18.6,0.4895,4 out of 5 stars,A+,10,11.6,0.25000000000000006
Jalen Tolbert,WR,DAL,DET,10,3.5,0.35,4 out of 5 stars,F,10,11.6,0
KaVontae Turpin,WR,DAL,DET,10,2.5,0.25,4 out of 5 stars,F,10,11.6,0
Deuce Vaughn,RB,DAL,DET,10,1.5,0.15,3 out of 5 stars,F,10,11.6,0
Jalen Brooks,WR,DAL,DET,10,0,0,4 out of 5 stars,F,10,11.6,0
Hunter Luepke,RB,DAL,DET,10,0.9,0.09,3 out of 5 stars,F,10,11.6,0
Malik Davis,RB,DAL,DET,10,0,0,3 out of 5 stars,F,10,11.6,0
Brandon Bolden,RB,LV,IND,10,0,0,3 out of 5 stars,F,10,11.6,0
Davante Adams,WR,LV,IND,27,12.4,0.4593,4 out of 5 stars,A,10,11.6,0.047058823529411806
Ameer Abdullah,RB,LV,IND,10,3.9,0.39,3 out of 5 stars,F,10,11.6,0
DeAndre Carter,WR,LV,IND,10,0,0,4 out of 5 stars,F,10,11.6,0
Josh Jacobs,RB,LV,IND,26,1.2,0.0462,3 out of 5 stars,F,10,11.6,-0.65
Hunter Renfrow,WR,LV,IND,10,3.6,0.36,4 out of 5 stars,F,10,11.6,0
Jakobi Meyers,WR,LV,IND,18,8.6,0.4778,4 out of 5 stars,C+,10,11.6,-0.375
