Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Jimmy Garoppolo,QB,LV,LAC,22,0,0,3 out of 5 stars,F,20,14.1,-7.05
Aidan O Connell,QB,LV,LAC,23,12.9,0.5609,3 out of 5 stars,F,20,14.1,-0.39999999999999974
Easton Stick,QB,LAC,LV,20,13.1,0.655,4 out of 5 stars,F,20,14.1,0
Baker Mayfield,QB,TB,GB,26,14.8,0.5692,4 out of 5 stars,C-,20,14.1,0.11666666666666685
Jordan Love,QB,GB,TB,30,16.8,0.56,4 out of 5 stars,B-,20,14.1,0.27000000000000013
Desmond Ridder,QB,ATL,CAR,22,13.4,0.6091,2 out of 5 stars,F,20,14.1,-0.34999999999999964
Bryce Young,QB,CAR,ATL,20,12.6,0.63,4 out of 5 stars,F,20,14.1,0
Tommy DeVito,QB,NYG,NO,24,13.7,0.5708,2 out of 5 stars,D-,20,14.1,-0.10000000000000009
Derek Carr,QB,NO,NYG,24,13.9,0.5792,3 out of 5 stars,D-,20,14.1,-0.04999999999999982
Jameis Winston,QB,NO,NYG,20,0,0,3 out of 5 stars,F,20,14.1,0
Taysom Hill,QB,NO,NYG,20,6.2,0.31,2 out of 5 stars,D,20,14.1,0
Joshua Dobbs,QB,MIN,CIN,29,3.5,0.1207,3 out of 5 stars,F,20,14.1,-1.1777777777777778
Jake Browning,QB,CIN,MIN,24,15,0.625,2 out of 5 stars,C,20,14.1,0.2250000000000001
Nick Mullens,QB,MIN,CIN,20,13.5,0.675,3 out of 5 stars,F,20,14.1,0
Mitch Trubisky,QB,PIT,IND,20,13.6,0.68,4 out of 5 stars,F,20,14.1,0
Mason Rudolph,QB,PIT,IND,20,0.3,0.015,4 out of 5 stars,F,20,14.1,0
C J Stroud,QB,HOU,TEN,33,11.8,0.3576,4 out of 5 stars,F,20,14.1,-0.17692307692307685
Davis Mills,QB,HOU,TEN,20,12.2,0.61,4 out of 5 stars,F,20,14.1,0
Will Levis,QB,TEN,HOU,20,14.1,0.705,5 out of 5 stars,D,20,14.1,0
Jared Goff,QB,DET,DEN,30,16.3,0.5433,3 out of 5 stars,C+,20,14.1,0.2200000000000001
Russell Wilson,QB,DEN,DET,26,16.5,0.6346,5 out of 5 stars,B-,20,14.1,0.4000000000000001
Justin Fields,QB,CHI,CLE,34,17.2,0.5059,3 out of 5 stars,B,20,14.1,0.2214285714285714
Joe Flacco,QB,CLE,CHI,27,14.3,0.5296,5 out of 5 stars,D,20,14.1,0.028571428571428723
Dorian Thompson Robinson,QB,CLE,CHI,20,0,0,5 out of 5 stars,F,20,14.1,0
Tua Tagovailoa,QB,MIA,NYJ,29,16,0.5517,1 out of 5 stars,C,20,14.1,0.21111111111111114
Zach Wilson,QB,NYJ,MIA,21,13.3,0.6333,4 out of 5 stars,F,20,14.1,-0.7999999999999989
Sam Howell,QB,WAS,LA,28,17.4,0.6214,3 out of 5 stars,B,20,14.1,0.41249999999999987
Matthew Stafford,QB,LA,WAS,33,18,0.5455,5 out of 5 stars,B+,20,14.1,0.30000000000000004
Brock Purdy,QB,SF,ARI,30,19.5,0.65,5 out of 5 stars,A,20,14.1,0.54
Kyler Murray,QB,ARI,SF,28,15.5,0.5536,1 out of 5 stars,C,20,14.1,0.17500000000000004
Clayton Tune,QB,ARI,SF,20,0,0,1 out of 5 stars,F,20,14.1,0
Jalen Hurts,QB,PHI,SEA,40,22.8,0.57,2 out of 5 stars,A+,20,14.1,0.43500000000000005
Geno Smith,QB,SEA,PHI,28,15.2,0.5429,4 out of 5 stars,C,20,14.1,0.13749999999999996
Drew Lock,QB,SEA,PHI,20,4,0.2,4 out of 5 stars,F,20,14.1,0
Dak Prescott,QB,DAL,BUF,40,20.5,0.5125,2 out of 5 stars,A,20,14.1,0.32
Josh Allen,QB,BUF,DAL,37,22.1,0.5973,2 out of 5 stars,A,20,14.1,0.47058823529411775
Lamar Jackson,QB,BAL,JAC,36,21.4,0.5944,4 out of 5 stars,A,20,14.1,0.45624999999999993
Trevor Lawrence,QB,JAC,BAL,33,15.8,0.4788,1 out of 5 stars,C,20,14.1,0.13076923076923086
Patrick Mahomes,QB,KC,NE,35,18.7,0.5343,2 out of 5 stars,B+,20,14.1,0.30666666666666664
Bailey Zappe,QB,NE,KC,20,11.2,0.56,2 out of 5 stars,F,20,14.1,0
Austin Ekeler,RB,LAC,LV,32,13.8,0.43120000000000003,5 out of 5 stars,A,10,10.4,0.15454545454545457
Davante Adams,WR,LV,LAC,24,12.3,0.5125,3 out of 5 stars,A,10,10.4,0.13571428571428573
Jakobi Meyers,WR,LV,LAC,20,8.5,0.425,3 out of 5 stars,C,10,10.4,-0.19000000000000003
Alex Erickson,WR,LAC,LV,10,2,0.2,3 out of 5 stars,F,10,10.4,0
Jalen Guyton,WR,LAC,LV,10,3.5,0.35,3 out of 5 stars,F,10,10.4,0
Joshua Kelley,RB,LAC,LV,10,3.8,0.38,5 out of 5 stars,F,10,10.4,0
Isaiah Spiller,RB,LAC,LV,10,3.5,0.35,5 out of 5 stars,F,10,10.4,0
Quentin Johnston,WR,LAC,LV,13,7.3,0.5615,3 out of 5 stars,C-,10,10.4,-1.0333333333333334
Derius Davis,WR,LAC,LV,10,1.6,0.16,3 out of 5 stars,F,10,10.4,0
Joshua Palmer,WR,LAC,LV,10,7.3,0.73,3 out of 5 stars,C-,10,10.4,0
Brandon Bolden,RB,LV,LAC,10,0.4,0.04,3 out of 5 stars,F,10,10.4,0
Ameer Abdullah,RB,LV,LAC,10,5,0.5,3 out of 5 stars,F,10,10.4,0
