Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Baker Mayfield,QB,TB,BUF,20,14.3,0.715,2 out of 5 stars,F,20,14.9,0
Kyle Trask,QB,TB,BUF,20,0,0,2 out of 5 stars,F,20,14.9,0
Josh Allen,QB,BUF,TB,40,21.1,0.5275,2 out of 5 stars,A,20,14.9,0.31000000000000005
Matthew Stafford,QB,LA,DAL,27,15.4,0.5704,2 out of 5 stars,C,20,14.9,0.07142857142857142
Dak Prescott,QB,DAL,LA,26,16.6,0.6385,2 out of 5 stars,B,20,14.9,0.2833333333333335
C J Stroud,QB,HOU,CAR,30,17,0.5667,2 out of 5 stars,B,20,14.9,0.20999999999999996
Andy Dalton,QB,CAR,HOU,20,0,0,3 out of 5 stars,F,20,14.9,0
Bryce Young,QB,CAR,HOU,20,14.9,0.745,3 out of 5 stars,D,20,14.9,0
Kirk Cousins,QB,MIN,GB,26,16.1,0.6192,3 out of 5 stars,B-,20,14.9,0.20000000000000018
Jordan Love,QB,GB,MIN,27,15.6,0.5778,3 out of 5 stars,C,20,14.9,0.0999999999999999
Jalen Hurts,QB,PHI,WAS,43,23.4,0.5442,4 out of 5 stars,A+,20,14.9,0.36956521739130427
Sam Howell,QB,WAS,PHI,27,15.3,0.5667,4 out of 5 stars,C-,20,14.9,0.0571428571428572
Derek Carr,QB,NO,IND,22,15.2,0.6909,3 out of 5 stars,D+,20,14.9,0.14999999999999947
Taysom Hill,QB,NO,IND,20,6.9,0.345,2 out of 5 stars,D,20,14.9,0
C J Beathard,QB,JAC,PIT,20,0,0,2 out of 5 stars,F,20,14.9,0
Trevor Lawrence,QB,JAC,PIT,28,17.5,0.625,2 out of 5 stars,B,20,14.9,0.32499999999999996
Kenny Pickett,QB,PIT,JAC,22,14.5,0.6591,3 out of 5 stars,D-,20,14.9,-0.20000000000000018
Zach Wilson,QB,NYJ,NYG,20,13.2,0.66,4 out of 5 stars,F,20,14.9,0
Tyrod Taylor,QB,NYG,NYJ,20,13.5,0.675,2 out of 5 stars,F,20,14.9,0
Mac Jones,QB,NE,MIA,21,13.7,0.6524,4 out of 5 stars,F,20,14.9,-1.200000000000001
Bailey Zappe,QB,NE,MIA,20,0,0,4 out of 5 stars,F,20,14.9,0
Tua Tagovailoa,QB,MIA,NE,33,18.9,0.5727,4 out of 5 stars,A-,20,14.9,0.30769230769230754
Desmond Ridder,QB,ATL,TEN,20,14.8,0.74,4 out of 5 stars,D,20,14.9,0
Malik Willis,QB,TEN,ATL,20,6.2,0.31,3 out of 5 stars,F,20,14.9,0
