Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Brock Purdy,QB,SF,PHI,32,18.6,0.5812,4 out of 5 stars,B+,20,14.4,0.3500000000000001
Jalen Hurts,QB,PHI,SF,38,21.5,0.5658,1 out of 5 stars,A+,20,14.4,0.39444444444444443
Geno Smith,QB,SEA,DAL,25,14.3,0.572,2 out of 5 stars,C-,20,14.4,-0.019999999999999928
Drew Lock,QB,SEA,DAL,20,0,0,2 out of 5 stars,F,20,14.4,0
Dak Prescott,QB,DAL,SEA,36,20.6,0.5722,2 out of 5 stars,A,20,14.4,0.38750000000000007
Will Levis,QB,TEN,IND,22,13.9,0.6318,4 out of 5 stars,D,20,14.4,-0.25
Justin Herbert,QB,LAC,NE,34,17.7,0.5206,2 out of 5 stars,B,20,14.4,0.23571428571428563
Mac Jones,QB,NE,LAC,23,0,0,4 out of 5 stars,F,20,14.4,-4.8
Bailey Zappe,QB,NE,LAC,20,11.9,0.595,4 out of 5 stars,F,20,14.4,0
Jared Goff,QB,DET,NO,28,16,0.5714,2 out of 5 stars,B-,20,14.4,0.19999999999999996
Derek Carr,QB,NO,DET,24,14.6,0.6083,5 out of 5 stars,C,20,14.4,0.04999999999999982
Jameis Winston,QB,NO,DET,24,0,0,5 out of 5 stars,F,20,14.4,-3.6
Taysom Hill,QB,NO,DET,20,8.8,0.44,3 out of 5 stars,B,20,14.4,0
Kyler Murray,QB,ARI,PIT,33,16.5,0.5,2 out of 5 stars,B-,20,14.4,0.16153846153846152
Clayton Tune,QB,ARI,PIT,20,0,0,2 out of 5 stars,F,20,14.4,0
Mitch Trubisky,QB,PIT,ARI,20,0,0,4 out of 5 stars,F,20,14.4,0
Kenny Pickett,QB,PIT,ARI,20,14.4,0.72,4 out of 5 stars,C-,20,14.4,0
Desmond Ridder,QB,ATL,NYJ,20,12.6,0.63,1 out of 5 stars,F,20,14.4,0
Tim Boyle,QB,NYJ,ATL,20,11,0.55,3 out of 5 stars,F,20,14.4,0
Trevor Siemian,QB,NYJ,ATL,20,0,0,3 out of 5 stars,F,20,14.4,0
Tua Tagovailoa,QB,MIA,WAS,35,19.5,0.5571,5 out of 5 stars,A,20,14.4,0.33999999999999997
Sam Howell,QB,WAS,MIA,30,17.4,0.58,4 out of 5 stars,B,20,14.4,0.2999999999999998
Bryce Young,QB,CAR,TB,22,13.3,0.6045,3 out of 5 stars,D-,20,14.4,-0.5499999999999998
Baker Mayfield,QB,TB,CAR,26,15.1,0.5808,2 out of 5 stars,C+,20,14.4,0.11666666666666654
Russell Wilson,QB,DEN,HOU,26,17,0.6538,5 out of 5 stars,B,20,14.4,0.4333333333333333
C J Stroud,QB,HOU,DEN,33,18.9,0.5727,3 out of 5 stars,A-,20,14.4,0.34615384615384603
P J Walker,QB,CLE,LA,20,5.4,0.27,3 out of 5 stars,F,20,14.4,0
Dorian Thompson Robinson,QB,CLE,LA,20,6.3,0.315,3 out of 5 stars,F,20,14.4,0
Matthew Stafford,QB,LA,CLE,22,14.1,0.6409,2 out of 5 stars,D+,20,14.4,-0.15000000000000036
Joe Flacco,QB,CLE,LA,20,9.8,0.49,3 out of 5 stars,F,20,14.4,0
Patrick Mahomes,QB,KC,GB,33,20.1,0.6091,4 out of 5 stars,A,20,14.4,0.43846153846153857
