Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Mac Jones,QB,NE,IND,22,14.4,0.6545,3 out of 5 stars,D,20,13.1,0.6500000000000004
Bryce Young,QB,CAR,CHI,24,13.8,0.575,5 out of 5 stars,D,20,13.1,0.17500000000000027
Tyson Bagent,QB,CHI,CAR,23,13.5,0.587,2 out of 5 stars,D-,20,13.1,0.13333333333333344
Jordan Love,QB,GB,PIT,23,14.3,0.6217,2 out of 5 stars,D,20,13.1,0.40000000000000036
Mitch Trubisky,QB,PIT,GB,20,0,0,4 out of 5 stars,F,20,13.1,0
Kenny Pickett,QB,PIT,GB,20,13.1,0.655,4 out of 5 stars,F,20,13.1,0
Derek Carr,QB,NO,MIN,24,15.1,0.6292,3 out of 5 stars,C,20,13.1,0.5
Taysom Hill,QB,NO,MIN,20,8.1,0.405,4 out of 5 stars,B-,20,13.1,0
Joshua Dobbs,QB,MIN,NO,24,15.4,0.6417,2 out of 5 stars,C,20,13.1,0.5750000000000002
C J Stroud,QB,HOU,CIN,30,17.2,0.5733,2 out of 5 stars,B,20,13.1,0.41
Joe Burrow,QB,CIN,HOU,32,20.9,0.6531,3 out of 5 stars,A,20,13.1,0.6499999999999999
Deshaun Watson,QB,CLE,BAL,22,14,0.6364,1 out of 5 stars,D,20,13.1,0.4500000000000002
Lamar Jackson,QB,BAL,CLE,33,18.8,0.5697,3 out of 5 stars,A,20,13.1,0.43846153846153857
P J Walker,QB,CLE,BAL,20,0,0,1 out of 5 stars,F,20,13.1,0
Malik Willis,QB,TEN,TB,20,0,0,4 out of 5 stars,F,20,13.1,0
Will Levis,QB,TEN,TB,25,14.7,0.588,4 out of 5 stars,D+,20,13.1,0.31999999999999995
Baker Mayfield,QB,TB,TEN,25,15.7,0.628,4 out of 5 stars,C+,20,13.1,0.5199999999999999
Brock Purdy,QB,SF,JAC,28,17.5,0.625,2 out of 5 stars,B,20,13.1,0.55
Trevor Lawrence,QB,JAC,SF,29,16.3,0.5621,3 out of 5 stars,B,20,13.1,0.3555555555555557
Jared Goff,QB,DET,LAC,33,17.9,0.5424,5 out of 5 stars,B+,20,13.1,0.36923076923076914
Justin Herbert,QB,LAC,DET,34,18.3,0.5382,4 out of 5 stars,A,20,13.1,0.3714285714285715
Taylor Heinicke,QB,ATL,ARI,22,14.9,0.6773,5 out of 5 stars,C-,20,13.1,0.9000000000000004
Desmond Ridder,QB,ATL,ARI,22,0,0,5 out of 5 stars,F,20,13.1,-6.55
Clayton Tune,QB,ARI,ATL,20,0,0,3 out of 5 stars,F,20,13.1,0
Kyler Murray,QB,ARI,ATL,29,16.2,0.5586,3 out of 5 stars,B-,20,13.1,0.3444444444444444
Sam Howell,QB,WAS,SEA,28,16.6,0.5929,2 out of 5 stars,B,20,13.1,0.4375000000000002
Geno Smith,QB,SEA,WAS,30,16.9,0.5633,3 out of 5 stars,B,20,13.1,0.3799999999999999
Dak Prescott,QB,DAL,NYG,32,19.9,0.6219,4 out of 5 stars,A,20,13.1,0.5666666666666665
Tommy DeVito,QB,NYG,DAL,20,11.5,0.575,2 out of 5 stars,F,20,13.1,0
Zach Wilson,QB,NYJ,LV,21,12.6,0.6,4 out of 5 stars,F,20,13.1,-0.5
Jimmy Garoppolo,QB,LV,NYJ,20,0,0,2 out of 5 stars,F,20,13.1,0
Aidan O Connell,QB,LV,NYJ,20,12.1,0.605,2 out of 5 stars,F,20,13.1,0
Russell Wilson,QB,DEN,BUF,22,15.9,0.7227,3 out of 5 stars,C+,20,13.1,1.4000000000000004
Josh Allen,QB,BUF,DEN,41,23.6,0.5756,4 out of 5 stars,A+,20,13.1,0.5000000000000001
Isaiah McKenzie,WR,IND,NE,10,3.4,0.34,2 out of 5 stars,F,10,6.4,0
