Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Tommy DeVito,QB,NYG,PHI,21,13.4,0.6381,5 out of 5 stars,D-,20,14.1,-0.6999999999999993
Tyrod Taylor,QB,NYG,PHI,20,0,0,5 out of 5 stars,F,20,14.1,0
Jalen Hurts,QB,PHI,NYG,40,22.9,0.5725,2 out of 5 stars,A+,20,14.1,0.43999999999999995
Aidan O Connell,QB,LV,KC,24,12.9,0.5375,2 out of 5 stars,F,20,14.1,-0.2999999999999998
Patrick Mahomes,QB,KC,LV,33,19.7,0.597,2 out of 5 stars,A,20,14.1,0.43076923076923074
Derek Carr,QB,NO,LA,20,14.1,0.705,4 out of 5 stars,D,20,14.1,0
Taysom Hill,QB,NO,LA,20,6.3,0.315,4 out of 5 stars,D,20,14.1,0
Matthew Stafford,QB,LA,NO,37,17,0.4595,2 out of 5 stars,B,20,14.1,0.17058823529411768
Jake Browning,QB,CIN,PIT,28,15,0.5357,2 out of 5 stars,C-,20,14.1,0.11250000000000004
Mason Rudolph,QB,PIT,CIN,20,11.2,0.56,3 out of 5 stars,F,20,14.1,0
Josh Allen,QB,BUF,LAC,38,22.2,0.5842,5 out of 5 stars,A,20,14.1,0.44999999999999996
Easton Stick,QB,LAC,BUF,20,13.2,0.66,2 out of 5 stars,F,20,14.1,0
Geno Smith,QB,SEA,TEN,26,15.8,0.6077,3 out of 5 stars,C+,20,14.1,0.2833333333333335
Drew Lock,QB,SEA,TEN,20,0.4,0.02,3 out of 5 stars,F,20,14.1,0
Ryan Tannehill,QB,TEN,SEA,20,12.1,0.605,3 out of 5 stars,F,20,14.1,0
Will Levis,QB,TEN,SEA,24,3.7,0.1542,3 out of 5 stars,F,20,14.1,-2.5999999999999996
Taylor Heinicke,QB,ATL,IND,20,13.7,0.685,3 out of 5 stars,D-,20,14.1,0
Dorian Thompson Robinson,QB,CLE,HOU,20,0,0,5 out of 5 stars,F,20,14.1,0
Case Keenum,QB,HOU,CLE,20,12.3,0.615,1 out of 5 stars,F,20,14.1,0
Joe Flacco,QB,CLE,HOU,26,15.4,0.5923,5 out of 5 stars,C-,20,14.1,0.21666666666666679
Jordan Love,QB,GB,CAR,27,15.6,0.5778,1 out of 5 stars,C,20,14.1,0.21428571428571427
Bryce Young,QB,CAR,GB,20,11.5,0.575,3 out of 5 stars,F,20,14.1,0
Jacoby Brissett,QB,WAS,NYJ,20,0,0,1 out of 5 stars,F,20,14.1,0
Sam Howell,QB,WAS,NYJ,28,13.9,0.4964,1 out of 5 stars,D,20,14.1,-0.02499999999999991
Trevor Siemian,QB,NYJ,WAS,20,12.6,0.63,5 out of 5 stars,F,20,14.1,0
Jared Goff,QB,DET,MIN,29,16.4,0.5655,2 out of 5 stars,B,20,14.1,0.2555555555555554
Nick Mullens,QB,MIN,DET,24,15.9,0.6625,5 out of 5 stars,C+,20,14.1,0.4500000000000002
Jaren Hall,QB,MIN,DET,20,0,0,5 out of 5 stars,F,20,14.1,0
C J Beathard,QB,JAC,TB,20,3.7,0.185,4 out of 5 stars,F,20,14.1,0
Trevor Lawrence,QB,JAC,TB,30,14.7,0.49,4 out of 5 stars,D+,20,14.1,0.05999999999999996
Baker Mayfield,QB,TB,JAC,27,16.1,0.5963,5 out of 5 stars,B-,20,14.1,0.285714285714286
Kyler Murray,QB,ARI,CHI,28,16.2,0.5786,3 out of 5 stars,B-,20,14.1,0.26249999999999996
Justin Fields,QB,CHI,ARI,31,21.2,0.6839,5 out of 5 stars,A,20,14.1,0.6454545454545454
Dak Prescott,QB,DAL,MIA,33,20.5,0.6212,3 out of 5 stars,A,20,14.1,0.49230769230769234
Tua Tagovailoa,QB,MIA,DAL,29,17.6,0.6069,2 out of 5 stars,B,20,14.1,0.38888888888888906
Lamar Jackson,QB,BAL,SF,36,18.8,0.5222,1 out of 5 stars,A,20,14.1,0.29375000000000007
Brock Purdy,QB,SF,BAL,32,18.2,0.5688,2 out of 5 stars,B+,20,14.1,0.3416666666666666
Bailey Zappe,QB,NE,DEN,20,11.8,0.59,4 out of 5 stars,F,20,14.1,0
Russell Wilson,QB,DEN,NE,26,16,0.6154,2 out of 5 stars,C+,20,14.1,0.3166666666666667
Sterling Shepard,WR,NYG,PHI,10,0.5,0.05,5 out of 5 stars,F,10,6.5,0
Matt Breida,RB,NYG,PHI,10,3.4,0.34,1 out of 5 stars,F,10,6.5,0
Saquon Barkley,RB,NYG,PHI,30,11.8,0.3933,1 out of 5 stars,B-,10,6.5,0.265
Parris Campbell,WR,NYG,PHI,10,0,0,5 out of 5 stars,F,10,6.5,0
