Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Taylor Heinicke,QB,ATL,NO,23,14.1,0.613,2 out of 5 stars,F,20,15.2,-0.36666666666666653
Desmond Ridder,QB,ATL,NO,20,0,0,2 out of 5 stars,F,20,15.2,0
Derek Carr,QB,NO,ATL,25,15.7,0.628,3 out of 5 stars,C+,20,15.2,0.1
Taysom Hill,QB,NO,ATL,20,7.1,0.355,3 out of 5 stars,D,20,15.2,0
C J Beathard,QB,JAC,TEN,20,0,0,4 out of 5 stars,F,20,15.2,0
Trevor Lawrence,QB,JAC,TEN,28,16.6,0.5929,4 out of 5 stars,B-,20,15.2,0.17500000000000027
Ryan Tannehill,QB,TEN,JAC,20,10.2,0.51,3 out of 5 stars,F,20,15.2,0
Will Levis,QB,TEN,JAC,24,6.6,0.275,3 out of 5 stars,F,20,15.2,-2.15
Nick Mullens,QB,MIN,DET,20,15.2,0.76,5 out of 5 stars,C-,20,15.2,0
Jaren Hall,QB,MIN,DET,20,0,0,5 out of 5 stars,F,20,15.2,0
Teddy Bridgewater,QB,DET,MIN,20,0,0,2 out of 5 stars,F,20,15.2,0
Jared Goff,QB,DET,MIN,27,16.3,0.6037,2 out of 5 stars,C+,20,15.2,0.15714285714285733
Geno Smith,QB,SEA,ARI,26,17.4,0.6692,5 out of 5 stars,B+,20,15.2,0.36666666666666653
Kyler Murray,QB,ARI,SEA,27,17.6,0.6519,3 out of 5 stars,A-,20,15.2,0.34285714285714314
Justin Fields,QB,CHI,GB,30,19.7,0.6567,5 out of 5 stars,A,20,15.2,0.45
Jordan Love,QB,GB,CHI,27,17.2,0.637,4 out of 5 stars,B,20,15.2,0.2857142857142857
Marcus Mariota,QB,PHI,NYG,20,0,0,3 out of 5 stars,F,20,15.2,0
Jalen Hurts,QB,PHI,NYG,35,18.7,0.5343,3 out of 5 stars,A,20,15.2,0.23333333333333334
Tyrod Taylor,QB,NYG,PHI,20,14.7,0.735,4 out of 5 stars,C-,20,15.2,0
Trevor Siemian,QB,NYJ,NE,22,11.3,0.5136,2 out of 5 stars,F,20,15.2,-1.9499999999999993
Bailey Zappe,QB,NE,NYJ,22,12.7,0.5773,2 out of 5 stars,F,20,15.2,-1.25
C J Stroud,QB,HOU,IND,28,18,0.6429,3 out of 5 stars,A,20,15.2,0.3500000000000001
