Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Jared Goff,QB,DET,KC,30,18.3,0.61,5 out of 5 stars,C,20,15.3,0.3
Blaine Gabbert,QB,KC,DET,20,0.5,0.025,5 out of 5 stars,F,20,15.3,0
Patrick Mahomes,QB,KC,DET,39,23.7,0.6077,5 out of 5 stars,A+,20,15.3,0.44210526315789467
Teddy Bridgewater,QB,DET,KC,20,0.4,0.02,5 out of 5 stars,F,20,15.3,0
Josh Allen,QB,BUF,NYJ,36,21.6,0.6,2 out of 5 stars,A,20,15.3,0.39375000000000004
Kyle Allen,QB,BUF,NYJ,20,0.2,0.01,2 out of 5 stars,F,20,15.3,0
Aaron Rodgers,QB,NYJ,BUF,25,16.4,0.656,2 out of 5 stars,C-,20,15.3,0.21999999999999958
Zach Wilson,QB,NYJ,BUF,20,0.4,0.02,2 out of 5 stars,F,20,15.3,0
Davis Mills,QB,HOU,BAL,20,0,0,3 out of 5 stars,F,20,15.3,0
Lamar Jackson,QB,BAL,HOU,29,22.3,0.769,1 out of 5 stars,A,20,15.3,0.7777777777777778
Tyler Huntley,QB,BAL,HOU,20,0.3,0.015,1 out of 5 stars,F,20,15.3,0
C J Stroud,QB,HOU,BAL,20,13.2,0.66,3 out of 5 stars,F,20,15.3,0
Andy Dalton,QB,CAR,ATL,20,0.4,0.02,4 out of 5 stars,F,20,15.3,0
Taylor Heinicke,QB,ATL,CAR,20,0.5,0.025,4 out of 5 stars,F,20,15.3,0
Desmond Ridder,QB,ATL,CAR,20,14,0.7,4 out of 5 stars,F,20,15.3,0
Bryce Young,QB,CAR,ATL,23,14.4,0.6261,4 out of 5 stars,F,20,15.3,-0.3000000000000001
Joe Burrow,QB,CIN,CLE,30,19.3,0.6433,2 out of 5 stars,B+,20,15.3,0.4
Deshaun Watson,QB,CLE,CIN,24,18.5,0.7708,3 out of 5 stars,C+,20,15.3,0.7999999999999998
Joshua Dobbs,QB,ARI,CLE,20,12,0.6,3 out of 5 stars,F,20,15.3,0
Dorian Thompson Robinson,QB,CLE,CIN,20,0.3,0.015,3 out of 5 stars,F,20,15.3,0
Sam Darnold,QB,SF,PIT,20,0.6,0.03,3 out of 5 stars,F,20,15.3,0
Trey Lance,QB,DAL,PIT,20,0.9,0.045,4 out of 5 stars,F,20,15.3,0
Brock Purdy,QB,SF,PIT,22,14.9,0.6773,3 out of 5 stars,F,20,15.3,-0.20000000000000018
Mitch Trubisky,QB,PIT,SF,20,0.1,0.005,2 out of 5 stars,F,20,15.3,0
Kenny Pickett,QB,PIT,SF,20,15.3,0.765,2 out of 5 stars,D-,20,15.3,0
Jacoby Brissett,QB,WAS,ARI,20,0.5,0.025,4 out of 5 stars,F,20,15.3,0
Sam Howell,QB,WAS,ARI,22,15.5,0.7045,4 out of 5 stars,D+,20,15.3,0.09999999999999964
Clayton Tune,QB,ARI,WAS,20,1.2,0.06,3 out of 5 stars,F,20,15.3,0
Baker Mayfield,QB,TB,MIN,24,14.6,0.6083,4 out of 5 stars,F,20,15.3,-0.17500000000000027
Kyle Trask,QB,TB,MIN,20,0.6,0.03,4 out of 5 stars,F,20,15.3,0
Kirk Cousins,QB,MIN,TB,26,18.6,0.7154,3 out of 5 stars,B-,20,15.3,0.5500000000000002
Nick Mullens,QB,MIN,TB,20,0.4,0.02,3 out of 5 stars,F,20,15.3,0
Ryan Tannehill,QB,TEN,NO,20,14.3,0.715,3 out of 5 stars,F,20,15.3,0
Malik Willis,QB,TEN,NO,20,0.5,0.025,3 out of 5 stars,F,20,15.3,0
Derek Carr,QB,NO,TEN,25,15.8,0.632,4 out of 5 stars,D+,20,15.3,0.1
Jameis Winston,QB,NO,TEN,22,0.4,0.0182,4 out of 5 stars,F,20,15.3,-7.45
Will Levis,QB,TEN,NO,20,1,0.05,3 out of 5 stars,F,20,15.3,0
Trevor Lawrence,QB,JAC,IND,31,19.6,0.6323,3 out of 5 stars,B+,20,15.3,0.390909090909091
Anthony Richardson,QB,IND,JAC,22,17.5,0.7955,4 out of 5 stars,C,20,15.3,1.0999999999999996
Mike White,QB,MIA,LAC,20,0.5,0.025,3 out of 5 stars,F,20,15.3,0
Tua Tagovailoa,QB,MIA,LAC,29,19,0.6552,3 out of 5 stars,B,20,15.3,0.41111111111111104
Justin Herbert,QB,LAC,MIA,30,20.9,0.6967,4 out of 5 stars,A,20,15.3,0.5599999999999998
Geno Smith,QB,SEA,LA,28,18.8,0.6714,2 out of 5 stars,B-,20,15.3,0.4375
Drew Lock,QB,SEA,LA,20,0.4,0.02,2 out of 5 stars,F,20,15.3,0
Matthew Stafford,QB,LA,SEA,24,14.7,0.6125,4 out of 5 stars,F,20,15.3,-0.15000000000000036
Marcus Mariota,QB,PHI,NE,23,0.2,0.0087,2 out of 5 stars,F,20,15.3,-5.033333333333334
Jalen Hurts,QB,PHI,NE,40,23.2,0.58,2 out of 5 stars,A,20,15.3,0.3949999999999999
Mac Jones,QB,NE,PHI,22,13.5,0.6136,2 out of 5 stars,F,20,15.3,-0.9000000000000004
Bailey Zappe,QB,NE,PHI,20,0,0,2 out of 5 stars,F,20,15.3,0
Jordan Love,QB,GB,CHI,21,15,0.7143,3 out of 5 stars,D-,20,15.3,-0.3000000000000007
Sean Clifford,QB,GB,CHI,20,0,0,3 out of 5 stars,F,20,15.3,0
Justin Fields,QB,CHI,GB,33,20.1,0.6091,2 out of 5 stars,A-,20,15.3,0.3692307692307693
Tyson Bagent,QB,CHI,GB,20,0.1,0.005,2 out of 5 stars,F,20,15.3,0
Brian Hoyer,QB,LV,DEN,20,0.4,0.02,1 out of 5 stars,F,20,15.3,0
Jimmy Garoppolo,QB,LV,DEN,20,14.1,0.705,1 out of 5 stars,F,20,15.3,0
Russell Wilson,QB,DEN,LV,23,17,0.7391,5 out of 5 stars,C-,20,15.3,0.5666666666666664
Jarrett Stidham,QB,DEN,LV,20,0.3,0.015,5 out of 5 stars,F,20,15.3,0
Aidan O Connell,QB,LV,DEN,20,0.4,0.02,1 out of 5 stars,F,20,15.3,0
Dak Prescott,QB,DAL,NYG,29,18.5,0.6379,4 out of 5 stars,C+,20,15.3,0.35555555555555546
Cooper Rush,QB,DAL,NYG,20,0.4,0.02,4 out of 5 stars,F,20,15.3,0
Tyrod Taylor,QB,NYG,DAL,20,0.5,0.025,1 out of 5 stars,F,20,15.3,0
Daniel Jones,QB,NYG,DAL,30,17.9,0.5967,1 out of 5 stars,C,20,15.3,0.2599999999999998
Kalif Raymond,WR,DET,KC,10,3.5,0.35,4 out of 5 stars,F,10,6.9,0
Josh Reynolds,WR,DET,KC,11,5.4,0.4909,4 out of 5 stars,F,10,6.9,-1.5
David Montgomery,RB,DET,KC,16,11.4,0.7125,3 out of 5 stars,B,10,6.9,0.75
Craig Reynolds,RB,DET,KC,10,0.7,0.07,3 out of 5 stars,F,10,6.9,0
Amon Ra St Brown,WR,DET,KC,28,13.9,0.4964,4 out of 5 stars,A+,10,6.9,0.3888888888888889
Jerick McKinnon,RB,KC,DET,15,8.4,0.56,2 out of 5 stars,C-,10,6.9,0.3
Justin Watson,WR,KC,DET,10,2.8,0.28,4 out of 5 stars,F,10,6.9,0
Marquez Valdes Scantling,WR,KC,DET,14,6.4,0.4571,4 out of 5 stars,D,10,6.9,-0.125
Clyde Edwards Helaire,RB,KC,DET,11,5.3,0.4818,2 out of 5 stars,F,10,6.9,-1.6000000000000005
Kadarius Toney,WR,KC,DET,17,8.3,0.4882,4 out of 5 stars,C,10,6.9,0.20000000000000004
Ihmir Smith Marsette,WR,CAR,KC,10,0.7,0.07,4 out of 5 stars,F,10,6.9,0
Skyy Moore,WR,KC,DET,18,9,0.5,4 out of 5 stars,C+,10,6.9,0.26249999999999996
Isiah Pacheco,RB,KC,DET,17,10.4,0.6118,2 out of 5 stars,C+,10,6.9,0.5
Justyn Ross,WR,KC,DET,10,3.8,0.38,4 out of 5 stars,F,10,6.9,0
Deneric Prince,RB,KC,DET,10,0,0,2 out of 5 stars,F,10,6.9,0
Antoine Green,WR,DET,KC,10,0.3,0.03,4 out of 5 stars,F,10,6.9,0
Rashee Rice,WR,KC,DET,12,5.1,0.425,4 out of 5 stars,F,10,6.9,-0.9000000000000004
Jahmyr Gibbs,RB,DET,KC,21,12.8,0.6095,3 out of 5 stars,B+,10,6.9,0.5363636363636364
Marvin Jones Jr,WR,DET,KC,13,5.4,0.4154,4 out of 5 stars,F,10,6.9,-0.5
Latavius Murray,RB,BUF,NYJ,12,3.7,0.3083,2 out of 5 stars,F,10,6.9,-1.6
Stefon Diggs,WR,BUF,NYJ,25,13.1,0.524,1 out of 5 stars,A,10,6.9,0.4133333333333333
Trent Sherfield,WR,BUF,NYJ,10,2.6,0.26,1 out of 5 stars,F,10,6.9,0
Damien Harris,RB,BUF,NYJ,13,6.6,0.5077,2 out of 5 stars,D,10,6.9,-0.10000000000000024
Deonte Harty,WR,BUF,NYJ,10,3.9,0.39,1 out of 5 stars,F,10,6.9,0
Gabe Davis,WR,BUF,NYJ,13,9,0.6923,1 out of 5 stars,C+,10,6.9,0.6999999999999998
Dezmon Patmon,WR,BUF,NYJ,10,0,0,4 out of 5 stars,F,10,6.9,0
Reggie Gilliam,RB,BUF,NYJ,10,0.8,0.08,2 out of 5 stars,F,10,6.9,0
James Cook,RB,BUF,NYJ,17,10.1,0.5941,2 out of 5 stars,C+,10,6.9,0.457142857142857
Khalil Shakir,WR,BUF,NYJ,10,3.9,0.39,1 out of 5 stars,F,10,6.9,0
Allen Lazard,WR,NYJ,BUF,12,8.1,0.675,4 out of 5 stars,C,10,6.9,0.5999999999999996
Mecole Hardman Jr,WR,NYJ,BUF,13,5.1,0.3923,4 out of 5 stars,F,10,6.9,-0.6000000000000002
Michael Carter,RB,NYJ,BUF,14,3.7,0.2643,2 out of 5 stars,F,10,6.9,-0.8
Garrett Wilson,WR,NYJ,BUF,23,12.7,0.5522,4 out of 5 stars,A,10,6.9,0.44615384615384607
Irvin Charles,WR,NYJ,BUF,10,0,0,4 out of 5 stars,F,10,6.9,0
Zonovan Knight,RB,NYJ,BUF,10,1.1,0.11,3 out of 5 stars,F,10,6.9,0
Jason Brownlee,WR,NYJ,BUF,10,0.3,0.03,4 out of 5 stars,F,10,6.9,0
Xavier Gipson,WR,NYJ,BUF,10,0,0,4 out of 5 stars,F,10,6.9,0
Israel Abanikanda,RB,NYJ,BUF,10,1.7,0.17,2 out of 5 stars,F,10,6.9,0
Randall Cobb,WR,NYJ,BUF,10,3.9,0.39,4 out of 5 stars,F,10,6.9,0
Breece Hall,RB,NYJ,BUF,21,9.8,0.4667,2 out of 5 stars,C,10,6.9,0.26363636363636367
Dalvin Cook,RB,NYJ,BUF,18,9.1,0.5056,2 out of 5 stars,C,10,6.9,0.2749999999999999
Robert Woods,WR,HOU,BAL,11,5.8,0.5273,3 out of 5 stars,F,10,6.9,-1.1000000000000005
Noah Brown,WR,HOU,BAL,10,2.9,0.29,3 out of 5 stars,F,10,6.9,0
Dare Ogunbowale,RB,HOU,BAL,10,0.9,0.09,2 out of 5 stars,F,10,6.9,0
Mike Boone,RB,HOU,BAL,10,0.9,0.09,2 out of 5 stars,F,10,6.9,0
Devin Singletary,RB,HOU,BAL,12,5.6,0.4667,2 out of 5 stars,F,10,6.9,-0.6500000000000004
Andrew Beck,RB,HOU,BAL,10,0.5,0.05,4 out of 5 stars,F,10,6.9,0
Nico Collins,WR,HOU,BAL,12,8.3,0.6917,3 out of 5 stars,C,10,6.9,0.7000000000000002
Dameon Pierce,RB,HOU,BAL,18,10.9,0.6056,2 out of 5 stars,B-,10,6.9,0.5
Odell Beckham Jr,WR,BAL,HOU,14,7.7,0.55,2 out of 5 stars,C,10,6.9,0.19999999999999996
Nelson Agholor,WR,BAL,HOU,10,1.9,0.19,2 out of 5 stars,F,10,6.9,0
Gus Edwards,RB,BAL,HOU,17,5.5,0.3235,5 out of 5 stars,F,10,6.9,-0.20000000000000004
Justice Hill,RB,BAL,HOU,13,2.5,0.1923,5 out of 5 stars,F,10,6.9,-1.4666666666666668
Devin Duvernay,WR,BAL,HOU,10,1.8,0.18,2 out of 5 stars,F,10,6.9,0
Tylan Wallace,WR,BAL,HOU,10,0.3,0.03,2 out of 5 stars,F,10,6.9,0
Xavier Hutchinson,WR,HOU,BAL,10,0.5,0.05,3 out of 5 stars,F,10,6.9,0
Tank Dell,WR,HOU,BAL,10,5.2,0.52,3 out of 5 stars,F,10,6.9,0
Zay Flowers,WR,BAL,HOU,11,8.7,0.7909,2 out of 5 stars,C,10,6.9,1.799999999999999
Melvin Gordon III,RB,BAL,HOU,10,0.3,0.03,5 out of 5 stars,F,10,6.9,0
Patrick Ricard,RB,BAL,HOU,10,0.5,0.05,5 out of 5 stars,F,10,6.9,0
J K Dobbins,RB,BAL,HOU,21,12.8,0.6095,5 out of 5 stars,B+,10,6.9,0.5363636363636364
Rashod Bateman,WR,BAL,HOU,15,7.8,0.52,2 out of 5 stars,C-,10,6.9,0.17999999999999988
Adam Thielen,WR,CAR,ATL,15,7.6,0.5067,4 out of 5 stars,C-,10,6.9,0.13999999999999985
Miles Sanders,RB,CAR,ATL,19,11.8,0.6211,4 out of 5 stars,B,10,6.9,0.5444444444444445
Laviska Shenault Jr,WR,CAR,ATL,10,3.1,0.31,4 out of 5 stars,F,10,6.9,0
Terrace Marshall Jr,WR,CAR,ATL,10,4.6,0.46,4 out of 5 stars,F,10,6.9,0
Chuba Hubbard,RB,CAR,ATL,11,5.5,0.5,4 out of 5 stars,F,10,6.9,-1.4000000000000004
Raheem Blackshear,RB,CAR,ATL,10,1.7,0.17,4 out of 5 stars,F,10,6.9,0
Cordarrelle Patterson,RB,ATL,CAR,11,4,0.3636,3 out of 5 stars,F,10,6.9,-2.9000000000000004
Keith Smith,RB,ATL,CAR,10,0.6,0.06,3 out of 5 stars,F,10,6.9,0
Mack Hollins,WR,ATL,CAR,13,4.3,0.3308,4 out of 5 stars,F,10,6.9,-0.8666666666666668
KhaDarel Hodge,WR,ATL,CAR,11,1.6,0.1455,4 out of 5 stars,F,10,6.9,-5.300000000000001
Scott Miller,WR,ATL,CAR,10,0.9,0.09,4 out of 5 stars,F,10,6.9,0
Drake London,WR,ATL,CAR,17,10.6,0.6235,4 out of 5 stars,B+,10,6.9,0.5285714285714285
Tyler Allgeier,RB,ATL,CAR,14,6.9,0.4929,3 out of 5 stars,D+,10,6.9,0
Josh Ali,WR,ATL,CAR,10,0,0,4 out of 5 stars,F,10,6.9,0
Bijan Robinson,RB,ATL,CAR,27,15.4,0.5704,3 out of 5 stars,A,10,6.9,0.5
Jonathan Mingo,WR,CAR,ATL,10,6.5,0.65,4 out of 5 stars,D,10,6.9,0
Tyler Boyd,WR,CIN,CLE,12,7.3,0.6083,3 out of 5 stars,D+,10,6.9,0.19999999999999973
Joe Mixon,RB,CIN,CLE,23,13.4,0.5826,5 out of 5 stars,A,10,6.9,0.5
Trent Taylor,WR,CHI,CLE,10,0.2,0.02,2 out of 5 stars,F,10,6.9,0
Trayveon Williams,RB,CIN,CLE,11,1.9,0.1727,5 out of 5 stars,F,10,6.9,-5
Trenton Irwin,WR,CIN,CLE,10,1.2,0.12,3 out of 5 stars,F,10,6.9,0
Tee Higgins,WR,CIN,CLE,19,11.4,0.6,3 out of 5 stars,A,10,6.9,0.5
Ja Marr Chase,WR,CIN,CLE,35,14.8,0.4229,3 out of 5 stars,A+,10,6.9,0.316
Chris Evans,RB,CIN,CLE,10,3.4,0.34,5 out of 5 stars,F,10,6.9,0
Chase Brown,RB,CIN,CLE,12,3.3,0.275,5 out of 5 stars,F,10,6.9,-1.8000000000000003
Amari Cooper,WR,CLE,CIN,23,11.1,0.4826,4 out of 5 stars,A-,10,6.9,0.32307692307692304
Nick Chubb,RB,CLE,CIN,31,15.8,0.5097,2 out of 5 stars,A,10,6.9,0.4238095238095238
Donovan Peoples Jones,WR,CLE,CIN,10,6.6,0.66,4 out of 5 stars,D,10,6.9,0
Elijah Moore,WR,CLE,CIN,12,8.4,0.7,4 out of 5 stars,C,10,6.9,0.75
David Bell,WR,CLE,CIN,10,1,0.1,4 out of 5 stars,F,10,6.9,0
Jerome Ford,RB,CLE,CIN,10,4.1,0.41,2 out of 5 stars,F,10,6.9,0
Charlie Jones,WR,CIN,CLE,10,0.4,0.04,3 out of 5 stars,F,10,6.9,0
Andrei Iosivas,WR,CIN,CLE,10,0.6,0.06,3 out of 5 stars,F,10,6.9,0
Cedric Tillman,WR,CLE,CIN,10,3.8,0.38,4 out of 5 stars,F,10,6.9,0
Marquise Goodwin,WR,CLE,CIN,10,0.9,0.09,4 out of 5 stars,F,10,6.9,0
Kyle Juszczyk,RB,SF,PIT,10,1.2,0.12,3 out of 5 stars,F,10,6.9,0
Christian McCaffrey,RB,SF,PIT,40,17,0.425,3 out of 5 stars,A+,10,6.9,0.33666666666666667
Ray Ray McCloud III,WR,SF,PIT,10,0.4,0.04,3 out of 5 stars,F,10,6.9,0
Deebo Samuel,WR,SF,PIT,19,10.9,0.5737,3 out of 5 stars,A-,10,6.9,0.4444444444444444
Brandon Aiyuk,WR,SF,PIT,19,10,0.5263,3 out of 5 stars,B,10,6.9,0.3444444444444444
Jauan Jennings,WR,SF,PIT,10,3.1,0.31,3 out of 5 stars,F,10,6.9,0
Elijah Mitchell,RB,SF,PIT,16,6.5,0.4062,3 out of 5 stars,D,10,6.9,-0.06666666666666672
Tyrion Davis Price,RB,SF,PIT,12,1.1,0.0917,3 out of 5 stars,F,10,6.9,-2.9000000000000004
Jordan Mason,RB,SF,PIT,10,1.6,0.16,3 out of 5 stars,F,10,6.9,0
Allen Robinson II,WR,PIT,SF,13,4.7,0.3615,3 out of 5 stars,F,10,6.9,-0.7333333333333334
Diontae Johnson,WR,PIT,SF,15,10.1,0.6733,3 out of 5 stars,B,10,6.9,0.6399999999999999
Miles Boykin,WR,PIT,SF,10,0.2,0.02,3 out of 5 stars,F,10,6.9,0
Gunner Olszewski,WR,PIT,SF,10,0.3,0.03,3 out of 5 stars,F,10,6.9,0
Anthony McFarland Jr,RB,PIT,SF,10,0.3,0.03,1 out of 5 stars,F,10,6.9,0
Najee Harris,RB,PIT,SF,16,12.2,0.7625,1 out of 5 stars,B,10,6.9,0.8833333333333332
George Pickens,WR,PIT,SF,17,9.3,0.5471,3 out of 5 stars,C+,10,6.9,0.3428571428571429
Calvin Austin III,WR,PIT,SF,10,2.7,0.27,3 out of 5 stars,F,10,6.9,0
Jaylen Warren,RB,PIT,SF,10,6.3,0.63,1 out of 5 stars,D,10,6.9,0
Ronnie Bell,WR,SF,PIT,10,0.4,0.04,3 out of 5 stars,F,10,6.9,0
James Conner,RB,ARI,WAS,18,11.1,0.6167,2 out of 5 stars,B-,10,6.9,0.5249999999999999
Zach Pascal,WR,ARI,WAS,10,1.3,0.13,3 out of 5 stars,F,10,6.9,0
Corey Clement,RB,ARI,WAS,10,0,0,2 out of 5 stars,F,10,6.9,0
Marquise Brown,WR,ARI,WAS,15,9.2,0.6133,3 out of 5 stars,C+,10,6.9,0.4599999999999998
Greg Dortch,WR,ARI,WAS,11,3.8,0.3455,3 out of 5 stars,F,10,6.9,-3.1000000000000005
Rondale Moore,WR,ARI,WAS,14,6.4,0.4571,3 out of 5 stars,D,10,6.9,-0.125
Keaontay Ingram,RB,ARI,WAS,10,2.8,0.28,2 out of 5 stars,F,10,6.9,0
Curtis Samuel,WR,WAS,ARI,10,6.9,0.69,2 out of 5 stars,D,10,6.9,0
Terry McLaurin,WR,WAS,ARI,19,9.6,0.5053,2 out of 5 stars,B-,10,6.9,0.29999999999999993
Antonio Gibson,RB,WAS,ARI,18,9,0.5,5 out of 5 stars,C,10,6.9,0.26249999999999996
Dyami Brown,WR,WAS,ARI,10,1.9,0.19,2 out of 5 stars,F,10,6.9,0
Jahan Dotson,WR,WAS,ARI,12,10.3,0.8583,2 out of 5 stars,B,10,6.9,1.7000000000000002
Michael Wilson,WR,ARI,WAS,10,5.2,0.52,3 out of 5 stars,F,10,6.9,0
Emari Demercado,RB,ARI,WAS,10,0.8,0.08,2 out of 5 stars,F,10,6.9,0
Mitchell Tinsley,WR,WAS,ARI,10,0,0,2 out of 5 stars,F,10,6.9,0
Chris Rodriguez Jr,RB,WAS,ARI,10,1.5,0.15,5 out of 5 stars,F,10,6.9,0
Byron Pringle,WR,WAS,ARI,10,0.4,0.04,2 out of 5 stars,F,10,6.9,0
Mike Evans,WR,TB,MIN,23,9.9,0.4304,5 out of 5 stars,B,10,6.9,0.23076923076923078
Chris Godwin,WR,TB,MIN,22,10.8,0.4909,5 out of 5 stars,B+,10,6.9,0.325
Chase Edmonds,RB,TB,MIN,10,3.5,0.35,3 out of 5 stars,F,10,6.9,0
Ke Shawn Vaughn,RB,TB,MIN,10,1.5,0.15,3 out of 5 stars,F,10,6.9,0
Rachaad White,RB,TB,MIN,17,11.6,0.6824,3 out of 5 stars,B,10,6.9,0.6714285714285714
Deven Thompkins,WR,TB,MIN,10,1.5,0.15,5 out of 5 stars,F,10,6.9,0
C J Ham,RB,MIN,TB,10,1,0.1,2 out of 5 stars,F,10,6.9,0
Brandon Powell,WR,MIN,TB,10,0.7,0.07,4 out of 5 stars,F,10,6.9,0
Alexander Mattison,RB,MIN,TB,18,12.3,0.6833,2 out of 5 stars,B,10,6.9,0.675
Jalen Reagor,WR,MIN,TB,10,0,0,3 out of 5 stars,F,10,6.9,0
Justin Jefferson,WR,MIN,TB,38,16.1,0.4237,4 out of 5 stars,A+,10,6.9,0.3285714285714286
K J Osborn,WR,MIN,TB,14,6.3,0.45,4 out of 5 stars,D-,10,6.9,-0.15000000000000013
Ty Chandler,RB,MIN,TB,10,4.1,0.41,2 out of 5 stars,F,10,6.9,0
Jalen Nailor,WR,MIN,TB,10,1.1,0.11,4 out of 5 stars,F,10,6.9,0
Rakim Jarrett,WR,TB,MIN,10,0.8,0.08,5 out of 5 stars,F,10,6.9,0
David Moore,WR,TB,MIN,10,0,0,5 out of 5 stars,F,10,6.9,0
Sean Tucker,RB,TB,MIN,10,3.9,0.39,3 out of 5 stars,F,10,6.9,0
Jordan Addison,WR,MIN,TB,16,8.8,0.55,4 out of 5 stars,C+,10,6.9,0.3166666666666667
DeWayne McBride,RB,MIN,TB,10,1.2,0.12,2 out of 5 stars,F,10,6.9,0
Trey Palmer,WR,TB,MIN,10,3.2,0.32,5 out of 5 stars,F,10,6.9,0
Derrick Henry,RB,TEN,NO,32,14.8,0.4625,3 out of 5 stars,A,10,6.9,0.3590909090909091
Chris Moore,WR,TEN,NO,10,3.6,0.36,2 out of 5 stars,F,10,6.9,0
Nick Westbrook Ikhine,WR,TEN,NO,10,3.8,0.38,2 out of 5 stars,F,10,6.9,0
Treylon Burks,WR,TEN,NO,14,8.6,0.6143,2 out of 5 stars,C,10,6.9,0.4249999999999998
Julius Chestnut,RB,TEN,NO,10,0.6,0.06,3 out of 5 stars,F,10,6.9,0
Kearis Jackson,WR,TEN,NO,10,0.2,0.02,2 out of 5 stars,F,10,6.9,0
Michael Thomas,WR,NO,TEN,20,8.8,0.44,5 out of 5 stars,C+,10,6.9,0.19000000000000003
Jamaal Williams,RB,NO,TEN,16,11,0.6875,1 out of 5 stars,B-,10,6.9,0.6833333333333332
Keith Kirkwood,WR,NO,TEN,10,0.5,0.05,5 out of 5 stars,F,10,6.9,0
Kirk Merritt,WR,NO,TEN,10,0.3,0.03,5 out of 5 stars,F,10,6.9,0
Adam Prentice,RB,NO,TEN,10,0.4,0.04,1 out of 5 stars,F,10,6.9,0
Chris Olave,WR,NO,TEN,21,12.5,0.5952,5 out of 5 stars,A,10,6.9,0.509090909090909
Rashid Shaheed,WR,NO,TEN,14,6,0.4286,5 out of 5 stars,F,10,6.9,-0.2250000000000001
Colton Dowell,WR,TEN,NO,10,0.2,0.02,2 out of 5 stars,F,10,6.9,0
Tyjae Spears,RB,TEN,NO,10,4.1,0.41,3 out of 5 stars,F,10,6.9,0
DeAndre Hopkins,WR,TEN,NO,18,10.6,0.5889,2 out of 5 stars,B+,10,6.9,0.4624999999999999
Kendre Miller,RB,NO,TEN,13,3.6,0.2769,1 out of 5 stars,F,10,6.9,-1.1
A T Perry,WR,NO,TEN,10,1.3,0.13,5 out of 5 stars,F,10,6.9,0
Zay Jones,WR,JAC,IND,14,7.7,0.55,2 out of 5 stars,C-,10,6.9,0.19999999999999996
Jamal Agnew,WR,JAC,IND,10,2.3,0.23,2 out of 5 stars,F,10,6.9,0
Calvin Ridley,WR,JAC,IND,18,11.5,0.6389,2 out of 5 stars,A-,10,6.9,0.575
Christian Kirk,WR,JAC,IND,23,9.8,0.4261,2 out of 5 stars,B,10,6.9,0.22307692307692312
D Ernest Johnson,RB,JAC,IND,10,1.3,0.13,4 out of 5 stars,F,10,6.9,0
JaMycal Hasty,RB,JAC,IND,10,2.6,0.26,4 out of 5 stars,F,10,6.9,0
Travis Etienne Jr,RB,JAC,IND,25,13.3,0.532,4 out of 5 stars,A-,10,6.9,0.4266666666666667
Tim Jones,WR,JAC,IND,10,0.4,0.04,2 out of 5 stars,F,10,6.9,0
Parker Washington,WR,JAC,IND,10,0.3,0.03,2 out of 5 stars,F,10,6.9,0
Elijah Cooks,WR,JAC,IND,10,0,0,2 out of 5 stars,F,10,6.9,0
Isaiah McKenzie,WR,IND,JAC,10,2.9,0.29,4 out of 5 stars,F,10,6.9,0
Juwann Winfree,WR,IND,JAC,10,0,0,4 out of 5 stars,F,10,6.9,0
Michael Pittman Jr,WR,IND,JAC,15,9.3,0.62,4 out of 5 stars,B-,10,6.9,0.4800000000000001
Zack Moss,RB,IND,JAC,12,2.5,0.2083,3 out of 5 stars,F,10,6.9,-2.2
Mike Strachan,WR,IND,JAC,10,0.2,0.02,4 out of 5 stars,F,10,6.9,0
Jake Funk,RB,IND,JAC,10,0,0,3 out of 5 stars,F,10,6.9,0
Deon Jackson,RB,IND,JAC,10,6.4,0.64,3 out of 5 stars,D+,10,6.9,0
Alec Pierce,WR,IND,JAC,10,6.3,0.63,4 out of 5 stars,D-,10,6.9,0
Evan Hull,RB,IND,JAC,10,5,0.5,3 out of 5 stars,F,10,6.9,0
Tank Bigsby,RB,JAC,IND,11,5.7,0.5182,4 out of 5 stars,D-,10,6.9,-1.2000000000000002
Josh Downs,WR,IND,JAC,10,5.3,0.53,4 out of 5 stars,F,10,6.9,0
Raheem Mostert,RB,MIA,LAC,15,10.9,0.7267,4 out of 5 stars,C+,10,6.9,0.8
Tyreek Hill,WR,MIA,LAC,34,16,0.4706,2 out of 5 stars,A+,10,6.9,0.37916666666666665
River Cracraft,WR,MIA,LAC,10,0.6,0.06,2 out of 5 stars,F,10,6.9,0
Cedrick Wilson Jr,WR,MIA,LAC,10,2,0.2,2 out of 5 stars,F,10,6.9,0
Braxton Berrios,WR,MIA,LAC,10,3.2,0.32,2 out of 5 stars,F,10,6.9,0
Myles Gaskin,RB,MIN,LAC,10,1.2,0.12,2 out of 5 stars,F,10,6.9,0
Alec Ingold,RB,MIA,LAC,10,1.1,0.11,4 out of 5 stars,F,10,6.9,0
Salvon Ahmed,RB,MIA,LAC,10,2,0.2,4 out of 5 stars,F,10,6.9,0
Jaylen Waddle,WR,MIA,LAC,20,12.6,0.63,2 out of 5 stars,A,10,6.9,0.57
Erik Ezukanma,WR,MIA,LAC,10,0.9,0.09,2 out of 5 stars,F,10,6.9,0
