Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Matthew Stafford,QB,LA,SF,28,15.9,0.5679,2 out of 5 stars,D+,20,13.9,0.25
Brock Purdy,QB,SF,LA,29,19.5,0.6724,4 out of 5 stars,B+,20,13.9,0.6222222222222222
Lamar Jackson,QB,BAL,NYG,38,22.3,0.5868,4 out of 5 stars,A,20,13.9,0.4666666666666667
Drew Lock,QB,NYG,BAL,20,3.4,0.17,3 out of 5 stars,F,20,13.9,0
Tommy DeVito,QB,NYG,BAL,20,11.3,0.565,3 out of 5 stars,F,20,13.9,0
Aaron Rodgers,QB,NYJ,JAC,23,15.4,0.6696,5 out of 5 stars,D-,20,13.9,0.5
Mac Jones,QB,JAC,NYJ,20,13.4,0.67,3 out of 5 stars,F,20,13.9,0
Jayden Daniels,QB,WAS,NO,34,21.5,0.6324,2 out of 5 stars,A,20,13.9,0.5428571428571428
Jake Haener,QB,NO,WAS,20,9.9,0.495,5 out of 5 stars,F,20,13.9,0
Spencer Rattler,QB,NO,WAS,20,0.4,0.02,5 out of 5 stars,F,20,13.9,0
Joe Burrow,QB,CIN,TEN,35,20.7,0.5914,3 out of 5 stars,A,20,13.9,0.45333333333333325
Will Levis,QB,TEN,CIN,22,14.7,0.6682,5 out of 5 stars,F,20,13.9,0.39999999999999947
Tua Tagovailoa,QB,MIA,HOU,31,18.2,0.5871,3 out of 5 stars,B,20,13.9,0.3909090909090908
C J Stroud,QB,HOU,MIA,25,16.6,0.664,3 out of 5 stars,C+,20,13.9,0.5400000000000003
Patrick Mahomes,QB,KC,CLE,30,17.1,0.57,4 out of 5 stars,B-,20,13.9,0.3200000000000001
Jameis Winston,QB,CLE,KC,28,16.2,0.5786,3 out of 5 stars,C-,20,13.9,0.28749999999999987
Cooper Rush,QB,DAL,CAR,20,13.9,0.695,5 out of 5 stars,F,20,13.9,0
Bryce Young,QB,CAR,DAL,25,15,0.6,4 out of 5 stars,F,20,13.9,0.21999999999999992
Drake Maye,QB,NE,ARI,25,16,0.64,2 out of 5 stars,D+,20,13.9,0.41999999999999993
Kyler Murray,QB,ARI,NE,32,19.1,0.5969,5 out of 5 stars,B+,20,13.9,0.4333333333333334
Baker Mayfield,QB,TB,LAC,29,16.3,0.5621,2 out of 5 stars,C,20,13.9,0.2666666666666667
Justin Herbert,QB,LAC,TB,27,17.9,0.663,4 out of 5 stars,B,20,13.9,0.5714285714285712
Josh Allen,QB,BUF,DET,37,23.3,0.6297,2 out of 5 stars,A+,20,13.9,0.5529411764705883
Jared Goff,QB,DET,BUF,30,16.8,0.56,2 out of 5 stars,C+,20,13.9,0.29000000000000004
Anthony Richardson,QB,IND,DEN,29,16.3,0.5621,3 out of 5 stars,C-,20,13.9,0.2666666666666667
Bo Nix,QB,DEN,IND,30,17.5,0.5833,4 out of 5 stars,B-,20,13.9,0.36
Russell Wilson,QB,PIT,PHI,28,14.4,0.5143,1 out of 5 stars,F,20,13.9,0.0625
