Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Sam Darnold,QB,MIN,LA,27,18.1,0.6704,3 out of 5 stars,B,20,15.1,0.4285714285714288
Matthew Stafford,QB,LA,MIN,21,15.4,0.7333,1 out of 5 stars,F,20,15.1,0.3000000000000007
Lamar Jackson,QB,BAL,CLE,36,21.8,0.6056,4 out of 5 stars,A+,20,15.1,0.41875000000000007
Jameis Winston,QB,CLE,BAL,21,15.2,0.7238,4 out of 5 stars,F,20,15.1,0.09999999999999964
Dorian Thompson Robinson,QB,CLE,BAL,21,0.1,0.0048,4 out of 5 stars,F,20,15.1,-15
Joe Flacco,QB,IND,HOU,20,0.2,0.01,2 out of 5 stars,F,20,15.1,0
Anthony Richardson,QB,IND,HOU,24,16,0.6667,2 out of 5 stars,D+,20,15.1,0.2250000000000001
C J Stroud,QB,HOU,IND,27,17.8,0.6593,4 out of 5 stars,B+,20,15.1,0.38571428571428584
Jordan Love,QB,GB,JAC,32,19.3,0.6031,5 out of 5 stars,A,20,15.1,0.3500000000000001
Trevor Lawrence,QB,JAC,GB,26,15.7,0.6038,2 out of 5 stars,D,20,15.1,0.09999999999999994
Mason Rudolph,QB,TEN,DET,21,12.9,0.6143,2 out of 5 stars,F,20,15.1,-2.1999999999999993
Will Levis,QB,TEN,DET,21,0.2,0.0095,2 out of 5 stars,F,20,15.1,-14.9
Jared Goff,QB,DET,TEN,28,16.7,0.5964,3 out of 5 stars,C,20,15.1,0.19999999999999996
Kirk Cousins,QB,ATL,TB,25,17,0.68,3 out of 5 stars,C+,20,15.1,0.38000000000000006
Baker Mayfield,QB,TB,ATL,32,16.3,0.5094,4 out of 5 stars,C,20,15.1,0.10000000000000009
Aaron Rodgers,QB,NYJ,NE,25,15.9,0.636,4 out of 5 stars,D,20,15.1,0.16000000000000014
Drake Maye,QB,NE,NYJ,21,14.7,0.7,2 out of 5 stars,F,20,15.1,-0.40000000000000036
Caleb Williams,QB,CHI,WAS,27,18.4,0.6815,5 out of 5 stars,B+,20,15.1,0.47142857142857125
Marcus Mariota,QB,WAS,CHI,20,15.1,0.755,2 out of 5 stars,F,20,15.1,0
Jayden Daniels,QB,WAS,CHI,33,0.4,0.0121,2 out of 5 stars,F,20,15.1,-1.1307692307692307
Kyler Murray,QB,ARI,MIA,29,17.6,0.6069,3 out of 5 stars,B,20,15.1,0.27777777777777796
Tua Tagovailoa,QB,MIA,ARI,24,16.8,0.7,4 out of 5 stars,C,20,15.1,0.42500000000000027
Derek Carr,QB,NO,LAC,23,0.2,0.0087,4 out of 5 stars,F,20,15.1,-4.966666666666667
Jake Haener,QB,NO,LAC,20,0.1,0.005,4 out of 5 stars,F,20,15.1,0
Spencer Rattler,QB,NO,LAC,21,11.4,0.5429,4 out of 5 stars,F,20,15.1,-3.6999999999999993
Justin Herbert,QB,LAC,NO,23,14.2,0.6174,2 out of 5 stars,F,20,15.1,-0.3000000000000001
Josh Allen,QB,BUF,SEA,31,20.7,0.6677,4 out of 5 stars,A,20,15.1,0.509090909090909
Geno Smith,QB,SEA,BUF,28,16.5,0.5893,3 out of 5 stars,C,20,15.1,0.17500000000000004
Jalen Hurts,QB,PHI,CIN,31,20,0.6452,4 out of 5 stars,A,20,15.1,0.4454545454545455
Joe Burrow,QB,CIN,PHI,30,18.6,0.62,3 out of 5 stars,A-,20,15.1,0.3500000000000002
Patrick Mahomes,QB,KC,LV,27,17.2,0.637,3 out of 5 stars,B-,20,15.1,0.29999999999999993
Gardner Minshew II,QB,LV,KC,21,12.1,0.5762,2 out of 5 stars,F,20,15.1,-3
Andy Dalton,QB,CAR,DEN,21,0.2,0.0095,2 out of 5 stars,F,20,15.1,-14.9
Bryce Young,QB,CAR,DEN,21,10.5,0.5,2 out of 5 stars,F,20,15.1,-4.6
Bo Nix,QB,DEN,CAR,26,17.1,0.6577,5 out of 5 stars,C+,20,15.1,0.33333333333333365
Dak Prescott,QB,DAL,SF,29,16.1,0.5552,2 out of 5 stars,C-,20,15.1,0.11111111111111131
Brock Purdy,QB,SF,DAL,28,17.4,0.6214,3 out of 5 stars,B-,20,15.1,0.28749999999999987
Daniel Jones,QB,NYG,PIT,23,13.7,0.5957,3 out of 5 stars,F,20,15.1,-0.4666666666666668
Russell Wilson,QB,PIT,NYG,28,15.6,0.5571,4 out of 5 stars,D-,20,15.1,0.0625
Justin Fields,QB,PIT,NYG,21,0.2,0.0095,4 out of 5 stars,F,20,15.1,-14.9
C J Ham,RB,MIN,LA,10,0.2,0.02,3 out of 5 stars,F,10,8.3,0
Aaron Jones,RB,MIN,LA,29,14.6,0.5034,3 out of 5 stars,A-,10,8.3,0.331578947368421
Trent Sherfield Sr,WR,MIN,LA,10,0.1,0.01,2 out of 5 stars,F,10,8.3,0
Brandon Powell,WR,MIN,LA,10,0.1,0.01,2 out of 5 stars,F,10,8.3,0
Justin Jefferson,WR,MIN,LA,32,16.2,0.5062,2 out of 5 stars,A+,10,8.3,0.359090909090909
Ty Chandler,RB,MIN,LA,11,5.5,0.5,3 out of 5 stars,D-,10,8.3,-2.8000000000000007
Jalen Nailor,WR,MIN,LA,15,6.2,0.4133,2 out of 5 stars,D-,10,8.3,-0.4200000000000001
Jordan Addison,WR,MIN,LA,21,9.9,0.4714,2 out of 5 stars,B,10,8.3,0.14545454545454542
Demarcus Robinson,WR,LA,MIN,15,5,0.3333,2 out of 5 stars,F,10,8.3,-0.6600000000000001
Cooper Kupp,WR,LA,MIN,28,13.6,0.4857,2 out of 5 stars,A,10,8.3,0.2944444444444444
Tyler Johnson,WR,LA,MIN,10,2.4,0.24,2 out of 5 stars,F,10,8.3,0
Tutu Atwell,WR,LA,MIN,19,7.3,0.3842,2 out of 5 stars,D,10,8.3,-0.11111111111111122
Kyren Williams,RB,LA,MIN,33,14.8,0.4485,2 out of 5 stars,A,10,8.3,0.2826086956521739
Ronnie Rivers,RB,LA,MIN,10,0.2,0.02,2 out of 5 stars,F,10,8.3,0
Blake Corum,RB,LA,MIN,10,4,0.4,2 out of 5 stars,F,10,8.3,0
Cam Akers,RB,MIN,LA,10,0.5,0.05,3 out of 5 stars,F,10,8.3,0
Xavier Smith,WR,LA,MIN,10,0,0,2 out of 5 stars,F,10,8.3,0
Nelson Agholor,WR,BAL,CLE,10,4,0.4,3 out of 5 stars,F,10,8.3,0
Derrick Henry,RB,BAL,CLE,38,17.3,0.4553,3 out of 5 stars,A+,10,8.3,0.32142857142857145
Patrick Ricard,RB,BAL,CLE,10,0.9,0.09,3 out of 5 stars,F,10,8.3,0
Justice Hill,RB,BAL,CLE,15,6.7,0.4467,3 out of 5 stars,D+,10,8.3,-0.3200000000000001
Rashod Bateman,WR,BAL,CLE,17,7.7,0.4529,3 out of 5 stars,C,10,8.3,-0.08571428571428578
Tylan Wallace,WR,BAL,CLE,10,0.7,0.07,3 out of 5 stars,F,10,8.3,0
Zay Flowers,WR,BAL,CLE,26,11.6,0.4462,3 out of 5 stars,A-,10,8.3,0.20624999999999993
Devontez Walker,WR,BAL,CLE,10,0,0,3 out of 5 stars,F,10,8.3,0
D Onta Foreman,RB,CLE,BAL,10,2.5,0.25,3 out of 5 stars,F,10,8.3,0
Jerry Jeudy,WR,CLE,BAL,17,8.5,0.5,4 out of 5 stars,C,10,8.3,0.02857142857142847
Elijah Moore,WR,CLE,BAL,11,6.2,0.5636,4 out of 5 stars,F,10,8.3,-2.1000000000000005
Pierre Strong Jr,RB,CLE,BAL,10,2.9,0.29,3 out of 5 stars,F,10,8.3,0
Jerome Ford,RB,CLE,BAL,17,1.2,0.0706,3 out of 5 stars,F,10,8.3,-1.0142857142857145
