Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Dak Prescott,QB,DAL,NYG,30,18.2,0.6067,2 out of 5 stars,B,20,10,0.82
Daniel Jones,QB,NYG,DAL,22,15.2,0.6909,2 out of 5 stars,D+,20,10,2.5999999999999996
Justin Fields,QB,PIT,IND,26,17.3,0.6654,4 out of 5 stars,B-,20,10,1.2166666666666668
Anthony Richardson,QB,IND,PIT,29,16.6,0.5724,3 out of 5 stars,C+,20,10,0.7333333333333335
Sam Darnold,QB,MIN,GB,28,16.4,0.5857,5 out of 5 stars,C+,20,10,0.7999999999999998
Jordan Love,QB,GB,MIN,28,15.3,0.5464,2 out of 5 stars,C-,20,10,0.6625000000000001
Malik Willis,QB,GB,MIN,24,6.1,0.2542,2 out of 5 stars,F,20,10,-0.9750000000000001
Trevor Lawrence,QB,JAC,HOU,25,14.7,0.588,4 out of 5 stars,F,20,10,0.9399999999999998
C J Stroud,QB,HOU,JAC,27,19.6,0.7259,4 out of 5 stars,A-,20,10,1.3714285714285717
Derek Carr,QB,NO,ATL,26,15.4,0.5923,3 out of 5 stars,C-,20,10,0.9
Kirk Cousins,QB,ATL,NO,25,14.9,0.596,2 out of 5 stars,D-,20,10,0.9800000000000001
Matthew Stafford,QB,LA,CHI,24,13.9,0.5792,4 out of 5 stars,F,20,10,0.9750000000000001
Caleb Williams,QB,CHI,LA,22,15.7,0.7136,3 out of 5 stars,C-,20,10,2.8499999999999996
Jalen Hurts,QB,PHI,TB,31,20.7,0.6677,3 out of 5 stars,A,20,10,0.9727272727272727
Baker Mayfield,QB,TB,PHI,28,16.2,0.5786,5 out of 5 stars,C,20,10,0.7749999999999999
Joe Burrow,QB,CIN,CAR,25,18.9,0.756,2 out of 5 stars,B+,20,10,1.7799999999999998
Andy Dalton,QB,CAR,CIN,22,14.9,0.6773,3 out of 5 stars,D,20,10,2.45
Bryce Young,QB,CAR,CIN,20,0,0,3 out of 5 stars,F,20,10,0
Bo Nix,QB,DEN,NYJ,23,12.4,0.5391,1 out of 5 stars,F,20,10,0.8000000000000002
Aaron Rodgers,QB,NYJ,DEN,26,15,0.5769,5 out of 5 stars,D,20,10,0.8333333333333334
Jayden Daniels,QB,WAS,ARI,31,20.2,0.6516,5 out of 5 stars,A,20,10,0.9272727272727272
Kyler Murray,QB,ARI,WAS,31,21.8,0.7032,5 out of 5 stars,A+,20,10,1.0727272727272728
