Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Baker Mayfield,QB,TB,ATL,30,17,0.5667,3 out of 5 stars,B-,20,12.8,0.41999999999999993
Kirk Cousins,QB,ATL,TB,23,15.3,0.6652,2 out of 5 stars,D+,20,12.8,0.8333333333333334
Aaron Rodgers,QB,NYJ,MIN,25,14.7,0.588,2 out of 5 stars,D,20,12.8,0.3799999999999997
Sam Darnold,QB,MIN,NYJ,29,15.5,0.5345,3 out of 5 stars,C-,20,12.8,0.29999999999999993
Jameis Winston,QB,CLE,WAS,20,0,0,5 out of 5 stars,F,20,12.8,0
Deshaun Watson,QB,CLE,WAS,25,16.3,0.652,5 out of 5 stars,C,20,12.8,0.7
Jayden Daniels,QB,WAS,CLE,35,20.4,0.5829,3 out of 5 stars,A,20,12.8,0.5066666666666665
Lamar Jackson,QB,BAL,CIN,36,22.1,0.6139,4 out of 5 stars,A+,20,12.8,0.58125
Joe Burrow,QB,CIN,BAL,27,18.1,0.6704,3 out of 5 stars,B,20,12.8,0.7571428571428572
Josh Allen,QB,BUF,HOU,35,21.3,0.6086,3 out of 5 stars,A,20,12.8,0.5666666666666667
C J Stroud,QB,HOU,BUF,28,18.6,0.6643,3 out of 5 stars,B+,20,12.8,0.7250000000000001
Joe Flacco,QB,IND,JAC,20,12.2,0.61,5 out of 5 stars,F,20,12.8,0
Anthony Richardson,QB,IND,JAC,27,15.1,0.5593,5 out of 5 stars,D,20,12.8,0.3285714285714284
Trevor Lawrence,QB,JAC,IND,24,16.7,0.6958,5 out of 5 stars,C+,20,12.8,0.9749999999999996
Andy Dalton,QB,CAR,CHI,22,14.2,0.6455,2 out of 5 stars,D-,20,12.8,0.6999999999999993
Caleb Williams,QB,CHI,CAR,22,15.7,0.7136,5 out of 5 stars,C-,20,12.8,1.4499999999999993
Jacoby Brissett,QB,NE,MIA,20,3.5,0.175,4 out of 5 stars,F,20,12.8,0
Drake Maye,QB,NE,MIA,20,0.2,0.01,4 out of 5 stars,F,20,12.8,0
Tyler Huntley,QB,MIA,NE,20,12.8,0.64,3 out of 5 stars,F,20,12.8,0
Kyler Murray,QB,ARI,SF,29,17.6,0.6069,3 out of 5 stars,B,20,12.8,0.5333333333333334
Brock Purdy,QB,SF,ARI,27,19.7,0.7296,4 out of 5 stars,A,20,12.8,0.9857142857142855
Gardner Minshew II,QB,LV,DEN,22,11.4,0.5182,2 out of 5 stars,F,20,12.8,-0.7000000000000002
Aidan O Connell,QB,LV,DEN,20,0,0,2 out of 5 stars,F,20,12.8,0
Bo Nix,QB,DEN,LV,22,13.4,0.6091,3 out of 5 stars,F,20,12.8,0.2999999999999998
Jordan Love,QB,GB,LA,30,19.2,0.64,5 out of 5 stars,A,20,12.8,0.6399999999999999
Malik Willis,QB,GB,LA,20,0,0,5 out of 5 stars,F,20,12.8,0
Matthew Stafford,QB,LA,GB,22,14.5,0.6591,3 out of 5 stars,D,20,12.8,0.8499999999999996
Daniel Jones,QB,NYG,SEA,23,14.9,0.6478,3 out of 5 stars,D,20,12.8,0.6999999999999998
Geno Smith,QB,SEA,NYG,27,17.8,0.6593,4 out of 5 stars,B,20,12.8,0.7142857142857143
Dak Prescott,QB,DAL,PIT,28,16,0.5714,3 out of 5 stars,C,20,12.8,0.3999999999999999
Justin Fields,QB,PIT,DAL,29,18.4,0.6345,3 out of 5 stars,B+,20,12.8,0.622222222222222
Derek Carr,QB,NO,KC,25,14,0.56,2 out of 5 stars,F,20,12.8,0.23999999999999985
Patrick Mahomes,QB,KC,NO,27,17.3,0.6407,2 out of 5 stars,B-,20,12.8,0.6428571428571429
Mike Evans,WR,TB,ATL,26,12.2,0.4692,3 out of 5 stars,A,10,10.3,0.11874999999999991
Chris Godwin,WR,TB,ATL,29,12.9,0.4448,3 out of 5 stars,A,10,10.3,0.13684210526315788
Rachaad White,RB,TB,ATL,22,9.8,0.4455,3 out of 5 stars,C+,10,10.3,-0.041666666666666664
Sean Tucker,RB,TB,ATL,10,0.4,0.04,3 out of 5 stars,F,10,10.3,0
Bucky Irving,RB,TB,ATL,17,9.7,0.5706,3 out of 5 stars,C+,10,10.3,-0.08571428571428592
Kameron Johnson,WR,TB,ATL,10,1.6,0.16,3 out of 5 stars,F,10,10.3,0
KhaDarel Hodge,WR,ATL,TB,10,0.5,0.05,3 out of 5 stars,F,10,10.3,0
Darnell Mooney,WR,ATL,TB,18,8.9,0.4944,3 out of 5 stars,C+,10,10.3,-0.17500000000000004
Avery Williams,RB,ATL,TB,10,0,0,3 out of 5 stars,F,10,10.3,0
Drake London,WR,ATL,TB,25,11.9,0.476,3 out of 5 stars,A,10,10.3,0.10666666666666665
Tyler Allgeier,RB,ATL,TB,14,8,0.5714,3 out of 5 stars,C,10,10.3,-0.5750000000000002
Bijan Robinson,RB,ATL,TB,28,14.9,0.5321,3 out of 5 stars,A,10,10.3,0.25555555555555554
Casey Washington,WR,ATL,TB,10,0,0,3 out of 5 stars,F,10,10.3,0
Sterling Shepard,WR,TB,ATL,10,5.1,0.51,3 out of 5 stars,F,10,10.3,0
Mike Williams,WR,NYJ,MIN,18,6.9,0.3833,3 out of 5 stars,D+,10,10.3,-0.42500000000000004
Allen Lazard,WR,NYJ,MIN,17,7.7,0.4529,3 out of 5 stars,C-,10,10.3,-0.3714285714285715
Garrett Wilson,WR,NYJ,MIN,23,11.6,0.5043,3 out of 5 stars,A,10,10.3,0.09999999999999992
Breece Hall,RB,NYJ,MIN,30,14.2,0.4733,2 out of 5 stars,A,10,10.3,0.19499999999999992
Irvin Charles,WR,NYJ,MIN,10,0,0,3 out of 5 stars,F,10,10.3,0
Xavier Gipson,WR,NYJ,MIN,10,1.8,0.18,3 out of 5 stars,F,10,10.3,0
Malachi Corley,WR,NYJ,MIN,10,0.2,0.02,3 out of 5 stars,F,10,10.3,0
Braelon Allen,RB,NYJ,MIN,17,7.1,0.4176,2 out of 5 stars,C,10,10.3,-0.4571428571428573
Isaiah Davis,RB,NYJ,MIN,10,0.2,0.02,2 out of 5 stars,F,10,10.3,0
C J Ham,RB,MIN,NYJ,10,0.5,0.05,3 out of 5 stars,F,10,10.3,0
Aaron Jones,RB,MIN,NYJ,29,14.7,0.5069,3 out of 5 stars,A,10,10.3,0.23157894736842097
Trent Sherfield Sr,WR,MIN,NYJ,10,0.8,0.08,3 out of 5 stars,F,10,10.3,0
Brandon Powell,WR,MIN,NYJ,10,2.9,0.29,3 out of 5 stars,F,10,10.3,0
Justin Jefferson,WR,MIN,NYJ,32,14.4,0.45,3 out of 5 stars,A+,10,10.3,0.18636363636363634
Trishton Jackson,WR,MIN,NYJ,10,0,0,3 out of 5 stars,F,10,10.3,0
Ty Chandler,RB,MIN,NYJ,15,5.2,0.3467,3 out of 5 stars,D,10,10.3,-1.02
Jalen Nailor,WR,MIN,NYJ,13,4.8,0.3692,3 out of 5 stars,F,10,10.3,-1.8333333333333337
Jordan Addison,WR,MIN,NYJ,24,8.4,0.35,3 out of 5 stars,C,10,10.3,-0.13571428571428573
Myles Gaskin,RB,MIN,NYJ,10,0,0,3 out of 5 stars,F,10,10.3,0
Amari Cooper,WR,CLE,WAS,24,11.1,0.4625,3 out of 5 stars,A-,10,10.3,0.057142857142857065
D Onta Foreman,RB,CLE,WAS,10,4.9,0.49,4 out of 5 stars,D-,10,10.3,0
Jerry Jeudy,WR,CLE,WAS,20,9.1,0.455,3 out of 5 stars,C+,10,10.3,-0.1200000000000001
James Proche II,WR,CLE,WAS,10,0.1,0.01,3 out of 5 stars,F,10,10.3,0
Elijah Moore,WR,CLE,WAS,10,5.3,0.53,3 out of 5 stars,F,10,10.3,0
Pierre Strong Jr,RB,CLE,WAS,10,0.3,0.03,4 out of 5 stars,F,10,10.3,0
Jerome Ford,RB,CLE,WAS,21,11.8,0.5619,4 out of 5 stars,B,10,10.3,0.13636363636363635
Cedric Tillman,WR,CLE,WAS,10,1.9,0.19,3 out of 5 stars,F,10,10.3,0
Jamari Thrash,WR,CLE,WAS,10,0,0,3 out of 5 stars,F,10,10.3,0
Jeremy McNichols,RB,WAS,CLE,10,2.4,0.24,4 out of 5 stars,F,10,10.3,0
Austin Ekeler,RB,WAS,CLE,19,6.7,0.3526,4 out of 5 stars,C,10,10.3,-0.4000000000000001
Terry McLaurin,WR,WAS,CLE,24,10.7,0.4458,2 out of 5 stars,B+,10,10.3,0.02857142857142847
Olamide Zaccheaus,WR,WAS,CLE,10,4.5,0.45,2 out of 5 stars,F,10,10.3,0
Dyami Brown,WR,WAS,CLE,10,3.3,0.33,2 out of 5 stars,F,10,10.3,0
Brian Robinson Jr,RB,WAS,CLE,28,13.4,0.4786,4 out of 5 stars,A-,10,10.3,0.1722222222222222
Luke McCaffrey,WR,WAS,CLE,10,4.8,0.48,2 out of 5 stars,F,10,10.3,0
Gary Brightwell,RB,CLE,WAS,10,0,0,4 out of 5 stars,F,10,10.3,0
Chris Rodriguez Jr,RB,WAS,CLE,10,0,0,4 out of 5 stars,F,10,10.3,0
Nelson Agholor,WR,BAL,CIN,10,4.2,0.42,4 out of 5 stars,F,10,10.3,0
Derrick Henry,RB,BAL,CIN,36,16.4,0.4556,4 out of 5 stars,A+,10,10.3,0.23461538461538453
Patrick Ricard,RB,BAL,CIN,10,0.6,0.06,4 out of 5 stars,F,10,10.3,0
Justice Hill,RB,BAL,CIN,17,6.7,0.3941,4 out of 5 stars,C,10,10.3,-0.5142857142857143
Deonte Harty,WR,BAL,CIN,10,0,0,4 out of 5 stars,F,10,10.3,0
Rashod Bateman,WR,BAL,CIN,14,6.2,0.4429,4 out of 5 stars,D,10,10.3,-1.0250000000000001
Tylan Wallace,WR,BAL,CIN,10,0.8,0.08,4 out of 5 stars,F,10,10.3,0
Zay Flowers,WR,BAL,CIN,24,11.1,0.4625,4 out of 5 stars,A-,10,10.3,0.057142857142857065
Devontez Walker,WR,BAL,CIN,10,0,0,4 out of 5 stars,F,10,10.3,0
Trayveon Williams,RB,CIN,BAL,10,0.1,0.01,3 out of 5 stars,F,10,10.3,0
Trenton Irwin,WR,CIN,BAL,10,0.1,0.01,3 out of 5 stars,F,10,10.3,0
