Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Bo Nix,QB,DEN,NO,26,14.7,0.5654,2 out of 5 stars,D,20,12.5,0.36666666666666653
Spencer Rattler,QB,NO,DEN,22,11.7,0.5318,2 out of 5 stars,F,20,12.5,-0.40000000000000036
Drake Maye,QB,NE,JAC,21,16.3,0.7762,4 out of 5 stars,C-,20,12.5,3.8000000000000007
Trevor Lawrence,QB,JAC,NE,26,16,0.6154,3 out of 5 stars,C-,20,12.5,0.5833333333333334
Jalen Hurts,QB,PHI,NYG,31,20.8,0.671,4 out of 5 stars,A,20,12.5,0.7545454545454546
Daniel Jones,QB,NYG,PHI,25,15.8,0.632,4 out of 5 stars,D+,20,12.5,0.6600000000000001
Geno Smith,QB,SEA,ATL,29,17.5,0.6034,3 out of 5 stars,B-,20,12.5,0.5555555555555556
Kirk Cousins,QB,ATL,SEA,27,17.2,0.637,5 out of 5 stars,C+,20,12.5,0.6714285714285714
C J Stroud,QB,HOU,GB,28,17.4,0.6214,3 out of 5 stars,B-,20,12.5,0.6124999999999998
Jordan Love,QB,GB,HOU,31,19,0.6129,2 out of 5 stars,A-,20,12.5,0.5909090909090909
Joe Burrow,QB,CIN,CLE,31,18.2,0.5871,3 out of 5 stars,B+,20,12.5,0.5181818181818181
Jameis Winston,QB,CLE,CIN,20,0.2,0.01,4 out of 5 stars,F,20,12.5,0
Deshaun Watson,QB,CLE,CIN,22,13.8,0.6273,4 out of 5 stars,F,20,12.5,0.6500000000000004
Jared Goff,QB,DET,MIN,28,16.6,0.5929,1 out of 5 stars,C,20,12.5,0.5125000000000002
Sam Darnold,QB,MIN,DET,28,17.9,0.6393,2 out of 5 stars,B,20,12.5,0.6749999999999998
Tyler Huntley,QB,MIA,IND,21,13.5,0.6429,4 out of 5 stars,F,20,12.5,1
Joe Flacco,QB,IND,MIA,27,0.2,0.0074,3 out of 5 stars,F,20,12.5,-1.7571428571428573
Anthony Richardson,QB,IND,MIA,27,16.8,0.6222,3 out of 5 stars,C,20,12.5,0.6142857142857144
Mason Rudolph,QB,TEN,BUF,20,0.2,0.01,3 out of 5 stars,F,20,12.5,0
Will Levis,QB,TEN,BUF,21,12.9,0.6143,3 out of 5 stars,F,20,12.5,0.40000000000000036
Josh Allen,QB,BUF,TEN,33,19.8,0.6,3 out of 5 stars,A,20,12.5,0.5615384615384615
Gardner Minshew II,QB,LV,LA,20,0.2,0.01,4 out of 5 stars,F,20,12.5,0
Aidan O Connell,QB,LV,LA,24,13.3,0.5542,4 out of 5 stars,F,20,12.5,0.20000000000000018
Matthew Stafford,QB,LA,LV,22,15.1,0.6864,4 out of 5 stars,D,20,12.5,1.2999999999999998
Andy Dalton,QB,CAR,WAS,24,15.4,0.6417,5 out of 5 stars,D,20,12.5,0.7250000000000001
Jayden Daniels,QB,WAS,CAR,36,21.7,0.6028,5 out of 5 stars,A,20,12.5,0.575
Patrick Mahomes,QB,KC,SF,28,16.9,0.6036,3 out of 5 stars,C,20,12.5,0.5499999999999998
Brock Purdy,QB,SF,KC,28,17.7,0.6321,2 out of 5 stars,B,20,12.5,0.6499999999999999
Aaron Rodgers,QB,NYJ,PIT,25,14.1,0.564,3 out of 5 stars,D-,20,12.5,0.31999999999999995
Russell Wilson,QB,PIT,NYJ,20,12.5,0.625,2 out of 5 stars,F,20,12.5,0
Justin Fields,QB,PIT,NYJ,30,0.2,0.0067,2 out of 5 stars,F,20,12.5,-1.23
Lamar Jackson,QB,BAL,TB,38,23.1,0.6079,3 out of 5 stars,A+,20,12.5,0.588888888888889
Baker Mayfield,QB,TB,BAL,30,18.6,0.62,3 out of 5 stars,B+,20,12.5,0.6100000000000001
Justin Herbert,QB,LAC,ARI,23,14.4,0.6261,3 out of 5 stars,D-,20,12.5,0.6333333333333334
Kyler Murray,QB,ARI,LAC,29,17,0.5862,2 out of 5 stars,C+,20,12.5,0.5
Michael Burton,RB,DEN,NO,10,0.1,0.01,4 out of 5 stars,F,10,9.5,0
Courtland Sutton,WR,DEN,NO,22,8.8,0.4,2 out of 5 stars,C,10,9.5,-0.05833333333333327
Lil Jordan Humphrey,WR,DEN,NO,11,2.4,0.2182,2 out of 5 stars,F,10,9.5,-7.1
Javonte Williams,RB,DEN,NO,20,10.9,0.545,4 out of 5 stars,C+,10,9.5,0.14000000000000004
Marvin Mims Jr,WR,DEN,NO,10,1.5,0.15,2 out of 5 stars,F,10,9.5,0
Jaleel McLaughlin,RB,DEN,NO,12,6.2,0.5167,4 out of 5 stars,D-,10,9.5,-1.65
Troy Franklin,WR,DEN,NO,10,5.1,0.51,2 out of 5 stars,F,10,9.5,0
Devaughn Vele,WR,DEN,NO,17,5.7,0.3353,2 out of 5 stars,F,10,9.5,-0.5428571428571428
Blake Watson,RB,DEN,NO,10,0,0,4 out of 5 stars,F,10,9.5,0
Alvin Kamara,RB,NO,DEN,32,14.8,0.4625,2 out of 5 stars,A,10,9.5,0.24090909090909093
Jamaal Williams,RB,NO,DEN,10,3.2,0.32,2 out of 5 stars,F,10,9.5,0
Cedrick Wilson Jr,WR,NO,DEN,10,3.7,0.37,3 out of 5 stars,F,10,9.5,0
Adam Prentice,RB,NO,DEN,10,0,0,2 out of 5 stars,F,10,9.5,0
Jordan Mims,RB,NO,DEN,10,0.4,0.04,2 out of 5 stars,F,10,9.5,0
Bub Means,WR,NO,DEN,10,6.9,0.69,3 out of 5 stars,D+,10,9.5,0
Mason Tipton,WR,NO,DEN,10,3.6,0.36,3 out of 5 stars,F,10,9.5,0
Audric Estime,RB,DEN,NO,10,3,0.3,4 out of 5 stars,F,10,9.5,0
Kendre Miller,RB,NO,DEN,10,2.5,0.25,2 out of 5 stars,F,10,9.5,0
Kendrick Bourne,WR,NE,JAC,12,4.5,0.375,4 out of 5 stars,F,10,9.5,-2.5
Antonio Gibson,RB,NE,JAC,14,8.7,0.6214,4 out of 5 stars,C-,10,9.5,-0.20000000000000018
K J Osborn,WR,NE,JAC,10,0.6,0.06,4 out of 5 stars,F,10,9.5,0
JaMycal Hasty,RB,NE,JAC,10,2.7,0.27,4 out of 5 stars,F,10,9.5,0
Rhamondre Stevenson,RB,NE,JAC,25,4.9,0.196,4 out of 5 stars,C-,10,9.5,-0.30666666666666664
Tyquan Thornton,WR,NE,JAC,10,0,0,4 out of 5 stars,F,10,9.5,0
DeMario Douglas,WR,NE,JAC,19,9.2,0.4842,4 out of 5 stars,C+,10,9.5,-0.03333333333333341
Kayshon Boutte,WR,NE,JAC,11,5,0.4545,4 out of 5 stars,F,10,9.5,-4.5
Ja Lynn Polk,WR,NE,JAC,10,5.3,0.53,4 out of 5 stars,F,10,9.5,0
Christian Kirk,WR,JAC,NE,23,9.2,0.4,4 out of 5 stars,C+,10,9.5,-0.02307692307692313
D Ernest Johnson,RB,JAC,NE,11,6.3,0.5727,4 out of 5 stars,D,10,9.5,-3.2
Gabe Davis,WR,JAC,NE,15,7.4,0.4933,4 out of 5 stars,D,10,9.5,-0.41999999999999993
Travis Etienne Jr,RB,JAC,NE,10,1.1,0.11,4 out of 5 stars,F,10,9.5,0
Tim Jones,WR,JAC,NE,10,0.2,0.02,4 out of 5 stars,F,10,9.5,0
Tank Bigsby,RB,JAC,NE,19,11.5,0.6053,4 out of 5 stars,B-,10,9.5,0.2222222222222222
Parker Washington,WR,JAC,NE,10,1,0.1,4 out of 5 stars,F,10,9.5,0
Brian Thomas Jr,WR,JAC,NE,27,10.7,0.3963,4 out of 5 stars,B+,10,9.5,0.0705882352941176
Terrell Jennings,RB,NE,JAC,10,0.1,0.01,4 out of 5 stars,F,10,9.5,0
Saquon Barkley,RB,PHI,NYG,34,18.5,0.5441,2 out of 5 stars,A+,10,9.5,0.375
A J Brown,WR,PHI,NYG,30,14.2,0.4733,3 out of 5 stars,A+,10,9.5,0.23499999999999996
DeVonta Smith,WR,PHI,NYG,28,10.9,0.3893,3 out of 5 stars,A-,10,9.5,0.07777777777777779
Kenneth Gainwell,RB,PHI,NYG,10,3.1,0.31,2 out of 5 stars,F,10,9.5,0
Jahan Dotson,WR,PHI,NYG,10,2.2,0.22,3 out of 5 stars,F,10,9.5,0
Will Shipley,RB,PHI,NYG,10,0.2,0.02,2 out of 5 stars,F,10,9.5,0
Johnny Wilson,WR,PHI,NYG,10,0.4,0.04,3 out of 5 stars,F,10,9.5,0
Devin Singletary,RB,NYG,PHI,25,8.4,0.336,4 out of 5 stars,C-,10,9.5,-0.0733333333333333
Darius Slayton,WR,NYG,PHI,18,6.3,0.35,3 out of 5 stars,D,10,9.5,-0.4
Wan Dale Robinson,WR,NYG,PHI,24,8.8,0.3667,3 out of 5 stars,C,10,9.5,-0.04999999999999995
Jalin Hyatt,WR,NYG,PHI,10,0.8,0.08,3 out of 5 stars,F,10,9.5,0
Eric Gray,RB,NYG,PHI,10,2,0.2,4 out of 5 stars,F,10,9.5,0
Malik Nabers,WR,NYG,PHI,33,13.6,0.4121,3 out of 5 stars,A+,10,9.5,0.1782608695652174
Tyrone Tracy Jr,RB,NYG,PHI,17,10.5,0.6176,4 out of 5 stars,C,10,9.5,0.14285714285714285
Parris Campbell,WR,PHI,NYG,10,0.4,0.04,3 out of 5 stars,F,10,9.5,0
Isaiah Hodgins,WR,NYG,PHI,10,0,0,3 out of 5 stars,F,10,9.5,0
Tyler Lockett,WR,SEA,ATL,22,8.5,0.3864,4 out of 5 stars,C,10,9.5,-0.08333333333333333
DK Metcalf,WR,SEA,ATL,26,13.1,0.5038,4 out of 5 stars,A,10,9.5,0.22499999999999998
Laviska Shenault Jr,WR,SEA,ATL,10,0.7,0.07,4 out of 5 stars,F,10,9.5,0
Kenneth Walker III,RB,SEA,ATL,31,16.1,0.5194,3 out of 5 stars,A,10,9.5,0.31428571428571433
Jaxon Smith Njigba,WR,SEA,ATL,22,9.8,0.4455,4 out of 5 stars,B,10,9.5,0.02500000000000006
Zach Charbonnet,RB,SEA,ATL,17,8.2,0.4824,3 out of 5 stars,D+,10,9.5,-0.1857142857142858
Kenny McIntosh,RB,SEA,ATL,10,0,0,3 out of 5 stars,F,10,9.5,0
Jake Bobo,WR,SEA,ATL,10,2.2,0.22,4 out of 5 stars,F,10,9.5,0
KhaDarel Hodge,WR,ATL,SEA,10,2.3,0.23,3 out of 5 stars,F,10,9.5,0
Darnell Mooney,WR,ATL,SEA,23,10.3,0.4478,3 out of 5 stars,B,10,9.5,0.06153846153846159
Avery Williams,RB,ATL,SEA,10,0,0,4 out of 5 stars,F,10,9.5,0
Drake London,WR,ATL,SEA,31,13.1,0.4226,3 out of 5 stars,A,10,9.5,0.1714285714285714
Tyler Allgeier,RB,ATL,SEA,18,9.2,0.5111,4 out of 5 stars,C,10,9.5,-0.03750000000000009
Bijan Robinson,RB,ATL,SEA,29,16,0.5517,4 out of 5 stars,A,10,9.5,0.34210526315789475
Casey Washington,WR,ATL,SEA,10,0,0,3 out of 5 stars,F,10,9.5,0
Robert Woods,WR,HOU,GB,10,1.5,0.15,3 out of 5 stars,F,10,9.5,0
Stefon Diggs,WR,HOU,GB,28,12.8,0.4571,3 out of 5 stars,A,10,9.5,0.18333333333333338
Joe Mixon,RB,HOU,GB,33,14.5,0.4394,3 out of 5 stars,A,10,9.5,0.21739130434782608
Dare Ogunbowale,RB,HOU,GB,10,1.8,0.18,3 out of 5 stars,F,10,9.5,0
Cam Akers,RB,MIN,GB,10,0.9,0.09,2 out of 5 stars,F,10,9.5,0
John Metchie III,WR,HOU,GB,10,1.7,0.17,3 out of 5 stars,F,10,9.5,0
Dameon Pierce,RB,HOU,GB,10,4.2,0.42,3 out of 5 stars,F,10,9.5,0
Tank Dell,WR,HOU,GB,24,10.5,0.4375,3 out of 5 stars,B+,10,9.5,0.07142857142857142
Xavier Hutchinson,WR,HOU,GB,10,4.3,0.43,3 out of 5 stars,F,10,9.5,0
Josh Jacobs,RB,GB,HOU,27,13.2,0.4889,2 out of 5 stars,A-,10,9.5,0.21764705882352936
Christian Watson,WR,GB,HOU,19,8.6,0.4526,3 out of 5 stars,C,10,9.5,-0.10000000000000003
Romeo Doubs,WR,GB,HOU,20,9.3,0.465,3 out of 5 stars,C+,10,9.5,-0.019999999999999928
Bo Melton,WR,GB,HOU,10,2.9,0.29,3 out of 5 stars,F,10,9.5,0
Jayden Reed,WR,GB,HOU,29,12.7,0.4379,3 out of 5 stars,A,10,9.5,0.16842105263157892
Dontayvion Wicks,WR,GB,HOU,16,3.3,0.2062,3 out of 5 stars,F,10,9.5,-1.0333333333333334
Malik Heath,WR,GB,HOU,10,1.5,0.15,3 out of 5 stars,F,10,9.5,0
Chris Brooks,RB,GB,HOU,10,0.2,0.02,2 out of 5 stars,F,10,9.5,0
Emanuel Wilson,RB,GB,HOU,10,6.3,0.63,2 out of 5 stars,D-,10,9.5,0
Trayveon Williams,RB,CIN,CLE,10,0,0,4 out of 5 stars,F,10,9.5,0
Trenton Irwin,WR,CIN,CLE,10,0.1,0.01,3 out of 5 stars,F,10,9.5,0
Tee Higgins,WR,CIN,CLE,28,11.6,0.4143,3 out of 5 stars,A-,10,9.5,0.11666666666666664
Zack Moss,RB,CIN,CLE,21,9.4,0.4476,4 out of 5 stars,C,10,9.5,-0.00909090909090906
Ja Marr Chase,WR,CIN,CLE,33,14.8,0.4485,3 out of 5 stars,A+,10,9.5,0.23043478260869568
Charlie Jones,WR,CIN,CLE,10,0.1,0.01,3 out of 5 stars,F,10,9.5,0
Chase Brown,RB,CIN,CLE,25,11.8,0.472,4 out of 5 stars,B-,10,9.5,0.15333333333333338
Andrei Iosivas,WR,CIN,CLE,15,6.3,0.42,3 out of 5 stars,D-,10,9.5,-0.64
Jermaine Burton,WR,CIN,CLE,10,0.1,0.01,3 out of 5 stars,F,10,9.5,0
Amari Cooper,WR,BUF,CLE,25,9.5,0.38,2 out of 5 stars,C+,10,9.5,0
D Onta Foreman,RB,CLE,CIN,10,4.5,0.45,3 out of 5 stars,F,10,9.5,0
Jerry Jeudy,WR,CLE,CIN,16,8.1,0.5062,3 out of 5 stars,C,10,9.5,-0.2333333333333334
Elijah Moore,WR,CLE,CIN,10,5,0.5,3 out of 5 stars,F,10,9.5,0
Pierre Strong Jr,RB,CLE,CIN,10,3.7,0.37,3 out of 5 stars,F,10,9.5,0
Jerome Ford,RB,CLE,CIN,18,1.5,0.0833,3 out of 5 stars,F,10,9.5,-1
Cedric Tillman,WR,CLE,CIN,10,3.3,0.33,3 out of 5 stars,F,10,9.5,0
Jamari Thrash,WR,CLE,CIN,10,0,0,3 out of 5 stars,F,10,9.5,0
Nick Chubb,RB,CLE,CIN,10,9.5,0.95,3 out of 5 stars,C,10,9.5,0
Jaelon Darden,WR,CLE,CIN,10,0.2,0.02,3 out of 5 stars,F,10,9.5,0
Kalif Raymond,WR,DET,MIN,10,1.9,0.19,2 out of 5 stars,F,10,9.5,0
Tim Patrick,WR,DET,MIN,11,4.9,0.4455,2 out of 5 stars,F,10,9.5,-4.6
David Montgomery,RB,DET,MIN,29,12.9,0.4448,2 out of 5 stars,B+,10,9.5,0.17894736842105266
Craig Reynolds,RB,DET,MIN,10,0.1,0.01,2 out of 5 stars,F,10,9.5,0
Amon Ra St Brown,WR,DET,MIN,32,14.4,0.45,2 out of 5 stars,A+,10,9.5,0.22272727272727275
Jameson Williams,WR,DET,MIN,27,10.4,0.3852,2 out of 5 stars,B,10,9.5,0.052941176470588255
Jahmyr Gibbs,RB,DET,MIN,29,13,0.4483,2 out of 5 stars,B+,10,9.5,0.18421052631578946
Sione Vaki,RB,DET,MIN,10,0,0,2 out of 5 stars,F,10,9.5,0
C J Ham,RB,MIN,DET,10,0.5,0.05,2 out of 5 stars,F,10,9.5,0
Aaron Jones,RB,MIN,DET,29,5.4,0.1862,2 out of 5 stars,C-,10,9.5,-0.2157894736842105
Trent Sherfield Sr,WR,MIN,DET,10,0.2,0.02,2 out of 5 stars,F,10,9.5,0
Brandon Powell,WR,MIN,DET,10,0.7,0.07,2 out of 5 stars,F,10,9.5,0
Justin Jefferson,WR,MIN,DET,32,16.2,0.5062,2 out of 5 stars,A+,10,9.5,0.3045454545454545
Ty Chandler,RB,MIN,DET,15,9.7,0.6467,2 out of 5 stars,C,10,9.5,0.039999999999999855
Jalen Nailor,WR,MIN,DET,14,3.5,0.25,2 out of 5 stars,F,10,9.5,-1.5
Jordan Addison,WR,MIN,DET,25,10,0.4,2 out of 5 stars,B,10,9.5,0.03333333333333333
Myles Gaskin,RB,MIN,DET,10,0.3,0.03,2 out of 5 stars,F,10,9.5,0
Odell Beckham Jr,WR,MIA,IND,10,2,0.2,4 out of 5 stars,F,10,9.5,0
Raheem Mostert,RB,MIA,IND,22,9.1,0.4136,2 out of 5 stars,C,10,9.5,-0.03333333333333336
Tyreek Hill,WR,MIA,IND,24,10.6,0.4417,4 out of 5 stars,B+,10,9.5,0.07857142857142854
Braxton Berrios,WR,MIA,IND,10,0.3,0.03,4 out of 5 stars,F,10,9.5,0
Jeff Wilson Jr,RB,MIA,IND,10,0,0,2 out of 5 stars,F,10,9.5,0
Alec Ingold,RB,MIA,IND,10,0.6,0.06,2 out of 5 stars,F,10,9.5,0
Jaylen Waddle,WR,MIA,IND,19,8.4,0.4421,4 out of 5 stars,C,10,9.5,-0.12222222222222218
