Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Caleb Williams,QB,CHI,DET,24,16.2,0.675,2 out of 5 stars,D,20,15,0.2999999999999998
Jared Goff,QB,DET,CHI,25,17.8,0.712,2 out of 5 stars,C,20,15,0.5600000000000002
Drew Lock,QB,NYG,DAL,20,11.4,0.57,4 out of 5 stars,F,20,15,0
Tommy DeVito,QB,NYG,DAL,20,0.8,0.04,4 out of 5 stars,F,20,15,0
Cooper Rush,QB,DAL,NYG,20,13.3,0.665,4 out of 5 stars,F,20,15,0
Trey Lance,QB,DAL,NYG,20,0.2,0.01,4 out of 5 stars,F,20,15,0
Tua Tagovailoa,QB,MIA,GB,27,16.5,0.6111,2 out of 5 stars,C-,20,15,0.21428571428571427
Jordan Love,QB,GB,MIA,25,17,0.68,3 out of 5 stars,C,20,15,0.4
Desmond Ridder,QB,LV,KC,20,0.4,0.02,2 out of 5 stars,F,20,15,0
Patrick Mahomes,QB,KC,LV,31,19.1,0.6161,4 out of 5 stars,A,20,15,0.37272727272727285
Aidan O Connell,QB,LV,KC,20,12.6,0.63,2 out of 5 stars,F,20,15,0
Geno Smith,QB,SEA,NYJ,25,16.7,0.668,3 out of 5 stars,C-,20,15,0.33999999999999986
Aaron Rodgers,QB,NYJ,SEA,22,15.2,0.6909,2 out of 5 stars,F,20,15,0.09999999999999964
Tyrod Taylor,QB,NYJ,SEA,20,0.1,0.005,2 out of 5 stars,F,20,15,0
Russell Wilson,QB,PIT,CIN,24,16,0.6667,4 out of 5 stars,D,20,15,0.25
Justin Fields,QB,PIT,CIN,20,0.2,0.01,4 out of 5 stars,F,20,15,0
Joe Burrow,QB,CIN,PIT,35,18.9,0.54,1 out of 5 stars,B+,20,15,0.2599999999999999
Anthony Richardson,QB,IND,NE,25,18,0.72,5 out of 5 stars,C+,20,15,0.6
Drake Maye,QB,NE,IND,23,16.4,0.713,4 out of 5 stars,D+,20,15,0.4666666666666662
Kyler Murray,QB,ARI,MIN,29,18.2,0.6276,3 out of 5 stars,B-,20,15,0.35555555555555546
Sam Darnold,QB,MIN,ARI,27,17.2,0.637,2 out of 5 stars,C,20,15,0.31428571428571417
Will Levis,QB,TEN,WAS,20,15,0.75,5 out of 5 stars,F,20,15,0
Jayden Daniels,QB,WAS,TEN,32,20.2,0.6312,3 out of 5 stars,A,20,15,0.4333333333333333
Justin Herbert,QB,LAC,ATL,28,19.7,0.7036,4 out of 5 stars,A-,20,15,0.5874999999999999
Kirk Cousins,QB,ATL,LAC,24,15.9,0.6625,3 out of 5 stars,D-,20,15,0.2250000000000001
C J Stroud,QB,HOU,JAC,23,18.5,0.8043,5 out of 5 stars,B,20,15,1.1666666666666667
Trevor Lawrence,QB,JAC,HOU,26,14.4,0.5538,3 out of 5 stars,F,20,15,-0.09999999999999994
Mac Jones,QB,JAC,HOU,20,0.2,0.01,3 out of 5 stars,F,20,15,0
Baker Mayfield,QB,TB,CAR,31,18.6,0.6,5 out of 5 stars,B+,20,15,0.3272727272727274
Bryce Young,QB,CAR,TB,20,14.7,0.735,4 out of 5 stars,F,20,15,0
Matthew Stafford,QB,LA,NO,24,17.5,0.7292,2 out of 5 stars,C,20,15,0.625
Derek Carr,QB,NO,LA,23,15.7,0.6826,3 out of 5 stars,F,20,15,0.2333333333333331
Jalen Hurts,QB,PHI,BAL,37,22,0.5946,3 out of 5 stars,A+,20,15,0.4117647058823529
Lamar Jackson,QB,BAL,PHI,38,20.8,0.5474,1 out of 5 stars,A,20,15,0.32222222222222224
Brandon Allen,QB,SF,BUF,20,3.3,0.165,2 out of 5 stars,F,20,15,0
Brock Purdy,QB,SF,BUF,28,14,0.5,2 out of 5 stars,F,20,15,-0.125
Josh Allen,QB,BUF,SF,35,21.5,0.6143,2 out of 5 stars,A,20,15,0.43333333333333335
Jameis Winston,QB,CLE,DEN,22,15.4,0.7,2 out of 5 stars,F,20,15,0.20000000000000018
Bo Nix,QB,DEN,CLE,29,18.4,0.6345,4 out of 5 stars,B,20,15,0.3777777777777776
Keenan Allen,WR,CHI,DET,21,9.4,0.4476,2 out of 5 stars,C+,10,8.3,0.09999999999999996
DeAndre Carter,WR,CHI,DET,10,0.3,0.03,2 out of 5 stars,F,10,8.3,0
DJ Moore,WR,CHI,DET,26,10.2,0.3923,2 out of 5 stars,B,10,8.3,0.11874999999999991
Travis Homer,RB,CHI,DET,10,0.1,0.01,2 out of 5 stars,F,10,8.3,0
D Andre Swift,RB,CHI,DET,27,11.3,0.4185,2 out of 5 stars,C+,10,8.3,0.17647058823529413
Roschon Johnson,RB,CHI,DET,14,5.5,0.3929,2 out of 5 stars,D,10,8.3,-0.7000000000000002
Rome Odunze,WR,CHI,DET,20,9.1,0.455,2 out of 5 stars,C,10,8.3,0.07999999999999989
Kalif Raymond,WR,DET,CHI,10,1.6,0.16,3 out of 5 stars,F,10,8.3,0
Tim Patrick,WR,DET,CHI,10,4.7,0.47,3 out of 5 stars,F,10,8.3,0
David Montgomery,RB,DET,CHI,29,13,0.4483,4 out of 5 stars,B,10,8.3,0.24736842105263154
Craig Reynolds,RB,DET,CHI,10,0.9,0.09,4 out of 5 stars,F,10,8.3,0
Amon Ra St Brown,WR,DET,CHI,36,13.8,0.3833,3 out of 5 stars,A+,10,8.3,0.21153846153846154
