Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Jordan Love,QB,GB,DET,27,17.2,0.637,2 out of 5 stars,B+,20,16.1,0.15714285714285683
Malik Willis,QB,GB,DET,20,0.1,0.005,2 out of 5 stars,F,20,16.1,0
Jared Goff,QB,DET,GB,26,16.9,0.65,2 out of 5 stars,B,20,16.1,0.13333333333333286
Hendon Hooker,QB,DET,GB,20,0.1,0.005,2 out of 5 stars,F,20,16.1,0
Kirk Cousins,QB,ATL,MIN,21,14.4,0.6857,3 out of 5 stars,D,20,16.1,-1.700000000000001
Michael Penix Jr,QB,ATL,MIN,20,0.1,0.005,3 out of 5 stars,F,20,16.1,0
Sam Darnold,QB,MIN,ATL,28,19.5,0.6964,4 out of 5 stars,A,20,16.1,0.4249999999999998
Derek Carr,QB,NO,NYG,24,14.7,0.6125,4 out of 5 stars,D,20,16.1,-0.35000000000000053
Drew Lock,QB,NYG,NO,20,12.4,0.62,2 out of 5 stars,F,20,16.1,0
Tommy DeVito,QB,NYG,NO,20,0.2,0.01,2 out of 5 stars,F,20,16.1,0
Mac Jones,QB,JAC,TEN,20,13.4,0.67,3 out of 5 stars,F,20,16.1,0
Will Levis,QB,TEN,JAC,20,16.1,0.805,5 out of 5 stars,C+,20,16.1,0
Desmond Ridder,QB,LV,TB,20,0.2,0.01,4 out of 5 stars,F,20,16.1,0
Baker Mayfield,QB,TB,LV,28,17.9,0.6393,4 out of 5 stars,A-,20,16.1,0.22499999999999964
Kyle Trask,QB,TB,LV,20,0.1,0.005,4 out of 5 stars,F,20,16.1,0
Aidan O Connell,QB,LV,TB,22,14.1,0.6409,4 out of 5 stars,D,20,16.1,-1.0000000000000009
Jameis Winston,QB,CLE,PIT,23,15.3,0.6652,1 out of 5 stars,C-,20,16.1,-0.2666666666666669
Russell Wilson,QB,PIT,CLE,28,16.3,0.5821,4 out of 5 stars,B-,20,16.1,0.02499999999999991
Justin Fields,QB,PIT,CLE,20,0.8,0.04,4 out of 5 stars,F,20,16.1,0
Bryce Young,QB,CAR,PHI,21,13,0.619,1 out of 5 stars,F,20,16.1,-3.1000000000000014
Jalen Hurts,QB,PHI,CAR,38,21.9,0.5763,5 out of 5 stars,A+,20,16.1,0.3222222222222221
Aaron Rodgers,QB,NYJ,MIA,20,13.7,0.685,3 out of 5 stars,D-,20,16.1,0
Tyrod Taylor,QB,NYJ,MIA,20,0.1,0.005,3 out of 5 stars,F,20,16.1,0
Tua Tagovailoa,QB,MIA,NYJ,30,17.4,0.58,3 out of 5 stars,B,20,16.1,0.12999999999999973
Geno Smith,QB,SEA,ARI,25,15.8,0.632,2 out of 5 stars,C,20,16.1,-0.060000000000000143
Kyler Murray,QB,ARI,SEA,29,18.6,0.6414,2 out of 5 stars,A,20,16.1,0.2777777777777778
Josh Allen,QB,BUF,LA,39,22.5,0.5769,3 out of 5 stars,A+,20,16.1,0.33684210526315783
Matthew Stafford,QB,LA,BUF,24,15.6,0.65,2 out of 5 stars,C,20,16.1,-0.12500000000000044
Caleb Williams,QB,CHI,SF,27,16.4,0.6074,2 out of 5 stars,B-,20,16.1,0.04285714285714245
Brandon Allen,QB,SF,CHI,20,0.2,0.01,2 out of 5 stars,F,20,16.1,0
Joshua Dobbs,QB,SF,CHI,20,0.1,0.005,2 out of 5 stars,F,20,16.1,0
Brock Purdy,QB,SF,CHI,29,16.7,0.5759,2 out of 5 stars,B,20,16.1,0.06666666666666643
Justin Herbert,QB,LAC,KC,25,16.5,0.66,3 out of 5 stars,B-,20,16.1,0.07999999999999971
Patrick Mahomes,QB,KC,LAC,29,17.7,0.6103,3 out of 5 stars,B+,20,16.1,0.17777777777777753
Joe Burrow,QB,CIN,DAL,39,20.4,0.5231,4 out of 5 stars,A,20,16.1,0.22631578947368405
Cooper Rush,QB,DAL,CIN,20,15,0.75,4 out of 5 stars,D+,20,16.1,0
Trey Lance,QB,DAL,CIN,20,0.4,0.02,4 out of 5 stars,F,20,16.1,0
Josh Jacobs,RB,GB,DET,37,15.6,0.4216,2 out of 5 stars,A,10,13.8,0.06666666666666662
Christian Watson,WR,GB,DET,17,9.4,0.5529,2 out of 5 stars,B-,10,13.8,-0.6285714285714287
Bo Melton,WR,GB,DET,10,2.8,0.28,2 out of 5 stars,F,10,13.8,0
Jayden Reed,WR,GB,DET,25,11.7,0.468,2 out of 5 stars,A-,10,13.8,-0.1400000000000001
Dontayvion Wicks,WR,GB,DET,10,8.5,0.85,2 out of 5 stars,C+,10,13.8,0
Malik Heath,WR,GB,DET,10,0.9,0.09,2 out of 5 stars,F,10,13.8,0
Chris Brooks,RB,GB,DET,10,4.5,0.45,2 out of 5 stars,D-,10,13.8,0
Emanuel Wilson,RB,GB,DET,10,3.4,0.34,2 out of 5 stars,F,10,13.8,0
Tim Patrick,WR,DET,GB,10,5.4,0.54,3 out of 5 stars,D,10,13.8,0
David Montgomery,RB,DET,GB,29,13.7,0.4724,3 out of 5 stars,B+,10,13.8,-0.005263157894736917
Craig Reynolds,RB,DET,GB,10,0.8,0.08,3 out of 5 stars,F,10,13.8,0
Amon Ra St Brown,WR,DET,GB,34,14.7,0.4324,3 out of 5 stars,A+,10,13.8,0.03749999999999994
Jameson Williams,WR,DET,GB,24,9.9,0.4125,3 out of 5 stars,B,10,13.8,-0.2785714285714286
Jahmyr Gibbs,RB,DET,GB,34,15,0.4412,3 out of 5 stars,A,10,13.8,0.04999999999999997
Sione Vaki,RB,DET,GB,10,0.3,0.03,3 out of 5 stars,F,10,13.8,0
KhaDarel Hodge,WR,ATL,MIN,10,0.7,0.07,3 out of 5 stars,F,10,13.8,0
Darnell Mooney,WR,ATL,MIN,22,9.8,0.4455,3 out of 5 stars,B-,10,13.8,-0.3333333333333333
Avery Williams,RB,ATL,MIN,10,0,0,1 out of 5 stars,F,10,13.8,0
Drake London,WR,ATL,MIN,29,12.8,0.4414,3 out of 5 stars,A,10,13.8,-0.05263157894736842
Tyler Allgeier,RB,ATL,MIN,13,4.9,0.3769,1 out of 5 stars,D,10,13.8,-2.966666666666667
Bijan Robinson,RB,ATL,MIN,36,16,0.4444,1 out of 5 stars,A,10,13.8,0.08461538461538459
Casey Washington,WR,ATL,MIN,10,0,0,3 out of 5 stars,F,10,13.8,0
Jase McClellan,RB,ATL,MIN,10,0,0,1 out of 5 stars,F,10,13.8,0
C J Ham,RB,MIN,ATL,10,0.3,0.03,3 out of 5 stars,F,10,13.8,0
Aaron Jones Sr,RB,MIN,ATL,28,13.1,0.4679,3 out of 5 stars,B,10,13.8,-0.038888888888888945
Trent Sherfield Sr,WR,MIN,ATL,10,0.8,0.08,5 out of 5 stars,F,10,13.8,0
Brandon Powell,WR,MIN,ATL,10,0.8,0.08,5 out of 5 stars,F,10,13.8,0
Justin Jefferson,WR,MIN,ATL,32,15.1,0.4719,5 out of 5 stars,A+,10,13.8,0.05909090909090904
Cam Akers,RB,MIN,ATL,12,5.5,0.4583,3 out of 5 stars,C-,10,13.8,-4.15
Ty Chandler,RB,MIN,ATL,10,1.4,0.14,3 out of 5 stars,F,10,13.8,0
Jalen Nailor,WR,MIN,ATL,10,4.4,0.44,5 out of 5 stars,D,10,13.8,0
Jordan Addison,WR,MIN,ATL,24,9.7,0.4042,5 out of 5 stars,B-,10,13.8,-0.292857142857143
Alvin Kamara,RB,NO,NYG,34,18.5,0.5441,4 out of 5 stars,A+,10,13.8,0.1958333333333333
Jamaal Williams,RB,NO,NYG,10,2.9,0.29,4 out of 5 stars,F,10,13.8,0
Marquez Valdes Scantling,WR,NO,NYG,21,8.4,0.4,3 out of 5 stars,C,10,13.8,-0.49090909090909096
Cedrick Wilson Jr,WR,NO,NYG,10,3.5,0.35,3 out of 5 stars,F,10,13.8,0
Adam Prentice,RB,NO,NYG,10,0.3,0.03,4 out of 5 stars,F,10,13.8,0
Jordan Mims,RB,NO,NYG,10,0.1,0.01,4 out of 5 stars,F,10,13.8,0
Mason Tipton,WR,NO,NYG,10,1.1,0.11,3 out of 5 stars,F,10,13.8,0
Devin Singletary,RB,NYG,NO,13,5.3,0.4077,5 out of 5 stars,D+,10,13.8,-2.8333333333333335
Darius Slayton,WR,NYG,NO,14,5.9,0.4214,3 out of 5 stars,D+,10,13.8,-1.975
Ihmir Smith Marsette,WR,NYG,NO,10,0,0,3 out of 5 stars,F,10,13.8,0
Wan Dale Robinson,WR,NYG,NO,14,6.9,0.4929,3 out of 5 stars,C,10,13.8,-1.725
Jalin Hyatt,WR,NYG,NO,10,2.4,0.24,3 out of 5 stars,F,10,13.8,0
Eric Gray,RB,NYG,NO,10,1.4,0.14,5 out of 5 stars,F,10,13.8,0
Bryce Ford Wheaton,WR,NYG,NO,10,0,0,3 out of 5 stars,F,10,13.8,0
Malik Nabers,WR,NYG,NO,26,10.3,0.3962,3 out of 5 stars,A-,10,13.8,-0.21875
Tyrone Tracy Jr,RB,NYG,NO,24,12.8,0.5333,5 out of 5 stars,B,10,13.8,-0.07142857142857142
Kevin Austin Jr,WR,NO,NYG,10,3.6,0.36,3 out of 5 stars,F,10,13.8,0
Kendre Miller,RB,NO,NYG,10,1.8,0.18,4 out of 5 stars,F,10,13.8,0
Devin Duvernay,WR,JAC,TEN,10,2.9,0.29,2 out of 5 stars,F,10,13.8,0
Travis Etienne Jr,RB,JAC,TEN,15,9.9,0.66,3 out of 5 stars,C+,10,13.8,-0.78
Tim Jones,WR,JAC,TEN,10,0.7,0.07,2 out of 5 stars,F,10,13.8,0
Tank Bigsby,RB,JAC,TEN,15,8.4,0.56,3 out of 5 stars,C,10,13.8,-1.08
Parker Washington,WR,JAC,TEN,13,6.8,0.5231,2 out of 5 stars,C,10,13.8,-2.3333333333333335
Brian Thomas Jr,WR,JAC,TEN,23,10.6,0.4609,2 out of 5 stars,B,10,13.8,-0.24615384615384622
Keilan Robinson,RB,JAC,TEN,10,0.3,0.03,3 out of 5 stars,F,10,13.8,0
Tyler Boyd,WR,TEN,JAC,10,4.9,0.49,4 out of 5 stars,D-,10,13.8,0
Calvin Ridley,WR,TEN,JAC,25,12.2,0.488,4 out of 5 stars,A,10,13.8,-0.10666666666666676
