Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Russell Wilson,QB,PIT,CLE,26,14.1,0.5423,4 out of 5 stars,D,20,14.4,-0.05000000000000012
Justin Fields,QB,PIT,CLE,20,0.7,0.035,4 out of 5 stars,F,20,14.4,0
Jameis Winston,QB,CLE,PIT,30,13.6,0.4533,1 out of 5 stars,D-,20,14.4,-0.08000000000000007
Baker Mayfield,QB,TB,NYG,32,16.9,0.5281,5 out of 5 stars,B,20,14.4,0.20833333333333318
Drew Lock,QB,NYG,TB,20,0.1,0.005,4 out of 5 stars,F,20,14.4,0
Tommy DeVito,QB,NYG,TB,20,13.9,0.695,4 out of 5 stars,D-,20,14.4,0
Jared Goff,QB,DET,IND,27,17.6,0.6519,4 out of 5 stars,B,20,14.4,0.4571428571428573
Joe Flacco,QB,IND,DET,20,0.1,0.005,2 out of 5 stars,F,20,14.4,0
Anthony Richardson,QB,IND,DET,27,17.2,0.637,2 out of 5 stars,B,20,14.4,0.39999999999999986
Mason Rudolph,QB,TEN,HOU,20,0.2,0.01,3 out of 5 stars,F,20,14.4,0
Will Levis,QB,TEN,HOU,20,14.4,0.72,3 out of 5 stars,D,20,14.4,0
C J Stroud,QB,HOU,TEN,23,16,0.6957,3 out of 5 stars,C+,20,14.4,0.5333333333333332
Jacoby Brissett,QB,NE,MIA,20,0.2,0.01,3 out of 5 stars,F,20,14.4,0
Drake Maye,QB,NE,MIA,24,15.7,0.6542,3 out of 5 stars,C,20,14.4,0.32499999999999973
Tua Tagovailoa,QB,MIA,NE,26,16.6,0.6385,4 out of 5 stars,B-,20,14.4,0.36666666666666686
Cooper Rush,QB,DAL,WAS,20,12.7,0.635,4 out of 5 stars,F,20,14.4,0
Trey Lance,QB,DAL,WAS,20,11.5,0.575,4 out of 5 stars,F,20,14.4,0
Jayden Daniels,QB,WAS,DAL,34,20.4,0.6,4 out of 5 stars,A-,20,14.4,0.42857142857142844
Sam Darnold,QB,MIN,CHI,27,15.1,0.5593,2 out of 5 stars,C-,20,14.4,0.0999999999999999
Caleb Williams,QB,CHI,MIN,22,14.8,0.6727,2 out of 5 stars,D+,20,14.4,0.20000000000000018
Patrick Mahomes,QB,KC,CAR,31,18.8,0.6065,5 out of 5 stars,B+,20,14.4,0.4
Bryce Young,QB,CAR,KC,20,12.1,0.605,2 out of 5 stars,F,20,14.4,0
Bo Nix,QB,DEN,LV,32,17.8,0.5562,4 out of 5 stars,B+,20,14.4,0.2833333333333334
Gardner Minshew II,QB,LV,DEN,20,13.1,0.655,2 out of 5 stars,F,20,14.4,0
Desmond Ridder,QB,LV,DEN,20,0.2,0.01,2 out of 5 stars,F,20,14.4,0
Kyler Murray,QB,ARI,SEA,32,18.1,0.5656,3 out of 5 stars,B+,20,14.4,0.3083333333333334
Geno Smith,QB,SEA,ARI,29,17.4,0.6,2 out of 5 stars,B,20,14.4,0.33333333333333315
Brandon Allen,QB,SF,GB,20,0.5,0.025,2 out of 5 stars,F,20,14.4,0
Jordan Love,QB,GB,SF,28,16.3,0.5821,2 out of 5 stars,B-,20,14.4,0.23750000000000004
Malik Willis,QB,GB,SF,20,0.2,0.01,2 out of 5 stars,F,20,14.4,0
Jalen Hurts,QB,PHI,LA,37,22,0.5946,3 out of 5 stars,A+,20,14.4,0.44705882352941173
Matthew Stafford,QB,LA,PHI,27,15.4,0.5704,1 out of 5 stars,C,20,14.4,0.14285714285714285
Cordarrelle Patterson,RB,PIT,CLE,10,2.1,0.21,4 out of 5 stars,F,10,8.9,0
Mike Williams,WR,PIT,CLE,12,3.3,0.275,4 out of 5 stars,F,10,8.9,-2.8000000000000003
Van Jefferson,WR,PIT,CLE,10,2.5,0.25,4 out of 5 stars,F,10,8.9,0
Najee Harris,RB,PIT,CLE,25,12.8,0.512,4 out of 5 stars,B,10,8.9,0.26
George Pickens,WR,PIT,CLE,27,11.8,0.437,4 out of 5 stars,A,10,8.9,0.17058823529411768
Calvin Austin III,WR,PIT,CLE,13,4.8,0.3692,4 out of 5 stars,D,10,8.9,-1.366666666666667
Jaylen Warren,RB,PIT,CLE,15,9,0.6,4 out of 5 stars,C,10,8.9,0.019999999999999928
D Onta Foreman,RB,CLE,PIT,10,0,0,3 out of 5 stars,F,10,8.9,0
Nick Chubb,RB,CLE,PIT,19,9.1,0.4789,3 out of 5 stars,C+,10,8.9,0.022222222222222143
Jerry Jeudy,WR,CLE,PIT,22,8.4,0.3818,2 out of 5 stars,C+,10,8.9,-0.041666666666666664
Elijah Moore,WR,CLE,PIT,16,7,0.4375,2 out of 5 stars,C,10,8.9,-0.3166666666666667
Jaelon Darden,WR,CLE,PIT,10,0,0,2 out of 5 stars,F,10,8.9,0
Pierre Strong Jr,RB,CLE,PIT,10,1.1,0.11,3 out of 5 stars,F,10,8.9,0
Jerome Ford,RB,CLE,PIT,14,5.6,0.4,3 out of 5 stars,C,10,8.9,-0.8250000000000002
Cedric Tillman,WR,CLE,PIT,23,8.7,0.3783,2 out of 5 stars,C+,10,8.9,-0.015384615384615467
Jamari Thrash,WR,CLE,PIT,10,0.3,0.03,2 out of 5 stars,F,10,8.9,0
Ben Skowronek,WR,PIT,CLE,10,0.5,0.05,4 out of 5 stars,F,10,8.9,0
Kadarius Toney,WR,CLE,PIT,10,0,0,2 out of 5 stars,F,10,8.9,0
Mike Evans,WR,TB,NYG,28,12.2,0.4357,4 out of 5 stars,A,10,8.9,0.18333333333333326
Sterling Shepard,WR,TB,NYG,13,3.9,0.3,4 out of 5 stars,F,10,8.9,-1.6666666666666667
Rachaad White,RB,TB,NYG,28,10.4,0.3714,3 out of 5 stars,C+,10,8.9,0.08333333333333333
Trey Palmer,WR,TB,NYG,11,2,0.1818,4 out of 5 stars,F,10,8.9,-6.9
Rakim Jarrett,WR,TB,NYG,10,2.2,0.22,4 out of 5 stars,F,10,8.9,0
Ryan Miller,WR,TB,NYG,10,1.5,0.15,4 out of 5 stars,F,10,8.9,0
Sean Tucker,RB,TB,NYG,10,1.9,0.19,3 out of 5 stars,F,10,8.9,0
Jalen McMillan,WR,TB,NYG,11,5.4,0.4909,4 out of 5 stars,D,10,8.9,-3.5
Bucky Irving,RB,TB,NYG,18,11.8,0.6556,3 out of 5 stars,B,10,8.9,0.36250000000000004
Devin Singletary,RB,NYG,TB,13,5,0.3846,3 out of 5 stars,D+,10,8.9,-1.3
Darius Slayton,WR,NYG,TB,18,6.1,0.3389,3 out of 5 stars,D+,10,8.9,-0.3500000000000001
Ihmir Smith Marsette,WR,NYG,TB,10,0,0,3 out of 5 stars,F,10,8.9,0
Wan Dale Robinson,WR,NYG,TB,17,7.9,0.4647,3 out of 5 stars,C,10,8.9,-0.14285714285714285
Jalin Hyatt,WR,NYG,TB,10,1.1,0.11,3 out of 5 stars,F,10,8.9,0
Eric Gray,RB,NYG,TB,10,0.1,0.01,3 out of 5 stars,F,10,8.9,0
Malik Nabers,WR,NYG,TB,29,12.6,0.4345,3 out of 5 stars,A,10,8.9,0.19473684210526312
Tyrone Tracy Jr,RB,NYG,TB,26,13,0.5,3 out of 5 stars,B,10,8.9,0.25625
Kalif Raymond,WR,DET,IND,10,2.9,0.29,4 out of 5 stars,F,10,8.9,0
Tim Patrick,WR,DET,IND,10,3.6,0.36,4 out of 5 stars,F,10,8.9,0
David Montgomery,RB,DET,IND,32,14.3,0.4469,3 out of 5 stars,B+,10,8.9,0.24545454545454548
Craig Reynolds,RB,DET,IND,10,0.3,0.03,3 out of 5 stars,F,10,8.9,0
Amon Ra St Brown,WR,DET,IND,35,15.3,0.4371,4 out of 5 stars,A+,10,8.9,0.256
Jameson Williams,WR,DET,IND,23,9.5,0.413,4 out of 5 stars,B,10,8.9,0.04615384615384613
Jahmyr Gibbs,RB,DET,IND,35,14.7,0.42,3 out of 5 stars,A-,10,8.9,0.23199999999999996
Sione Vaki,RB,DET,IND,10,0,0,3 out of 5 stars,F,10,8.9,0
Ashton Dulin,WR,IND,DET,10,1.5,0.15,2 out of 5 stars,F,10,8.9,0
Michael Pittman Jr,WR,IND,DET,15,8,0.5333,2 out of 5 stars,C+,10,8.9,-0.18000000000000008
Jonathan Taylor,RB,IND,DET,29,14.4,0.4966,3 out of 5 stars,A-,10,8.9,0.2894736842105263
Trey Sermon,RB,IND,DET,10,1.5,0.15,3 out of 5 stars,F,10,8.9,0
Alec Pierce,WR,IND,DET,16,6.6,0.4125,2 out of 5 stars,C-,10,8.9,-0.38333333333333347
Tyler Goodson,RB,IND,DET,10,1.3,0.13,3 out of 5 stars,F,10,8.9,0
Josh Downs,WR,IND,DET,27,9.6,0.3556,2 out of 5 stars,B,10,8.9,0.04117647058823525
Adonai Mitchell,WR,IND,DET,10,4,0.4,2 out of 5 stars,F,10,8.9,0
Tyler Boyd,WR,TEN,HOU,10,3.9,0.39,4 out of 5 stars,F,10,8.9,0
Calvin Ridley,WR,TEN,HOU,25,9.7,0.388,4 out of 5 stars,B+,10,8.9,0.05333333333333326
Tony Pollard,RB,TEN,HOU,24,12.3,0.5125,2 out of 5 stars,B-,10,8.9,0.24285714285714288
Joshua Kelley,RB,TEN,HOU,10,0,0,2 out of 5 stars,F,10,8.9,0
Nick Westbrook Ikhine,WR,TEN,HOU,18,6.8,0.3778,4 out of 5 stars,C-,10,8.9,-0.26250000000000007
Julius Chestnut,RB,TEN,HOU,10,1.8,0.18,2 out of 5 stars,F,10,8.9,0
Tyjae Spears,RB,TEN,HOU,16,0.8,0.05,2 out of 5 stars,F,10,8.9,-1.3499999999999999
