Player,Pos,Team,Opp,Salary,FPTS,ppd,Matchup,StartSit,min_sal,rep_points,PAR_PD
Joe Burrow,QB,CIN,BAL,30,19.2,0.64,4 out of 5 stars,A,20,13.4,0.5799999999999998
Lamar Jackson,QB,BAL,CIN,38,23.2,0.6105,4 out of 5 stars,A+,20,13.4,0.5444444444444444
Daniel Jones,QB,NYG,CAR,25,15.9,0.636,5 out of 5 stars,C-,20,13.4,0.5
Drew Lock,QB,NYG,CAR,20,0.2,0.01,5 out of 5 stars,F,20,13.4,0
Andy Dalton,QB,CAR,NYG,20,0.2,0.01,4 out of 5 stars,F,20,13.4,0
Bryce Young,QB,CAR,NYG,20,12.9,0.645,4 out of 5 stars,F,20,13.4,0
Brock Purdy,QB,SF,TB,31,20.7,0.6677,3 out of 5 stars,A,20,13.4,0.6636363636363636
Baker Mayfield,QB,TB,SF,33,16.7,0.5061,2 out of 5 stars,B-,20,13.4,0.2538461538461538
Kirk Cousins,QB,ATL,NO,29,16.9,0.5828,2 out of 5 stars,B,20,13.4,0.3888888888888887
Derek Carr,QB,NO,ATL,23,14,0.6087,4 out of 5 stars,F,20,13.4,0.19999999999999987
Bo Nix,QB,DEN,KC,28,15.6,0.5571,2 out of 5 stars,D,20,13.4,0.2749999999999999
Patrick Mahomes,QB,KC,DEN,27,17.2,0.637,2 out of 5 stars,B,20,13.4,0.5428571428571427
Josh Allen,QB,BUF,IND,32,21.4,0.6688,4 out of 5 stars,A,20,13.4,0.6666666666666665
Joe Flacco,QB,IND,BUF,25,14.6,0.584,2 out of 5 stars,F,20,13.4,0.23999999999999985
Anthony Richardson,QB,IND,BUF,20,0.2,0.01,2 out of 5 stars,F,20,13.4,0
Russell Wilson,QB,PIT,WAS,28,15.3,0.5464,5 out of 5 stars,D,20,13.4,0.23750000000000004
Marcus Mariota,QB,WAS,PIT,20,0.2,0.01,2 out of 5 stars,F,20,13.4,0
Jayden Daniels,QB,WAS,PIT,30,20,0.6667,2 out of 5 stars,A,20,13.4,0.6599999999999999
Sam Darnold,QB,MIN,JAC,26,18.4,0.7077,5 out of 5 stars,B+,20,13.4,0.833333333333333
Trevor Lawrence,QB,JAC,MIN,29,4.7,0.1621,2 out of 5 stars,F,20,13.4,-0.9666666666666666
Mac Jones,QB,JAC,MIN,20,12.3,0.615,2 out of 5 stars,F,20,13.4,0
Jacoby Brissett,QB,NE,CHI,20,0.2,0.01,2 out of 5 stars,F,20,13.4,0
Drake Maye,QB,NE,CHI,24,15.1,0.6292,2 out of 5 stars,D-,20,13.4,0.4249999999999998
Caleb Williams,QB,CHI,NE,27,15.7,0.5815,4 out of 5 stars,D+,20,13.4,0.3285714285714284
Mason Rudolph,QB,TEN,LAC,20,12,0.6,4 out of 5 stars,F,20,13.4,0
Will Levis,QB,TEN,LAC,20,1.6,0.08,4 out of 5 stars,F,20,13.4,0
Taylor Heinicke,QB,LAC,TEN,20,0.1,0.005,3 out of 5 stars,F,20,13.4,0
Justin Herbert,QB,LAC,TEN,26,15.8,0.6077,3 out of 5 stars,C-,20,13.4,0.4000000000000001
Jalen Hurts,QB,PHI,DAL,38,22.1,0.5816,5 out of 5 stars,A,20,13.4,0.4833333333333334
Cooper Rush,QB,DAL,PHI,20,13.4,0.67,2 out of 5 stars,F,20,13.4,0
Aaron Rodgers,QB,NYJ,ARI,26,16.2,0.6231,3 out of 5 stars,C,20,13.4,0.4666666666666665
Kyler Murray,QB,ARI,NYJ,29,16.5,0.569,2 out of 5 stars,C+,20,13.4,0.3444444444444444
Jared Goff,QB,DET,HOU,27,16.3,0.6037,3 out of 5 stars,C,20,13.4,0.4142857142857143
