"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","CeeDee Lamb",DAL,"at NYG","3 out of 5 stars","A+","15.5"
"2","Justin Jefferson",MIN,"at GB","3 out of 5 stars","A+","15.1"
"3","Rashee Rice",KC,"at LAC","3 out of 5 stars","A+","15.0"
"4","Ja'Marr Chase",CIN,"at CAR","3 out of 5 stars","A+","14.7"
"5","Amon-Ra St. Brown",DET,"vs. SEA","3 out of 5 stars","A+","14.4"
"6","Marvin Harrison Jr.",ARI,"vs. WAS","4 out of 5 stars","A+","14.1"
"7","Nico Collins",HOU,"vs. JAC","3 out of 5 stars","A","13.9"
"8","Malik Nabers",NYG,"vs. DAL","2 out of 5 stars","A","13.6"
"9","Chris Godwin",TB,"vs. PHI","3 out of 5 stars","A","12.7"
"10","DK Metcalf",SEA,"at DET","4 out of 5 stars","A","12.6"
"11","Brandon Aiyuk",SF,"vs. NE","3 out of 5 stars","A","12.5"
"12","Garrett Wilson",NYJ,"vs. DEN","4 out of 5 stars","A","12.5"
"13","Mike Evans",TB,"vs. PHI","3 out of 5 stars","A","12.2"
"14","Chris Olave",NO,"at ATL","3 out of 5 stars","A","12.1"
"15","Davante Adams",LV,"vs. CLE","2 out of 5 stars","A","12.1"
"16","Diontae Johnson",CAR,"vs. CIN","3 out of 5 stars","A-","11.8"
"17","DJ Moore",CHI,"vs. LAR","2 out of 5 stars","A-","11.6"
"18","Amari Cooper",CLE,"at LV","3 out of 5 stars","A-","11.5"
"19","Zay Flowers",BAL,"vs. BUF","3 out of 5 stars","A-","11.4"
"20","Drake London",ATL,"vs. NO","4 out of 5 stars","A-","11.3"
"21","Jayden Reed",GB,"vs. MIN","3 out of 5 stars","A-","11.3"
"22","Tyreek Hill",MIA,"vs. TEN","4 out of 5 stars","B+","11.1"
"23","Stefon Diggs",HOU,"vs. JAC","3 out of 5 stars","B+","11.0"
"24","George Pickens",PIT,"at IND","4 out of 5 stars","B","10.7"
"25","Jameson Williams",DET,"vs. SEA","3 out of 5 stars","B","10.6"
"26","Terry McLaurin",WAS,"at ARI","4 out of 5 stars","B","10.1"
"27","Tee Higgins",CIN,"at CAR","3 out of 5 stars","B","10.1"
"28","Jaxon Smith-Njigba",SEA,"at DET","4 out of 5 stars","B","9.9"
"29","Jauan Jennings",SF,"vs. NE","3 out of 5 stars","B","9.8"
"30","Brian Thomas Jr.",JAC,"at HOU","3 out of 5 stars","B-","9.7"
"31","Rashid Shaheed",NO,"at ATL","3 out of 5 stars","B-","9.6"
"32","Rome Odunze",CHI,"vs. LAR","2 out of 5 stars","C+","9.4"
"33","Christian Kirk",JAC,"at HOU","3 out of 5 stars","C+","9.3"
"34","Khalil Shakir",BUF,"at BAL","1 out of 5 stars","B-","9.2"
"35","Calvin Ridley",TEN,"at MIA","4 out of 5 stars","C+","9.2"
"36","Xavier Worthy",KC,"at LAC","3 out of 5 stars","C+","9.0"
"37","Tank Dell",HOU,"vs. JAC","3 out of 5 stars","C+","9.0"
"38","Michael Pittman Jr.",IND,"vs. PIT","2 out of 5 stars","C+","8.8"
"39","Jaylen Waddle",MIA,"vs. TEN","4 out of 5 stars","C","8.7"
"40","Ladd McConkey",LAC,"vs. KC","3 out of 5 stars","C","8.7"
"41","Courtland Sutton",DEN,"at NYJ","2 out of 5 stars","C","8.6"
"42","Darnell Mooney",ATL,"vs. NO","4 out of 5 stars","C","8.4"
