"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Pittsburgh Steelers",PIT,"vs. CLE","5 out of 5 stars","A+","8.1"
"2","Philadelphia Eagles",PHI,"vs. CAR","3 out of 5 stars","A+","7.7"
"3","Minnesota Vikings",MIN,"vs. ATL","3 out of 5 stars","A","7.5"
"4","New Orleans Saints",NO,"at NYG","5 out of 5 stars","A-","7.2"
"5","Tampa Bay Buccaneers",TB,"vs. LV","5 out of 5 stars","A-","7.0"
"6","Tennessee Titans",TEN,"vs. JAC","2 out of 5 stars","B+","7.0"
"7","San Francisco 49ers",SF,"vs. CHI","3 out of 5 stars","B","7.0"
"8","Miami Dolphins",MIA,"vs. NYJ","3 out of 5 stars","B","6.9"
"9","Buffalo Bills",BUF,"at LAR","2 out of 5 stars","B","6.7"
"10","Arizona Cardinals",ARI,"vs. SEA","4 out of 5 stars","B","6.4"
"11","Kansas City Chiefs",KC,"vs. LAC","3 out of 5 stars","B-","6.2"
"12","Jacksonville Jaguars",JAC,"at TEN","5 out of 5 stars","C+","6.1"
"13","Detroit Lions",DET,"vs. GB","1 out of 5 stars","C","6.1"
"14","Los Angeles Chargers",LAC,"at KC","2 out of 5 stars","C","5.9"
"15","Seattle Seahawks",SEA,"at ARI","2 out of 5 stars","C","5.9"
"16","Cincinnati Bengals",CIN,"at DAL","4 out of 5 stars","C","5.7"
"17","New York Jets",NYJ,"at MIA","4 out of 5 stars","C-","5.7"
"18","Cleveland Browns",CLE,"at PIT","3 out of 5 stars","D+","5.6"
"19","New York Giants",NYG,"vs. NO","4 out of 5 stars","D","5.6"
"20","Chicago Bears",CHI,"at SF","2 out of 5 stars","D+","5.5"
"21","Dallas Cowboys",DAL,"vs. CIN","3 out of 5 stars","D","5.4"
"22","Atlanta Falcons",ATL,"at MIN","3 out of 5 stars","D-","5.3"
"23","Green Bay Packers",GB,"at DET","1 out of 5 stars","D-","5.3"
"24","Las Vegas Raiders",LV,"at TB","2 out of 5 stars","F","5.1"
"25","Los Angeles Rams",LAR,"vs. BUF","1 out of 5 stars","F","4.7"
"26","Carolina Panthers",CAR,"at PHI","2 out of 5 stars","F","4.6"
