"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Ja'Marr Chase",CIN,"at LAC","4 out of 5 stars","A+","15.6"
"2","A.J. Brown",PHI,"vs. WAS","4 out of 5 stars","A+","14.9"
"3","Justin Jefferson",MIN,"at TEN","2 out of 5 stars","A+","14.2"
"4","Amon-Ra St. Brown",DET,"vs. JAC","3 out of 5 stars","A+","13.3"
"5","Nico Collins",HOU,"at DAL","4 out of 5 stars","A","13.3"
"6","Puka Nacua",LAR,"at NE","3 out of 5 stars","A","13.2"
"7","George Pickens",PIT,"vs. BAL","3 out of 5 stars","A","13.0"
"8","Cooper Kupp",LAR,"at NE","3 out of 5 stars","A","13.0"
"9","Deebo Samuel Sr.",SF,"vs. SEA","3 out of 5 stars","A","12.9"
"10","Tyreek Hill",MIA,"vs. LV","3 out of 5 stars","A","12.8"
"11","Garrett Wilson",NYJ,"vs. IND","4 out of 5 stars","A","12.7"
"12","Davante Adams",NYJ,"vs. IND","4 out of 5 stars","A","12.7"
"13","DK Metcalf",SEA,"at SF","3 out of 5 stars","A","12.6"
"14","Drake London",ATL,"at DEN","3 out of 5 stars","A-","12.5"
"15","Terry McLaurin",WAS,"at PHI","2 out of 5 stars","A-","12.4"
"16","CeeDee Lamb",DAL,"vs. HOU","4 out of 5 stars","A-","12.2"
"17","Zay Flowers",BAL,"at PIT","3 out of 5 stars","A-","11.8"
"18","Courtland Sutton",DEN,"vs. ATL","4 out of 5 stars","A-","11.4"
"19","Jayden Reed",GB,"at CHI","2 out of 5 stars","A-","10.8"
"20","Calvin Ridley",TEN,"vs. MIN","3 out of 5 stars","B+","10.8"
"21","DeAndre Hopkins",KC,"at BUF","4 out of 5 stars","B+","10.6"
"22","Cedric Tillman",CLE,"at NO","3 out of 5 stars","B+","10.5"
"23","Ladd McConkey",LAC,"vs. CIN","3 out of 5 stars","B+","10.5"
"24","Khalil Shakir",BUF,"vs. KC","4 out of 5 stars","B","10.5"
"25","DeVonta Smith",PHI,"vs. WAS","4 out of 5 stars","B","10.5"
"26","Jauan Jennings",SF,"vs. SEA","3 out of 5 stars","B","10.3"
"27","Darnell Mooney",ATL,"at DEN","3 out of 5 stars","B","10.2"
"28","Tank Dell",HOU,"at DAL","4 out of 5 stars","B","10.1"
"29","Jakobi Meyers",LV,"at MIA","3 out of 5 stars","B","10.1"
"30","Josh Downs",IND,"at NYJ","3 out of 5 stars","B","10.1"
"31","Jaxon Smith-Njigba",SEA,"at SF","3 out of 5 stars","B-","9.6"
"32","Jameson Williams",DET,"vs. JAC","3 out of 5 stars","B-","9.4"
"33","Brian Thomas Jr.",JAC,"at DET","2 out of 5 stars","B-","9.3"
"34","Jaylen Waddle",MIA,"vs. LV","3 out of 5 stars","B-","9.2"
"35","Jerry Jeudy",CLE,"at NO","3 out of 5 stars","C+","9.1"
"36","DJ Moore",CHI,"vs. GB","3 out of 5 stars","C+","8.8"
"37","Quentin Johnston",LAC,"vs. CIN","3 out of 5 stars","C+","8.6"
"38","Amari Cooper",BUF,"vs. KC","4 out of 5 stars","C+","8.6"
"39","Romeo Doubs",GB,"at CHI","2 out of 5 stars","C","8.5"
"40","Ricky Pearsall",SF,"vs. SEA","3 out of 5 stars","C","8.3"
"41","Noah Brown",WAS,"at PHI","2 out of 5 stars","C","8.1"
"42","DeMario Douglas",NE,"vs. LAR","3 out of 5 stars","C","7.9"
"43","Rome Odunze",CHI,"vs. GB","3 out of 5 stars","C","7.9"
"44","Keenan Allen",CHI,"vs. GB","3 out of 5 stars","C","7.8"
"45","Jordan Addison",MIN,"at TEN","2 out of 5 stars","C","7.8"
"46","Tyler Lockett",SEA,"at SF","3 out of 5 stars","C","7.7"
"47","Rashod Bateman",BAL,"at PIT","3 out of 5 stars","C","7.6"
"48","Xavier Worthy",KC,"at BUF","4 out of 5 stars","C","7.5"
"49","Elijah Moore",CLE,"at NO","3 out of 5 stars","C-","7.5"
"50","Christian Watson",GB,"at CHI","2 out of 5 stars","C-","7.3"
"51","Marquez Valdes-Scantling",NO,"vs. CLE","3 out of 5 stars","C-","7.2"
"52","Kayshon Boutte",NE,"vs. LAR","3 out of 5 stars","C-","7.0"
"53","Tee Higgins",CIN,"at LAC","4 out of 5 stars","C","6.8"
"54","Joshua Palmer",LAC,"vs. CIN","3 out of 5 stars","D+","6.5"
"55","Alec Pierce",IND,"at NYJ","3 out of 5 stars","D+","6.4"
"56","Demarcus Robinson",LAR,"at NE","3 out of 5 stars","D","6.3"
"57","Gabe Davis",JAC,"at DET","2 out of 5 stars","D+","6.2"
"58","Ray-Ray McCloud III",ATL,"at DEN","3 out of 5 stars","D","5.7"
"59","Adonai Mitchell",IND,"at NYJ","3 out of 5 stars","D","5.5"
"60","Devaughn Vele",DEN,"vs. ATL","4 out of 5 stars","D","5.5"
"61","Mike Williams",PIT,"vs. BAL","3 out of 5 stars","D","5.3"
"62","Dontayvion Wicks",GB,"at CHI","2 out of 5 stars","D","5.0"
"63","Nick Westbrook-Ikhine",TEN,"vs. MIN","3 out of 5 stars","D","5.0"
"64","Mack Hollins",BUF,"vs. KC","4 out of 5 stars","D","5.0"
"65","Diontae Johnson",BAL,"at PIT","3 out of 5 stars","D-","4.9"
"66","Andrei Iosivas",CIN,"at LAC","4 out of 5 stars","D-","4.9"
"67","Jalen Tolbert",DAL,"vs. HOU","4 out of 5 stars","D-","4.7"
"68","Calvin Austin III",PIT,"vs. BAL","3 out of 5 stars","D-","4.7"
"69","Michael Pittman Jr.",IND,"at NYJ","3 out of 5 stars","D-","4.6"
"70","Curtis Samuel",BUF,"vs. KC","4 out of 5 stars","F","4.3"
"71","John Metchie III",HOU,"at DAL","4 out of 5 stars","F","4.1"
"72","Parker Washington",JAC,"at DET","2 out of 5 stars","F","4.1"
"73","Jalen Nailor",MIN,"at TEN","2 out of 5 stars","F","4.1"
"74","Mason Tipton",NO,"vs. CLE","3 out of 5 stars","F","3.9"
"75","Troy Franklin",DEN,"vs. ATL","4 out of 5 stars","F","3.9"
"76","Lil'Jordan Humphrey",DEN,"vs. ATL","4 out of 5 stars","F","3.8"
"77","Kalif Raymond",DET,"vs. JAC","3 out of 5 stars","F","3.8"
"78","Tre Tucker",LV,"at MIA","3 out of 5 stars","F","3.7"
"79","Tyler Boyd",TEN,"vs. MIN","3 out of 5 stars","F","3.6"
"80","Justin Watson",KC,"at BUF","4 out of 5 stars","F","3.5"
"81","Jermaine Burton",CIN,"at LAC","4 out of 5 stars","F","3.4"
"82","Tim Patrick",DET,"vs. JAC","3 out of 5 stars","F","3.3"
"83","Van Jefferson",PIT,"vs. BAL","3 out of 5 stars","F","3.1"
"84","Olamide Zaccheaus",WAS,"at PHI","2 out of 5 stars","F","3.1"
"85","Ja'Lynn Polk",NE,"vs. LAR","3 out of 5 stars","F","3.0"
"86","Marvin Mims Jr.",DEN,"vs. ATL","4 out of 5 stars","F","2.9"
"87","Nelson Agholor",BAL,"at PIT","3 out of 5 stars","F","2.8"
"88","Odell Beckham Jr.",MIA,"vs. LV","3 out of 5 stars","F","2.8"
"89","Luke McCaffrey",WAS,"at PHI","2 out of 5 stars","F","2.8"
"90","Malik Washington",MIA,"vs. LV","3 out of 5 stars","F","2.8"
"91","Tutu Atwell",LAR,"at NE","3 out of 5 stars","F","2.8"
"92","Xavier Hutchinson",HOU,"at DAL","4 out of 5 stars","F","2.7"
"93","Jahan Dotson",PHI,"vs. WAS","4 out of 5 stars","F","2.6"
"94","Mecole Hardman Jr.",KC,"at BUF","4 out of 5 stars","F","2.5"
"95","KaVontae Turpin",DAL,"vs. HOU","4 out of 5 stars","F","2.5"
"96","Jalen Brooks",DAL,"vs. HOU","4 out of 5 stars","F","2.4"
"97","Robert Woods",HOU,"at DAL","4 out of 5 stars","F","2.4"
"98","Dyami Brown",WAS,"at PHI","2 out of 5 stars","F","2.3"
"99","Xavier Gipson",NYJ,"vs. IND","4 out of 5 stars","F","2.3"
"100","Kendrick Bourne",NE,"vs. LAR","3 out of 5 stars","F","2.1"
"101","Tyler Johnson",LAR,"at NE","3 out of 5 stars","F","1.9"
