"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Christian McCaffrey",SF,"vs. NYJ","3 out of 5 stars","A+","19.1"
"2","Bijan Robinson",ATL,"vs. PIT","2 out of 5 stars","A+","16.3"
"3","Breece Hall",NYJ,"at SF","3 out of 5 stars","A+","16.1"
"4","Jonathan Taylor",IND,"vs. HOU","2 out of 5 stars","A","15.5"
"5","Saquon Barkley",PHI,"vs. GB","4 out of 5 stars","A","15.0"
"6","Travis Etienne Jr.",JAC,"at MIA","4 out of 5 stars","A","14.6"
"7","Rachaad White",TB,"vs. WAS","4 out of 5 stars","A","14.6"
"8","Jahmyr Gibbs",DET,"vs. LAR","1 out of 5 stars","A","14.5"
"9","Josh Jacobs",GB,"at PHI","2 out of 5 stars","A","14.0"
"10","James Cook",BUF,"vs. ARI","4 out of 5 stars","A","13.9"
"11","Kenneth Walker III",SEA,"vs. DEN","5 out of 5 stars","A","13.9"
"12","Kyren Williams",LAR,"at DET","3 out of 5 stars","A-","13.8"
"13","De'Von Achane",MIA,"vs. JAC","3 out of 5 stars","A-","13.5"
"14","Derrick Henry",BAL,"at KC","3 out of 5 stars","A-","13.5"
"15","Alvin Kamara",NO,"vs. CAR","4 out of 5 stars","B+","13.3"
"16","Isiah Pacheco",KC,"vs. BAL","3 out of 5 stars","B","13.3"
"17","Joe Mixon",HOU,"at IND","4 out of 5 stars","B","13.0"
"18","Aaron Jones",MIN,"at NYG","5 out of 5 stars","B","12.0"
"19","James Conner",ARI,"at BUF","4 out of 5 stars","B","11.8"
"20","David Montgomery",DET,"vs. LAR","1 out of 5 stars","B","11.6"
"21","Raheem Mostert",MIA,"vs. JAC","3 out of 5 stars","B-","11.6"
"22","Rhamondre Stevenson",NE,"at CIN","3 out of 5 stars","B-","11.5"
"23","D'Andre Swift",CHI,"vs. TEN","2 out of 5 stars","B-","11.2"
"24","Devin Singletary",NYG,"vs. MIN","2 out of 5 stars","C+","10.9"
"25","Javonte Williams",DEN,"at SEA","4 out of 5 stars","C+","10.8"
"26","Najee Harris",PIT,"at ATL","3 out of 5 stars","C+","10.6"
"27","Chuba Hubbard",CAR,"at NO","3 out of 5 stars","C+","10.6"
"28","Jerome Ford",CLE,"vs. DAL","3 out of 5 stars","C+","10.6"
"29","Zamir White",LV,"at LAC","2 out of 5 stars","C","10.1"
"30","Tony Pollard",TEN,"at CHI","3 out of 5 stars","C","9.9"
"31","Zack Moss",CIN,"vs. NE","2 out of 5 stars","C","9.7"
"32","Brian Robinson Jr.",WAS,"at TB","3 out of 5 stars","C","9.7"
"33","Chase Brown",CIN,"vs. NE","2 out of 5 stars","C","9.5"
"34","Gus Edwards",LAC,"vs. LV","4 out of 5 stars","C","9.2"
"35","Austin Ekeler",WAS,"at TB","3 out of 5 stars","C","9.1"
"36","Tyjae Spears",TEN,"at CHI","3 out of 5 stars","C","8.9"
"37","Jaylen Warren",PIT,"at ATL","3 out of 5 stars","C-","8.7"
"38","J.K. Dobbins",LAC,"vs. LV","4 out of 5 stars","C-","8.2"
"39","Ezekiel Elliott",DAL,"at CLE","3 out of 5 stars","C-","8.2"
"40","Jaleel McLaughlin",DEN,"at SEA","4 out of 5 stars","D+","7.6"
"41","Rico Dowdle",DAL,"at CLE","3 out of 5 stars","D+","7.3"
"42","Blake Corum",LAR,"at DET","3 out of 5 stars","D","7.2"
"43","Antonio Gibson",NE,"at CIN","3 out of 5 stars","D","7.0"
"44","Zach Charbonnet",SEA,"vs. DEN","5 out of 5 stars","D","7.0"
"45","Ty Chandler",MIN,"at NYG","5 out of 5 stars","D-","6.6"
"46","Tyler Allgeier",ATL,"vs. PIT","2 out of 5 stars","D-","6.4"
"47","Khalil Herbert",CHI,"vs. TEN","2 out of 5 stars","F","6.2"
"48","Jamaal Williams",NO,"vs. CAR","4 out of 5 stars","F","6.1"
"49","Ray Davis",BUF,"vs. ARI","4 out of 5 stars","F","6.1"
"50","Bucky Irving",TB,"vs. WAS","4 out of 5 stars","F","5.8"
"51","D'Onta Foreman",CLE,"vs. DAL","3 out of 5 stars","F","5.7"
"52","Samaje Perine",KC,"vs. BAL","3 out of 5 stars","F","5.2"
"53","Miles Sanders",CAR,"at NO","3 out of 5 stars","F","4.7"
"54","Justice Hill",BAL,"at KC","3 out of 5 stars","F","4.7"
"55","Alexander Mattison",LV,"at LAC","2 out of 5 stars","F","4.6"
"56","Trey Benson",ARI,"at BUF","4 out of 5 stars","F","4.6"
"57","Jordan Mason",SF,"vs. NYJ","3 out of 5 stars","F","4.3"
"58","Roschon Johnson",CHI,"vs. TEN","2 out of 5 stars","F","4.2"
"59","Tank Bigsby",JAC,"at MIA","4 out of 5 stars","F","4.0"
"60","Kenneth Gainwell",PHI,"vs. GB","4 out of 5 stars","F","4.0"
